DateUTC,TimeUTC,SUM_of_MNOZSTVO
27/09/2013,900,130508.60169
27/09/2013,930,128773.06316
27/09/2013,960,126932.94829
27/09/2013,990,126338.35875
27/09/2013,1020,128325.14707
27/09/2013,1050,126530.46182
27/09/2013,1080,124197.6927
27/09/2013,1110,121302.13316
27/09/2013,1140,118958.11786
27/09/2013,1170,113155.61876
27/09/2013,1200,107511.29145
27/09/2013,1230,103551.98513
27/09/2013,1260,100171.30129
27/09/2013,1290,95863.065056
27/09/2013,1320,93016.748702
28/09/2013,-90,90338.055549
28/09/2013,-60,87918.477698
28/09/2013,-30,88035.74276
28/09/2013,0,87251.832815
28/09/2013,30,87219.612312
28/09/2013,60,87207.940064
28/09/2013,90,86682.18576
28/09/2013,120,86258.409095
28/09/2013,150,89506.816765
28/09/2013,180,90656.007135
28/09/2013,210,92769.704367
28/09/2013,240,94296.441903
28/09/2013,270,99067.96163
28/09/2013,300,98214.971122
28/09/2013,330,99194.006832
28/09/2013,360,100662.74775
28/09/2013,390,100847.65189
28/09/2013,420,102446.5923
28/09/2013,450,105313.26873
28/09/2013,480,106479.59015
28/09/2013,510,107712.85208
28/09/2013,540,108550.06694
28/09/2013,570,107545.39576
28/09/2013,600,107204.0746
28/09/2013,630,108121.3377
28/09/2013,660,108053.47976
28/09/2013,690,107294.67948
28/09/2013,720,106027.52437
28/09/2013,750,106106.56972
28/09/2013,780,105392.3728
28/09/2013,810,105562.7376
28/09/2013,840,104823.01795
28/09/2013,870,103434.80994
28/09/2013,900,102738.01864
28/09/2013,930,103487.45856
28/09/2013,960,103742.46781
28/09/2013,990,104067.48974
28/09/2013,1020,106416.33617
28/09/2013,1050,106636.77544
28/09/2013,1080,105297.84639
28/09/2013,1110,104467.79934
28/09/2013,1140,103423.42493
28/09/2013,1170,98751.422854
28/09/2013,1200,95222.064553
28/09/2013,1230,94391.32819
28/09/2013,1260,92990.70987
28/09/2013,1290,91725.963931
28/09/2013,1320,88539.428702
29/09/2013,-90,87248.666505
29/09/2013,-60,85587.273557
29/09/2013,-30,86644.790268
29/09/2013,0,85995.877833
29/09/2013,30,85826.801198
29/09/2013,60,85776.76439
29/09/2013,90,85790.885491
29/09/2013,120,85198.539341
29/09/2013,150,87992.471738
29/09/2013,180,89913.184016
29/09/2013,210,90886.090132
29/09/2013,240,91427.864973
29/09/2013,270,94503.34684
29/09/2013,300,93554.585912
29/09/2013,330,94526.280802
29/09/2013,360,95798.309017
29/09/2013,390,97744.991762
29/09/2013,420,98310.178152
29/09/2013,450,100586.76473
29/09/2013,480,102043.36837
29/09/2013,510,103734.28413
29/09/2013,540,104060.4455
29/09/2013,570,103157.63664
29/09/2013,600,102738.18076
29/09/2013,630,104201.88205
29/09/2013,660,104612.27301
29/09/2013,690,103938.63329
29/09/2013,720,102654.14513
29/09/2013,750,104035.48687
29/09/2013,780,103654.05617
29/09/2013,810,103355.8422
29/09/2013,840,103334.68121
29/09/2013,870,102716.67336
29/09/2013,900,101486.07859
29/09/2013,930,102492.45295
29/09/2013,960,103713.68094
29/09/2013,990,104066.45169
29/09/2013,1020,107815.05613
29/09/2013,1050,107919.81041
29/09/2013,1080,106292.90169
29/09/2013,1110,106028.75077
29/09/2013,1140,104583.19261
29/09/2013,1170,100335.77538
29/09/2013,1200,96981.527972
29/09/2013,1230,89100.461595
29/09/2013,1260,87111.398813
29/09/2013,1290,85368.678895
29/09/2013,1320,80532.677973
30/09/2013,-90,78753.191381
30/09/2013,-60,78266.681303
30/09/2013,-30,77626.724574
30/09/2013,0,76722.55774
30/09/2013,30,76681.676925
30/09/2013,60,77967.024583
30/09/2013,90,78685.322316
30/09/2013,120,80799.381948
30/09/2013,150,85542.069656
30/09/2013,180,90569.602659
30/09/2013,210,98003.20641
30/09/2013,240,107568.10172
30/09/2013,270,126277.30978
30/09/2013,300,135520.23588
30/09/2013,330,144938.58983
30/09/2013,360,150301.6835
30/09/2013,390,157410.94221
30/09/2013,420,158249.07585
30/09/2013,450,161398.00131
30/09/2013,480,161175.42648
30/09/2013,510,160573.27862
30/09/2013,540,159680.05634
30/09/2013,570,158937.62395
30/09/2013,600,157691.84524
30/09/2013,630,158162.62743
30/09/2013,660,157767.59752
30/09/2013,690,157742.67452
30/09/2013,720,154461.44852
30/09/2013,750,154259.40211
30/09/2013,780,152138.16729
30/09/2013,810,149463.80061
30/09/2013,840,147325.37561
30/09/2013,870,144034.6594
30/09/2013,900,141186.14371
30/09/2013,930,139547.96462
30/09/2013,960,136955.55723
30/09/2013,990,135984.79442
30/09/2013,1020,137159.13306
30/09/2013,1050,134203.30245
30/09/2013,1080,131391.98506
30/09/2013,1110,127672.17926
30/09/2013,1140,124812.71032
30/09/2013,1170,118621.58332
30/09/2013,1200,113240.93732
30/09/2013,1230,111590.33472
30/09/2013,1260,110874.52609
30/09/2013,1290,107645.6633
30/09/2013,1320,105009.96873
01/10/2013,-90,99321.935256
01/10/2013,-60,98058.471178
01/10/2013,-30,98847.37448
01/10/2013,0,97989.279236
01/10/2013,30,98214.958155
01/10/2013,60,97648.399453
01/10/2013,90,97721.65432
01/10/2013,120,97525.321952
01/10/2013,150,101521.02025
01/10/2013,180,105618.60433
01/10/2013,210,110800.66502
01/10/2013,240,116757.56837
01/10/2013,270,130421.3203
01/10/2013,300,138138.98014
01/10/2013,330,145170.58514
01/10/2013,360,149093.40211
01/10/2013,390,153552.08366
01/10/2013,420,153900.58843
01/10/2013,450,157663.1428
01/10/2013,480,157283.794
01/10/2013,510,156880.092
01/10/2013,540,155206.60862
01/10/2013,570,152838.15659
01/10/2013,600,152210.91924
01/10/2013,630,153612.81073
01/10/2013,660,152941.97594
01/10/2013,690,151572.89725
01/10/2013,720,148662.94649
01/10/2013,750,148638.79056
01/10/2013,780,146177.29524
01/10/2013,810,144925.31388
01/10/2013,840,142958.38861
01/10/2013,870,140285.68299
01/10/2013,900,137968.34648
01/10/2013,930,136872.01302
01/10/2013,960,135507.07307
01/10/2013,990,134310.46729
01/10/2013,1020,135610.5797
01/10/2013,1050,132902.64681
01/10/2013,1080,130021.35963
01/10/2013,1110,127352.07342
01/10/2013,1140,124893.85167
01/10/2013,1170,119377.22832
01/10/2013,1200,113745.87909
01/10/2013,1230,112092.38341
01/10/2013,1260,109517.399
01/10/2013,1290,107167.86634
01/10/2013,1320,103046.37003
02/10/2013,-90,101685.87477
02/10/2013,-60,99491.067231
02/10/2013,-30,100075.38388
02/10/2013,0,99876.330977
02/10/2013,30,99382.269662
02/10/2013,60,99492.991582
02/10/2013,90,99238.230782
02/10/2013,120,98203.198034
02/10/2013,150,103171.612
02/10/2013,180,106004.07342
02/10/2013,210,111605.51958
02/10/2013,240,118374.00498
02/10/2013,270,131723.95376
02/10/2013,300,140238.33033
02/10/2013,330,148936.29513
02/10/2013,360,154793.02419
02/10/2013,390,160744.13069
02/10/2013,420,163390.91827
02/10/2013,450,166616.50793
02/10/2013,480,168404.92083
02/10/2013,510,168830.47236
02/10/2013,540,165730.62471
02/10/2013,570,161729.83175
02/10/2013,600,161269.35897
02/10/2013,630,163180.72672
02/10/2013,660,161541.84763
02/10/2013,690,161032.50783
02/10/2013,720,156888.74452
02/10/2013,750,155915.34922
02/10/2013,780,154851.46643
02/10/2013,810,154386.96385
02/10/2013,840,151826.87837
02/10/2013,870,146814.60692
02/10/2013,900,143799.57091
02/10/2013,930,141526.60345
02/10/2013,960,140107.4069
02/10/2013,990,138881.01458
02/10/2013,1020,139417.13466
02/10/2013,1050,136512.87902
02/10/2013,1080,133012.48367
02/10/2013,1110,130604.39417
02/10/2013,1140,128812.77504
02/10/2013,1170,122240.66988
02/10/2013,1200,116896.50128
02/10/2013,1230,114927.90606
02/10/2013,1260,112561.67998
02/10/2013,1290,109121.46363
02/10/2013,1320,106563.7411
03/10/2013,-90,101299.7186
03/10/2013,-60,99459.533429
03/10/2013,-30,100397.74711
03/10/2013,0,100181.82576
03/10/2013,30,99819.375765
03/10/2013,60,99244.094219
03/10/2013,90,99122.340773
03/10/2013,120,98925.494218
03/10/2013,150,103520.0237
03/10/2013,180,106189.12358
03/10/2013,210,112232.30326
03/10/2013,240,119749.48113
03/10/2013,270,133408.19455
03/10/2013,300,140053.65846
03/10/2013,330,146605.12212
03/10/2013,360,150358.51514
03/10/2013,390,155451.93719
03/10/2013,420,155881.17128
03/10/2013,450,158248.75808
03/10/2013,480,157453.95737
03/10/2013,510,158226.41151
03/10/2013,540,156709.8095
03/10/2013,570,154687.47802
03/10/2013,600,155103.39274
03/10/2013,630,157487.45374
03/10/2013,660,156720.00048
03/10/2013,690,155664.87085
03/10/2013,720,152957.49055
03/10/2013,750,151286.61609
03/10/2013,780,150095.87835
03/10/2013,810,147927.8967
03/10/2013,840,145115.21851
03/10/2013,870,141542.05596
03/10/2013,900,138823.42198
03/10/2013,930,137100.97488
03/10/2013,960,135900.66065
03/10/2013,990,135227.6521
03/10/2013,1020,138188.13892
03/10/2013,1050,135243.56739
03/10/2013,1080,132447.87118
03/10/2013,1110,129375.81097
03/10/2013,1140,126013.8193
03/10/2013,1170,120395.2995
03/10/2013,1200,115774.78011
03/10/2013,1230,114777.79021
03/10/2013,1260,112085.53622
03/10/2013,1290,108602.10709
03/10/2013,1320,104979.80175
04/10/2013,-90,103262.42209
04/10/2013,-60,102027.71595
04/10/2013,-30,103073.78583
04/10/2013,0,102144.85537
04/10/2013,30,101563.25667
04/10/2013,60,101661.29305
04/10/2013,90,101458.36602
04/10/2013,120,102068.76691
04/10/2013,150,105303.95237
04/10/2013,180,109145.38311
04/10/2013,210,115790.29688
04/10/2013,240,122907.10887
04/10/2013,270,136100.65929
04/10/2013,300,143010.52142
04/10/2013,330,149614.26872
04/10/2013,360,154978.61284
04/10/2013,390,157656.31917
04/10/2013,420,156671.98346
04/10/2013,450,160427.39096
04/10/2013,480,160194.60249
04/10/2013,510,159512.53721
04/10/2013,540,157664.46498
04/10/2013,570,155274.24476
04/10/2013,600,155182.11161
04/10/2013,630,156396.9503
04/10/2013,660,154983.39189
04/10/2013,690,153460.16832
04/10/2013,720,148758.87427
04/10/2013,750,148473.77488
04/10/2013,780,146320.65916
04/10/2013,810,143830.2026
04/10/2013,840,140981.17873
04/10/2013,870,138372.31371
04/10/2013,900,134278.19739
04/10/2013,930,134175.51997
04/10/2013,960,133831.7845
04/10/2013,990,133050.0739
04/10/2013,1020,134236.13684
04/10/2013,1050,131689.75006
04/10/2013,1080,128054.116
04/10/2013,1110,125986.53273
04/10/2013,1140,123798.79753
04/10/2013,1170,119167.55383
04/10/2013,1200,112255.65317
04/10/2013,1230,108657.57657
04/10/2013,1260,106733.57375
04/10/2013,1290,102763.47581
04/10/2013,1320,97711.847991
05/10/2013,-90,93732.323008
05/10/2013,-60,92126.300167
05/10/2013,-30,91673.416565
05/10/2013,0,90362.752024
05/10/2013,30,90735.095884
05/10/2013,60,90206.944469
05/10/2013,90,89981.893826
05/10/2013,120,90285.195816
05/10/2013,150,93301.502248
05/10/2013,180,95215.827991
05/10/2013,210,96397.168401
05/10/2013,240,98403.951752
05/10/2013,270,105028.53854
05/10/2013,300,105740.99862
05/10/2013,330,106722.65362
05/10/2013,360,107853.2599
05/10/2013,390,110016.29204
05/10/2013,420,110207.45045
05/10/2013,450,110018.43522
05/10/2013,480,110814.58686
05/10/2013,510,110590.92406
05/10/2013,540,110269.31605
05/10/2013,570,109031.05883
05/10/2013,600,108817.81365
05/10/2013,630,109465.82823
05/10/2013,660,109012.81297
05/10/2013,690,108863.18648
05/10/2013,720,107210.47641
05/10/2013,750,107947.77519
05/10/2013,780,107627.92945
05/10/2013,810,106600.86388
05/10/2013,840,106546.47943
05/10/2013,870,105118.77463
05/10/2013,900,104848.17958
05/10/2013,930,106551.43643
05/10/2013,960,106767.06786
05/10/2013,990,107339.12924
05/10/2013,1020,109230.32448
05/10/2013,1050,108690.03547
05/10/2013,1080,106608.51546
05/10/2013,1110,106047.69416
05/10/2013,1140,104080.54054
05/10/2013,1170,100128.57489
05/10/2013,1200,96411.473486
05/10/2013,1230,95531.890115
05/10/2013,1260,94184.802411
05/10/2013,1290,93049.991697
05/10/2013,1320,90614.660948
06/10/2013,-90,88471.761194
06/10/2013,-60,86806.336445
06/10/2013,-30,87783.493154
06/10/2013,0,87221.409754
06/10/2013,30,86756.241827
06/10/2013,60,86307.636382
06/10/2013,90,85963.69944
06/10/2013,120,86154.297037
06/10/2013,150,88436.25394
06/10/2013,180,89267.323949
06/10/2013,210,90985.762845
06/10/2013,240,92176.99088
06/10/2013,270,95299.820589
06/10/2013,300,95805.37988
06/10/2013,330,96691.450275
06/10/2013,360,97643.960664
06/10/2013,390,99682.095289
06/10/2013,420,100577.74688
06/10/2013,450,102670.57775
06/10/2013,480,103864.87702
06/10/2013,510,104680.37849
06/10/2013,540,104785.13588
06/10/2013,570,104205.28025
06/10/2013,600,103947.19107
06/10/2013,630,105163.38479
06/10/2013,660,105205.88658
06/10/2013,690,104711.63881
06/10/2013,720,103658.20971
06/10/2013,750,104472.40325
06/10/2013,780,104421.55028
06/10/2013,810,104670.48089
06/10/2013,840,104309.26301
06/10/2013,870,104100.80494
06/10/2013,900,103714.86108
06/10/2013,930,103989.16546
06/10/2013,960,104511.0599
06/10/2013,990,107011.8674
06/10/2013,1020,108262.74163
06/10/2013,1050,108126.10237
06/10/2013,1080,107660.57551
06/10/2013,1110,107066.51399
06/10/2013,1140,105703.85171
06/10/2013,1170,100912.22279
06/10/2013,1200,95670.75347
06/10/2013,1230,89539.473267
06/10/2013,1260,87082.58794
06/10/2013,1290,84252.942415
06/10/2013,1320,81098.718633
07/10/2013,-90,79041.257979
07/10/2013,-60,77745.970768
07/10/2013,-30,77563.572854
07/10/2013,0,77299.723748
07/10/2013,30,77192.752058
07/10/2013,60,77841.903863
07/10/2013,90,78884.039686
07/10/2013,120,79943.327523
07/10/2013,150,85536.904419
07/10/2013,180,90690.098179
07/10/2013,210,99496.012883
07/10/2013,240,108469.13035
07/10/2013,270,126969.16544
07/10/2013,300,136139.91789
07/10/2013,330,144633.23572
07/10/2013,360,150573.88165
07/10/2013,390,158597.95454
07/10/2013,420,160346.62992
07/10/2013,450,163611.43175
07/10/2013,480,163555.80949
07/10/2013,510,163644.62336
07/10/2013,540,162257.50587
07/10/2013,570,161210.5216
07/10/2013,600,158284.19783
07/10/2013,630,160118.37268
07/10/2013,660,158850.85182
07/10/2013,690,158661.64733
07/10/2013,720,155386.27644
07/10/2013,750,154220.7588
07/10/2013,780,152839.39267
07/10/2013,810,150094.32068
07/10/2013,840,147047.52019
07/10/2013,870,143254.05407
07/10/2013,900,139600.549
07/10/2013,930,137183.63506
07/10/2013,960,137017.52113
07/10/2013,990,137193.27234
07/10/2013,1020,137607.99314
07/10/2013,1050,133524.73914
07/10/2013,1080,130705.91311
07/10/2013,1110,128332.96975
07/10/2013,1140,125516.82149
07/10/2013,1170,120057.41177
07/10/2013,1200,115020.62404
07/10/2013,1230,112834.5143
07/10/2013,1260,110846.59173
07/10/2013,1290,108512.28678
07/10/2013,1320,105838.01784
08/10/2013,-90,101454.86369
08/10/2013,-60,98841.374131
08/10/2013,-30,99726.956182
08/10/2013,0,98730.7971
08/10/2013,30,99152.892111
08/10/2013,60,99931.678339
08/10/2013,90,99533.264428
08/10/2013,120,99137.756854
08/10/2013,150,102885.32701
08/10/2013,180,106430.98505
08/10/2013,210,112172.46681
08/10/2013,240,117291.1768
08/10/2013,270,131590.67053
08/10/2013,300,138211.53955
08/10/2013,330,144938.72624
08/10/2013,360,148952.61351
08/10/2013,390,155052.12787
08/10/2013,420,155782.84917
08/10/2013,450,157116.07647
08/10/2013,480,157825.68812
08/10/2013,510,157457.32173
08/10/2013,540,156332.56005
08/10/2013,570,155966.77648
08/10/2013,600,154754.34866
08/10/2013,630,155303.01237
08/10/2013,660,154617.55166
08/10/2013,690,153563.21038
08/10/2013,720,150415.69584
08/10/2013,750,150346.5053
08/10/2013,780,149252.84864
08/10/2013,810,147665.18031
08/10/2013,840,144343.01803
08/10/2013,870,141241.21751
08/10/2013,900,137760.32423
08/10/2013,930,137273.55645
08/10/2013,960,136212.23872
08/10/2013,990,136572.28286
08/10/2013,1020,136851.41245
08/10/2013,1050,133892.21223
08/10/2013,1080,130095.11092
08/10/2013,1110,127679.8576
08/10/2013,1140,124943.25046
08/10/2013,1170,119297.11292
08/10/2013,1200,114168.71063
08/10/2013,1230,111281.06379
08/10/2013,1260,109745.36425
08/10/2013,1290,106866.94425
08/10/2013,1320,104125.38281
09/10/2013,-90,99551.85915
09/10/2013,-60,97442.566653
09/10/2013,-30,98258.058985
09/10/2013,0,98355.323673
09/10/2013,30,97655.274016
09/10/2013,60,98459.67317
09/10/2013,90,97667.704919
09/10/2013,120,98183.852482
09/10/2013,150,101132.33665
09/10/2013,180,104718.51652
09/10/2013,210,110286.54419
09/10/2013,240,115738.30424
09/10/2013,270,127905.01317
09/10/2013,300,136329.3958
09/10/2013,330,145866.83518
09/10/2013,360,152738.23371
09/10/2013,390,158954.25275
09/10/2013,420,161479.18685
09/10/2013,450,162974.58494
09/10/2013,480,162848.19688
09/10/2013,510,161778.53827
09/10/2013,540,158832.27672
09/10/2013,570,155620.50015
09/10/2013,600,155896.64497
09/10/2013,630,156195.27921
09/10/2013,660,156504.42411
09/10/2013,690,154605.22018
09/10/2013,720,152040.11069
09/10/2013,750,150760.53316
09/10/2013,780,150012.58016
09/10/2013,810,147332.04993
09/10/2013,840,145580.76395
09/10/2013,870,142535.25305
09/10/2013,900,139264.51266
09/10/2013,930,137760.1188
09/10/2013,960,136586.70766
09/10/2013,990,137690.0231
09/10/2013,1020,137201.97456
09/10/2013,1050,133589.12016
09/10/2013,1080,129906.50747
09/10/2013,1110,127306.06848
09/10/2013,1140,125206.02045
09/10/2013,1170,120151.09884
09/10/2013,1200,115399.4924
09/10/2013,1230,112150.69631
09/10/2013,1260,110149.48233
09/10/2013,1290,107468.66019
09/10/2013,1320,103795.21886
10/10/2013,-90,99556.462518
10/10/2013,-60,98512.97411
10/10/2013,-30,98677.500297
10/10/2013,0,97798.483613
10/10/2013,30,97259.893897
10/10/2013,60,95717.337674
10/10/2013,90,97436.03904
10/10/2013,120,98131.427899
10/10/2013,150,101745.86005
10/10/2013,180,103931.4831
10/10/2013,210,109739.55467
10/10/2013,240,115359.57632
10/10/2013,270,128664.84912
10/10/2013,300,137687.67618
10/10/2013,330,146016.90892
10/10/2013,360,153093.62897
10/10/2013,390,160265.32584
10/10/2013,420,161131.41389
10/10/2013,450,164263.67952
10/10/2013,480,164895.97368
10/10/2013,510,164283.98247
10/10/2013,540,162093.81936
10/10/2013,570,162146.50925
10/10/2013,600,163164.61871
10/10/2013,630,164998.34536
10/10/2013,660,163405.66057
10/10/2013,690,163527.64857
10/10/2013,720,160395.44998
10/10/2013,750,161520.31619
10/10/2013,780,158923.1332
10/10/2013,810,156971.24368
10/10/2013,840,154019.16346
10/10/2013,870,148183.79403
10/10/2013,900,144369.50662
10/10/2013,930,141358.53925
10/10/2013,960,140754.69313
10/10/2013,990,139145.68817
10/10/2013,1020,138531.09297
10/10/2013,1050,133550.18318
10/10/2013,1080,130783.01768
10/10/2013,1110,126824.5055
10/10/2013,1140,123869.49517
10/10/2013,1170,119465.68635
10/10/2013,1200,114660.96743
10/10/2013,1230,111994.98074
10/10/2013,1260,110656.12159
10/10/2013,1290,108222.75571
10/10/2013,1320,104240.89609
11/10/2013,-90,100221.31386
11/10/2013,-60,99156.419384
11/10/2013,-30,99375.086263
11/10/2013,0,98821.823583
11/10/2013,30,98868.16112
11/10/2013,60,99086.53492
11/10/2013,90,99725.234751
11/10/2013,120,98572.059258
11/10/2013,150,102906.17295
11/10/2013,180,106422.34403
11/10/2013,210,111794.13299
11/10/2013,240,117574.75287
11/10/2013,270,129764.17633
11/10/2013,300,137078.27242
11/10/2013,330,146640.75926
11/10/2013,360,152781.23782
11/10/2013,390,159395.32744
11/10/2013,420,162313.287
11/10/2013,450,166426.21239
11/10/2013,480,166069.0138
11/10/2013,510,166083.74778
11/10/2013,540,164789.31056
11/10/2013,570,159915.86358
11/10/2013,600,157956.75695
11/10/2013,630,156537.62379
11/10/2013,660,154569.41903
11/10/2013,690,152712.12248
11/10/2013,720,148929.53407
11/10/2013,750,145923.28266
11/10/2013,780,143408.81407
11/10/2013,810,142185.44093
11/10/2013,840,137652.76191
11/10/2013,870,134252.10484
11/10/2013,900,132839.96634
11/10/2013,930,130094.52789
11/10/2013,960,128301.61206
11/10/2013,990,126310.946
11/10/2013,1020,124867.52917
11/10/2013,1050,122281.37618
11/10/2013,1080,118995.5298
11/10/2013,1110,116219.62417
11/10/2013,1140,112945.93652
11/10/2013,1170,109579.30916
11/10/2013,1200,105708.05834
11/10/2013,1230,102732.16086
11/10/2013,1260,101016.29083
11/10/2013,1290,98538.587647
11/10/2013,1320,95714.072559
12/10/2013,-90,91644.116368
12/10/2013,-60,90667.442328
12/10/2013,-30,90121.885337
12/10/2013,0,89578.138414
12/10/2013,30,89321.456555
12/10/2013,60,89248.246759
12/10/2013,90,88895.145233
12/10/2013,120,89199.917606
12/10/2013,150,90920.968498
12/10/2013,180,93020.930459
12/10/2013,210,94296.63431
12/10/2013,240,95625.931279
12/10/2013,270,100380.33832
12/10/2013,300,101028.90616
12/10/2013,330,101339.25956
12/10/2013,360,102149.23008
12/10/2013,390,104518.67018
12/10/2013,420,106616.81532
12/10/2013,450,109057.08691
12/10/2013,480,110790.70626
12/10/2013,510,111557.99403
12/10/2013,540,112021.83108
12/10/2013,570,110911.33901
12/10/2013,600,110976.86301
12/10/2013,630,111671.45361
12/10/2013,660,110780.49816
12/10/2013,690,110358.69528
12/10/2013,720,108461.77652
12/10/2013,750,109665.86345
12/10/2013,780,108615.06699
12/10/2013,810,108486.04264
12/10/2013,840,108559.62324
12/10/2013,870,106263.13516
12/10/2013,900,106207.9266
12/10/2013,930,105870.74252
12/10/2013,960,106973.65048
12/10/2013,990,109939.70639
12/10/2013,1020,109564.18759
12/10/2013,1050,108334.99801
12/10/2013,1080,108176.72918
12/10/2013,1110,105991.30152
12/10/2013,1140,104694.77453
12/10/2013,1170,100135.63352
12/10/2013,1200,97856.330375
12/10/2013,1230,97186.768498
12/10/2013,1260,95558.977111
12/10/2013,1290,93303.684362
12/10/2013,1320,90346.147478
13/10/2013,-90,88360.47934
13/10/2013,-60,87679.854193
13/10/2013,-30,87795.311713
13/10/2013,0,87524.020326
13/10/2013,30,87622.331308
13/10/2013,60,87225.948667
13/10/2013,90,86926.299017
13/10/2013,120,87011.230343
13/10/2013,150,89257.245025
13/10/2013,180,91255.092244
13/10/2013,210,92733.149012
13/10/2013,240,93056.346133
13/10/2013,270,96865.930646
13/10/2013,300,97185.820052
13/10/2013,330,96731.676016
13/10/2013,360,96992.977603
13/10/2013,390,98683.776251
13/10/2013,420,101007.36086
13/10/2013,450,103452.2342
13/10/2013,480,104256.95225
13/10/2013,510,105982.28146
13/10/2013,540,105245.55276
13/10/2013,570,104645.05264
13/10/2013,600,103879.96083
13/10/2013,630,105216.03051
13/10/2013,660,105067.18102
13/10/2013,690,104568.37995
13/10/2013,720,104035.19726
13/10/2013,750,104745.87425
13/10/2013,780,103590.28733
13/10/2013,810,104468.80434
13/10/2013,840,104388.25025
13/10/2013,870,102886.79397
13/10/2013,900,103001.49383
13/10/2013,930,103612.47309
13/10/2013,960,104973.53962
13/10/2013,990,108667.63168
13/10/2013,1020,110391.03899
13/10/2013,1050,108882.92538
13/10/2013,1080,107948.60919
13/10/2013,1110,107960.66942
13/10/2013,1140,106434.67927
13/10/2013,1170,102107.69879
13/10/2013,1200,97804.671757
13/10/2013,1230,90009.702844
13/10/2013,1260,87045.587263
13/10/2013,1290,83797.890902
13/10/2013,1320,79743.807615
14/10/2013,-90,77206.010238
14/10/2013,-60,76066.241066
14/10/2013,-30,75828.757677
14/10/2013,0,75999.589957
14/10/2013,30,76496.770669
14/10/2013,60,78090.974267
14/10/2013,90,79887.142402
14/10/2013,120,82085.570253
14/10/2013,150,86617.136339
14/10/2013,180,90933.525358
14/10/2013,210,99110.179774
14/10/2013,240,109559.08915
14/10/2013,270,128596.08605
14/10/2013,300,137700.86234
14/10/2013,330,146189.43273
14/10/2013,360,149828.56163
14/10/2013,390,154715.99369
14/10/2013,420,154721.76895
14/10/2013,450,156560.35652
14/10/2013,480,156226.24181
14/10/2013,510,156621.84102
14/10/2013,540,155127.3186
14/10/2013,570,153723.5
14/10/2013,600,153527.58297
14/10/2013,630,155239.09291
14/10/2013,660,154380.77811
14/10/2013,690,152955.8188
14/10/2013,720,150344.09935
14/10/2013,750,150064.1242
14/10/2013,780,148802.76282
14/10/2013,810,146529.97265
14/10/2013,840,146252.14852
14/10/2013,870,144350.19822
14/10/2013,900,141979.7149
14/10/2013,930,140359.64177
14/10/2013,960,139301.04148
14/10/2013,990,139628.4078
14/10/2013,1020,138574.64032
14/10/2013,1050,133988.56304
14/10/2013,1080,130720.48318
14/10/2013,1110,129305.98846
14/10/2013,1140,125817.37958
14/10/2013,1170,120257.47335
14/10/2013,1200,115452.82167
14/10/2013,1230,112339.67201
14/10/2013,1260,110839.03201
14/10/2013,1290,107984.7229
14/10/2013,1320,104724.10168
15/10/2013,-90,101175.50863
15/10/2013,-60,99346.573705
15/10/2013,-30,99798.531181
15/10/2013,0,99674.40109
15/10/2013,30,99091.036893
15/10/2013,60,98588.241307
15/10/2013,90,99270.497199
15/10/2013,120,98951.786875
15/10/2013,150,102571.6722
15/10/2013,180,105641.82956
15/10/2013,210,111319.71588
15/10/2013,240,118014.12948
15/10/2013,270,130670.71562
15/10/2013,300,140051.1832
15/10/2013,330,147561.82976
15/10/2013,360,151886.72956
15/10/2013,390,157536.53303
15/10/2013,420,158938.11011
15/10/2013,450,161140.55077
15/10/2013,480,161971.59667
15/10/2013,510,161262.0949
15/10/2013,540,158048.09777
15/10/2013,570,156884.19668
15/10/2013,600,156245.45529
15/10/2013,630,158352.57853
15/10/2013,660,157286.99626
15/10/2013,690,156025.96742
15/10/2013,720,152618.26583
15/10/2013,750,151926.13913
15/10/2013,780,151189.71433
15/10/2013,810,148730.48396
15/10/2013,840,146353.67017
15/10/2013,870,143327.97807
15/10/2013,900,140184.81173
15/10/2013,930,140048.10019
15/10/2013,960,139985.40801
15/10/2013,990,141616.30198
15/10/2013,1020,140290.96878
15/10/2013,1050,136135.92569
15/10/2013,1080,132826.31653
15/10/2013,1110,130092.04085
15/10/2013,1140,127896.954
15/10/2013,1170,122220.58073
15/10/2013,1200,117846.66693
15/10/2013,1230,114263.85538
15/10/2013,1260,111947.40057
15/10/2013,1290,108575.09698
15/10/2013,1320,105306.60728
16/10/2013,-90,101310.26429
16/10/2013,-60,99806.195682
16/10/2013,-30,99714.463676
16/10/2013,0,98629.068559
16/10/2013,30,97765.602899
16/10/2013,60,97343.201896
16/10/2013,90,96725.37409
16/10/2013,120,97440.599621
16/10/2013,150,101494.06948
16/10/2013,180,104649.04724
16/10/2013,210,109793.13314
16/10/2013,240,117764.96139
16/10/2013,270,130526.33218
16/10/2013,300,139870.82242
16/10/2013,330,150040.88786
16/10/2013,360,154849.43774
16/10/2013,390,161030.40799
16/10/2013,420,162950.14155
16/10/2013,450,166891.85277
16/10/2013,480,167947.57594
16/10/2013,510,168826.33403
16/10/2013,540,167484.27026
16/10/2013,570,163791.83436
16/10/2013,600,164752.87
16/10/2013,630,168271.65715
16/10/2013,660,167922.07269
16/10/2013,690,167475.88553
16/10/2013,720,163105.27622
16/10/2013,750,162142.70979
16/10/2013,780,160731.59118
16/10/2013,810,157260.65355
16/10/2013,840,154446.74147
16/10/2013,870,150108.33583
16/10/2013,900,146256.58454
16/10/2013,930,142994.37208
