merged.DateUTC,merged.Temperature_F,decom.time.series....trend..
2013-12-03,31,144787.945171724
2013-12-03,32,144841.106619612
2013-12-03,31,144894.2680675
2013-12-03,30.2,144947.429515388
2013-12-03,30,145000.590963276
2013-12-03,30.2,145053.752411164
2013-12-03,30,145106.913859052
2013-12-03,30.2,145160.07530694
2013-12-03,29,145213.236754828
2013-12-03,28.4,145266.398202715
2013-12-03,27,145319.559650603
2013-12-03,26.6,145372.721098491
2013-12-04,26,145425.882546379
2013-12-04,26.6,145479.043994267
2013-12-04,26,145532.205442155
2013-12-04,24.8,145531.52984292
2013-12-04,25,145530.854243684
2013-12-04,24.8,145530.178644449
2013-12-04,25,145529.503045214
2013-12-04,24.8,145528.827445978
2013-12-04,24,145528.151846743
2013-12-04,23,145527.476247507
2013-12-04,24,145526.800648272
2013-12-04,23,145526.125049037
2013-12-04,22,145525.449449801
2013-12-04,23,145524.773850566
2013-12-04,25,145524.09825133
2013-12-04,26.6,145523.422652095
2013-12-04,29,145522.747052859
2013-12-04,30.2,145522.071453624
2013-12-04,30,145520.063247655
2013-12-04,30.2,145518.055041685
2013-12-04,33,145516.046835716
2013-12-04,33.8,145514.038629746
2013-12-04,35,145512.030423777
2013-12-04,35.6,145510.022217807
2013-12-04,36,145508.014011838
2013-12-04,37.4,145506.005805868
2013-12-04,37,145503.997599899
2013-12-04,37.4,145501.98939393
2013-12-04,37,145499.98118796
2013-12-04,35.6,145497.972981991
2013-12-04,34,145495.964776021
2013-12-04,33.8,145493.956570052
2013-12-04,32,145491.948364082
2013-12-04,32,145487.990314041
2013-12-04,31,145484.032264
2013-12-04,32,145480.07421396
2013-12-04,34,145476.116163919
2013-12-04,33.8,145472.158113878
2013-12-04,35,145468.200063837
2013-12-04,35.6,145464.242013796
2013-12-04,35,145460.283963755
2013-12-04,35.6,145456.325913714
2013-12-04,36,145452.367863673
2013-12-04,37.4,145448.409813632
2013-12-04,37,145444.451763592
2013-12-04,37.4,145440.493713551
2013-12-04,37,145436.53566351
2013-12-04,37.4,145432.577613469
2013-12-05,38,145380.528422278
2013-12-05,37.4,145328.479231088
2013-12-05,38,145276.430039897
2013-12-05,39.2,145224.380848707
2013-12-05,39,145172.331657516
2013-12-05,39.2,145120.282466326
2013-12-05,39,145068.233275135
2013-12-05,39.2,145016.184083945
2013-12-05,39,144964.134892754
2013-12-05,39.2,144912.085701564
2013-12-05,39,144860.036510373
2013-12-05,39.2,144807.987319183
2013-12-05,39,144755.938127992
2013-12-05,39.2,144703.888936802
2013-12-05,39,144651.839745611
2013-12-05,39.2,144590.979805946
2013-12-05,39,144530.119866281
2013-12-05,39.2,144469.259926616
2013-12-05,39,144408.399986951
2013-12-05,39.2,144347.540047286
2013-12-05,39,144286.680107621
2013-12-05,41,144225.820167956
2013-12-05,42,144164.96022829
2013-12-05,42.8,144104.100288625
2013-12-05,43,144043.24034896
2013-12-05,42.8,143982.380409295
2013-12-05,42,143921.52046963
2013-12-05,42.8,143860.660529965
2013-12-05,42.8,143799.8005903
2013-12-05,41,143738.940650635
2013-12-05,41,143695.639864966
2013-12-05,41,143652.339079297
2013-12-05,40,143609.038293628
2013-12-05,41,143565.737507959
2013-12-05,39,143522.43672229
2013-12-05,39.2,143479.135936622
2013-12-05,38,143435.835150953
2013-12-05,39.2,143392.534365284
2013-12-05,38,143349.233579615
2013-12-05,37.4,143305.932793946
2013-12-05,38,143262.632008277
2013-12-05,37.4,143219.331222609
2013-12-05,38,143176.03043694
2013-12-05,37.4,143132.729651271
2013-12-05,38,143089.428865602
2013-12-05,37.4,142941.012964248
2013-12-05,38,142792.597062894
2013-12-05,41,142644.181161541
2013-12-06,41,142495.765260187
2013-12-06,42.8,142347.349358833
2013-12-06,44,142198.933457479
2013-12-06,44.6,142050.517556125
2013-12-06,45,141902.101654771
2013-12-06,44.6,141753.685753418
2013-12-06,45,141605.269852064
2013-12-06,39.2,141456.85395071
2013-12-06,40,141308.438049356
2013-12-06,39.2,141160.022148002
2013-12-06,41,141011.606246648
2013-12-06,41,140863.190345294
2013-12-06,41,140527.081891535
2013-12-06,41,140190.973437776
2013-12-06,40,139854.864984017
2013-12-06,39.2,139518.756530257
2013-12-06,40,139182.648076498
2013-12-06,41,138846.539622739
2013-12-06,40,138510.431168979
2013-12-06,35.6,138174.32271522
2013-12-06,37,137838.214261461
2013-12-06,39.2,137502.105807701
2013-12-06,41,137165.997353942
2013-12-06,42.8,136829.888900183
2013-12-06,42,136493.780446423
2013-12-06,41,136157.671992664
2013-12-06,39,135821.563538905
2013-12-06,37.4,135446.932375028
2013-12-06,38,135072.301211152
2013-12-06,39.2,134697.670047276
2013-12-06,38,134323.038883399
2013-12-06,39.2,133948.407719523
2013-12-06,39.2,133573.776555647
2013-12-06,39.2,133199.14539177
2013-12-06,37,132824.514227894
2013-12-06,37.4,132449.883064018
2013-12-06,38,132075.251900141
2013-12-06,37.4,131700.620736265
2013-12-06,37,131325.989572389
2013-12-06,37.4,130951.358408512
2013-12-06,38,130576.727244636
2013-12-06,37.4,130202.09608076
2013-12-06,37,129854.357327293
2013-12-06,37.4,129506.618573827
2013-12-06,37,129158.879820361
2013-12-06,37.4,128811.141066895
2013-12-06,37,128463.402313429
2013-12-06,37.4,128115.663559962
2013-12-07,36,127767.924806496
2013-12-07,35.6,127420.18605303
2013-12-07,36,127072.447299564
2013-12-07,37.4,126724.708546097
2013-12-07,35,126376.969792631
2013-12-07,32,126029.231039165
2013-12-07,33,125681.492285699
2013-12-07,33.8,125333.753532233
2013-12-07,33,124986.014778766
2013-12-07,33.8,124579.081051235
2013-12-07,33,124172.147323704
2013-12-07,33.8,123765.213596172
2013-12-07,34,123358.279868641
2013-12-07,33.8,122951.34614111
2013-12-07,35,122544.412413578
2013-12-07,35.6,122137.478686047
2013-12-07,36,121730.544958515
2013-12-07,37.4,121323.611230984
2013-12-07,37,120916.677503453
2013-12-07,37.4,120509.743775921
2013-12-07,39,120102.81004839
2013-12-07,39.2,119695.876320859
2013-12-07,40,119288.942593327
2013-12-07,41,118882.008865796
2013-12-07,40,118507.530583712
2013-12-07,41,118133.052301627
2013-12-07,40,117758.574019543
2013-12-07,39.2,117384.095737459
2013-12-07,39,117009.617455374
2013-12-07,39.2,116635.13917329
2013-12-07,38,116260.660891206
2013-12-07,37.4,115886.182609122
2013-12-07,37,115511.704327037
2013-12-07,37.4,115137.226044953
2013-12-07,37,114762.747762869
2013-12-07,35.6,114388.269480785
2013-12-07,36,114013.7911987
2013-12-07,35.6,113639.312916616
2013-12-07,37.4,113264.834634532
2013-12-07,37.4,113078.53066096
2013-12-07,37,112892.226687389
2013-12-07,37.4,112705.922713817
2013-12-07,37,112519.618740245
2013-12-07,37.4,112333.314766674
2013-12-07,36,112147.010793102
2013-12-07,35.6,111960.706819531
2013-12-07,35,111774.402845959
2013-12-07,35.6,111588.098872388
2013-12-08,35,111401.794898816
2013-12-08,35.6,111215.490925244
2013-12-08,37,111029.186951673
2013-12-08,35.6,110842.882978101
2013-12-08,37,110656.57900453
2013-12-08,37.4,110470.275030958
2013-12-08,38,110566.259095809
2013-12-08,37.4,110662.243160661
2013-12-08,37,110758.227225512
2013-12-08,37.4,110854.211290363
2013-12-08,37,110950.195355214
2013-12-08,37.4,111046.179420066
2013-12-08,39,111142.163484917
2013-12-08,37.4,111238.147549768
2013-12-08,38,111334.131614619
2013-12-08,39.2,111430.11567947
2013-12-08,40,111526.099744322
2013-12-08,39.2,111622.083809173
2013-12-08,41,111718.067874024
2013-12-08,41,111814.051938875
2013-12-08,42,111910.036003727
2013-12-08,42.8,112224.109837924
2013-12-08,42,112538.183672122
2013-12-08,42.8,112852.257506319
2013-12-08,43,113166.331340517
2013-12-08,46.4,113480.405174714
2013-12-08,46,113794.479008912
2013-12-08,46.4,114108.552843109
2013-12-08,45,114422.626677307
2013-12-08,44.6,114736.700511505
2013-12-08,44,115050.774345702
2013-12-08,42.8,115364.8481799
2013-12-08,42,115678.922014097
2013-12-08,41,115992.995848295
2013-12-08,41,116307.069682492
2013-12-08,41,116621.14351669
2013-12-08,41,116980.288753515
2013-12-08,41,117339.433990341
2013-12-08,41,117698.579227166
2013-12-08,41,118057.724463992
2013-12-08,41,118416.869700818
2013-12-08,42.8,118776.014937643
2013-12-08,42,119135.160174469
2013-12-08,42.8,119494.305411294
2013-12-08,43,119853.45064812
2013-12-08,44.6,120212.595884945
2013-12-08,44,120571.741121771
2013-12-08,44.6,120930.886358596
2013-12-09,44,121290.031595422
2013-12-09,44.6,121649.176832248
2013-12-09,45,122008.322069073
2013-12-09,44.6,122433.67481193
2013-12-09,45,122859.027554787
2013-12-09,44.6,123284.380297644
2013-12-09,45,123709.733040501
2013-12-09,44.6,124135.085783358
2013-12-09,45,124560.438526215
2013-12-09,44.6,124985.791269071
2013-12-09,44,125411.144011928
2013-12-09,44.6,125836.496754785
2013-12-09,45,126261.849497642
2013-12-09,44.6,126687.202240499
2013-12-09,45,127112.554983356
2013-12-09,44.6,127537.907726213
2013-12-09,45,127963.26046907
2013-12-09,44.6,128388.613211927
2013-12-09,45,128885.655546868
2013-12-09,44.6,129382.69788181
2013-12-09,44,129879.740216751
2013-12-09,44.6,130376.782551693
2013-12-09,45,130873.824886634
2013-12-09,44.6,131370.867221576
2013-12-09,44,131867.909556517
2013-12-09,44.6,132364.951891459
2013-12-09,44,132861.9942264
2013-12-09,44.6,133359.036561342
2013-12-09,44,133856.078896283
2013-12-09,42.8,134353.121231225
2013-12-09,43,134850.163566166
2013-12-09,42.8,135347.205901108
2013-12-09,43,135844.248236049
2013-12-09,42.8,136207.493853325
2013-12-09,43,136570.739470601
2013-12-09,42.8,136933.985087877
2013-12-09,44,137297.230705152
2013-12-09,44.6,137660.476322428
2013-12-09,44,138023.721939704
2013-12-09,44.6,138386.96755698
2013-12-09,44,138750.213174255
2013-12-09,44.6,139113.458791531
2013-12-09,44,139476.704408807
2013-12-09,44.6,139839.950026083
2013-12-09,45,140203.195643358
2013-12-09,44.6,140566.441260634
2013-12-09,45,140929.68687791
2013-12-09,44.6,141292.932495186
2013-12-10,46,141457.303704432
2013-12-10,46.4,141621.674913678
2013-12-10,46,141786.046122924
2013-12-10,46.4,141950.41733217
2013-12-10,46,142114.788541416
2013-12-10,46.4,142279.159750662
2013-12-10,46,142443.530959908
2013-12-10,46.4,142607.902169154
2013-12-10,46,142772.2733784
2013-12-10,46.4,142936.644587646
2013-12-10,46,143101.015796892
2013-12-10,46.4,143265.387006137
2013-12-10,46,143429.758215383
2013-12-10,46.4,143594.129424629
2013-12-10,45,143758.500633875
2013-12-10,44.6,143849.543927359
2013-12-10,44,143940.587220843
2013-12-10,44.6,144031.630514327
2013-12-10,46,144122.67380781
2013-12-10,46.4,144213.717101294
2013-12-10,49,144304.760394778
2013-12-10,50,144395.803688261
2013-12-10,47,144486.846981745
2013-12-10,46.4,144577.890275229
2013-12-10,48,144668.933568712
2013-12-10,46.4,144759.976862196
2013-12-10,46,144851.02015568
2013-12-10,46.4,144942.063449163
2013-12-10,45,145033.106742647
2013-12-10,44.6,145124.150036131
2013-12-10,42,145214.869890659
2013-12-10,41,145305.589745188
2013-12-10,40,145396.309599716
2013-12-10,39.2,145487.029454245
2013-12-10,38,145577.749308773
2013-12-10,39.2,145668.469163302
2013-12-10,37,145759.18901783
2013-12-10,35.6,145849.908872359
2013-12-10,36,145940.628726887
2013-12-10,35.6,146031.348581415
2013-12-10,35,146122.068435944
2013-12-10,33.8,146212.788290472
2013-12-10,33,146303.508145001
2013-12-10,33.8,146394.227999529
2013-12-10,34,146484.947854058
2013-12-10,33.8,146530.138200183
2013-12-10,34,146575.328546309
2013-12-10,33.8,146620.518892434
2013-12-11,33,146665.70923856
2013-12-11,32,146710.899584685
2013-12-11,31,146756.089930811
2013-12-11,30.2,146801.280276937
2013-12-11,29,146846.470623062
2013-12-11,28.4,146891.660969188
2013-12-11,28,146936.851315313
2013-12-11,28.4,146982.041661439
2013-12-11,29,147027.232007564
2013-12-11,28.4,147072.42235369
2013-12-11,28,147117.612699815
2013-12-11,28.4,147162.803045941
2013-12-11,29,147195.817667368
2013-12-11,30.2,147228.832288794
2013-12-11,30,147261.846910221
2013-12-11,30.2,147294.861531648
2013-12-11,30,147327.876153075
2013-12-11,30.2,147360.890774502
2013-12-11,31,147393.905395929
2013-12-11,32,147426.920017356
2013-12-11,32,147459.934638782
2013-12-11,32,147492.949260209
2013-12-11,32,147525.963881636
2013-12-11,32,147558.978503063
2013-12-11,33,147591.99312449
2013-12-11,33.8,147625.007745917
2013-12-11,33,147658.022367344
2013-12-11,33.8,147715.80245924
2013-12-11,34,147773.582551137
2013-12-11,33.8,147831.362643033
2013-12-11,33,147889.14273493
2013-12-11,33.8,147946.922826827
2013-12-11,33,148004.702918723
2013-12-11,33.8,148062.48301062
2013-12-11,33,148120.263102517
2013-12-11,33.8,148178.043194413
2013-12-11,33,148235.82328631
2013-12-11,33.8,148293.603378207
2013-12-11,33,148351.383470103
2013-12-11,33.8,148409.163562
2013-12-11,34,148466.943653897
2013-12-11,33.8,148524.723745793
2013-12-11,34,148520.562212284
2013-12-11,33.8,148516.400678774
2013-12-11,34,148512.239145265
2013-12-11,33.8,148508.077611756
2013-12-11,34,148503.916078246
2013-12-11,33.8,148499.754544737
2013-12-12,34,148495.593011227
2013-12-12,33.8,148491.431477718
2013-12-12,34,148487.269944208
2013-12-12,33.8,148483.108410699
2013-12-12,34,148478.946877189
2013-12-12,35.6,148474.78534368
2013-12-12,36,148470.623810171
2013-12-12,35.6,148466.462276661
2013-12-12,34,148462.300743152
2013-12-12,33.8,148405.333691057
2013-12-12,34,148348.366638962
2013-12-12,33.8,148291.399586867
2013-12-12,35,148234.432534772
2013-12-12,35.6,148177.465482677
2013-12-12,35,148120.498430582
2013-12-12,33.8,148063.531378487
2013-12-12,35,148006.564326392
2013-12-12,35.6,147949.597274297
2013-12-12,35,147892.630222202
2013-12-12,35.6,147835.663170107
2013-12-12,35,147778.696118011
2013-12-12,35.6,147721.729065916
2013-12-12,35,147664.762013821
2013-12-12,35.6,147607.794961726
2013-12-12,35,147566.157292744
2013-12-12,35.6,147524.519623762
2013-12-12,35,147482.881954779
2013-12-12,35.6,147441.244285797
2013-12-12,35,147399.606616815
2013-12-12,35.6,147357.968947833
2013-12-12,35,147316.33127885
2013-12-12,33.8,147274.693609868
2013-12-12,34,147233.055940886
2013-12-12,33.8,147191.418271903
2013-12-12,34,147149.780602921
2013-12-12,33.8,147108.142933939
2013-12-12,34,147066.505264956
2013-12-12,33.8,147024.867595974
2013-12-12,34,146983.229926992
2013-12-12,33.8,146871.72042572
2013-12-12,33,146760.210924448
2013-12-12,33.8,146648.701423176
2013-12-12,33,146537.191921904
2013-12-12,33.8,146425.682420632
2013-12-12,33,146314.17291936
2013-12-12,32,146202.663418088
2013-12-12,33,146091.153916816
2013-12-12,32,145979.644415545
2013-12-13,33,145868.134914273
2013-12-13,32,145756.625413001
2013-12-13,33,145645.115911729
2013-12-13,32,145533.606410457
2013-12-13,32,145422.096909185
2013-12-13,32,145310.587407913
2013-12-13,32,144975.926917549
2013-12-13,32,144641.266427185
2013-12-13,32,144306.605936822
2013-12-13,32,143971.945446458
2013-12-13,31,143637.284956094
2013-12-13,32,143302.62446573
2013-12-13,31,142967.963975367
2013-12-13,32,142633.303485003
2013-12-13,31,142298.642994639
2013-12-13,30.2,141963.982504275
2013-12-13,31,141629.322013911
2013-12-13,30.2,141294.661523548
2013-12-13,32,140960.001033184
2013-12-13,32,140625.34054282
2013-12-13,32,140290.680052456
2013-12-13,32,139854.502874724
2013-12-13,32,139418.325696993
2013-12-13,32,138982.148519261
2013-12-13,32,138545.971341529
2013-12-13,32,138109.794163798
2013-12-13,32,137673.616986066
2013-12-13,32,137237.439808334
2013-12-13,32,136801.262630602
2013-12-13,32,136365.085452871
2013-12-13,32,135928.908275139
2013-12-13,32,135492.731097407
2013-12-13,32,135056.553919676
2013-12-13,32,134620.376741944
2013-12-13,32,134184.199564212
2013-12-13,32,133748.02238648
2013-12-13,32,133384.616854954
2013-12-13,32,133021.211323427
2013-12-13,32,132657.805791901
2013-12-13,32,132294.400260374
2013-12-13,32,131930.994728847
2013-12-13,32,131567.589197321
2013-12-13,32,131204.183665794
2013-12-13,32,130840.778134268
2013-12-13,32,130477.372602741
2013-12-13,32,130113.967071214
2013-12-13,32,129750.561539688
2013-12-13,32,129387.156008161
2013-12-14,32,129023.750476635
2013-12-14,32,128660.344945108
2013-12-14,31,128296.939413581
2013-12-14,32,127915.540510042
2013-12-14,31,127534.141606503
2013-12-14,32,127152.742702964
2013-12-14,31,126771.343799424
2013-12-14,32,126389.944895885
2013-12-14,31,126008.545992346
2013-12-14,30.2,125627.147088806
2013-12-14,31,125245.748185267
2013-12-14,30.2,124864.349281728
2013-12-14,31,124482.950378189
2013-12-14,32,124101.551474649
2013-12-14,31,123720.15257111
2013-12-14,32,123338.753667571
2013-12-14,31,122957.354764031
2013-12-14,32,122575.955860492
2013-12-14,31,122166.931912416
2013-12-14,32,121757.907964341
2013-12-14,32,121348.884016265
2013-12-14,32,120939.860068189
2013-12-14,32,120530.836120113
2013-12-14,32,120121.812172037
2013-12-14,33,119712.788223962
2013-12-14,33.8,119303.764275886
2013-12-14,33,118894.74032781
2013-12-14,33.8,118485.716379734
2013-12-14,33,118076.692431658
2013-12-14,33.8,117667.668483583
2013-12-14,33,117258.644535507
2013-12-14,33.8,116849.620587431
2013-12-14,33,116440.596639355
2013-12-14,33.8,116185.976857682
2013-12-14,33,115931.35707601
2013-12-14,33.8,115676.737294337
2013-12-14,33,115422.117512664
2013-12-14,33.8,115167.497730991
2013-12-14,34,114912.877949319
2013-12-14,33.8,114658.258167646
2013-12-14,33,114403.638385973
2013-12-14,33.8,114149.0186043
2013-12-14,33,113894.398822628
2013-12-14,33.8,113639.779040955
2013-12-14,33,113385.159259282
2013-12-14,33.8,113130.53947761
2013-12-14,33,112875.919695937
2013-12-14,33.8,112621.299914264
2013-12-15,33,112631.444267893
2013-12-15,33.8,112641.588621523
2013-12-15,33,112651.732975152
2013-12-15,32,112661.877328782
2013-12-15,33,112672.021682411
2013-12-15,32,112682.16603604
2013-12-15,33,112692.31038967
2013-12-15,32,112702.454743299
2013-12-15,32,112712.599096929
2013-12-15,32,112722.743450558
2013-12-15,33,112732.887804187
2013-12-15,32,112743.032157817
2013-12-15,33,112753.176511446
2013-12-15,33.8,112763.320865075
2013-12-15,33,112773.465218705
2013-12-15,33.8,113035.909320068
2013-12-15,34,113298.35342143
2013-12-15,33.8,113560.797522793
2013-12-15,35,113823.241624156
2013-12-15,35.6,114085.685725519
2013-12-15,38,114348.129826881
2013-12-15,41,114610.573928244
2013-12-15,42,114873.018029607
2013-12-15,42.8,115135.46213097
2013-12-15,45,115397.906232332
2013-12-15,46.4,115660.350333695
2013-12-15,44,115922.794435058
2013-12-15,44.6,116185.238536421
2013-12-15,43,116447.682637783
2013-12-15,41,116710.126739146
2013-12-15,40,117082.661221298
2013-12-15,35.6,117455.195703449
2013-12-15,35,117827.7301856
2013-12-15,33.8,118200.264667752
2013-12-15,34,118572.799149903
2013-12-15,33.8,118945.333632054
2013-12-15,33,119317.868114206
2013-12-15,32,119690.402596357
2013-12-15,33,120062.937078509
2013-12-15,32,120435.47156066
2013-12-15,32,120808.006042811
2013-12-15,32,121180.540524963
2013-12-15,32,121553.075007114
2013-12-15,32,121925.609489265
2013-12-15,32,122298.143971417
2013-12-15,32,122727.135949066
2013-12-15,32,123156.127926715
2013-12-15,32,123585.119904364
2013-12-16,32,124014.111882014
2013-12-16,32,124443.103859663
2013-12-16,32,124872.095837312
2013-12-16,32,125301.087814961
2013-12-16,31,125730.07979261
2013-12-16,32,126159.071770259
2013-12-16,31,126588.063747909
2013-12-16,32,127017.055725558
2013-12-16,31,127446.047703207
2013-12-16,32,127875.039680856
2013-12-16,31,128304.031658505
2013-12-16,32,128733.023636154
2013-12-16,31,129285.09521705
2013-12-16,32,129837.166797945
2013-12-16,31,130389.23837884
2013-12-16,32,130941.309959735
2013-12-16,31,131493.38154063
2013-12-16,32,132045.453121525
2013-12-16,31,132597.52470242
2013-12-16,32,133149.596283315
2013-12-16,31,133701.66786421
2013-12-16,32,134253.739445106
2013-12-16,31,134805.811026001
2013-12-16,32,135357.882606896
2013-12-16,31,135909.954187791
2013-12-16,32,136462.025768686
2013-12-16,31,137014.097349581
2013-12-16,32,137520.73814271
2013-12-16,31,138027.378935839
2013-12-16,32,138534.019728968
2013-12-16,31,139040.660522097
2013-12-16,32,139547.301315226
2013-12-16,32,140053.942108355
2013-12-16,32,140560.582901484
2013-12-16,32,141067.223694613
2013-12-16,32,141573.864487742
2013-12-16,31,142080.505280871
2013-12-16,32,142587.146074
2013-12-16,31,143093.786867129
2013-12-16,32,143600.427660258
2013-12-16,32,144107.068453387
2013-12-16,32,144613.709246516
2013-12-16,31,144863.863685568
2013-12-16,30.2,145114.01812462
2013-12-16,30,145364.172563672
2013-12-16,30.2,145614.327002725
2013-12-16,30,145864.481441777
2013-12-16,30.2,146114.635880829
2013-12-17,30,146364.790319881
2013-12-17,30.2,146614.944758934
2013-12-17,30,146865.099197986
2013-12-17,30.2,147115.253637038
2013-12-17,30,147365.40807609
2013-12-17,30.2,147615.562515142
2013-12-17,29,147865.716954195
2013-12-17,30.2,148115.871393247
2013-12-17,29,148366.025832299
2013-12-17,30.2,148446.182222694
2013-12-17,29,148526.338613088
2013-12-17,30.2,148606.495003483
2013-12-17,29,148686.651393878
2013-12-17,30.2,148766.807784272
2013-12-17,29,148846.964174667
2013-12-17,30.2,148927.120565061
2013-12-17,29,149007.276955456
2013-12-17,28.4,149087.433345851
2013-12-17,28,149167.589736245
2013-12-17,28.4,149247.74612664
2013-12-17,28,149327.902517035
2013-12-17,28.4,149408.058907429
2013-12-17,28,149488.215297824
2013-12-17,28.4,149568.371688218
2013-12-17,29,149615.410774225
2013-12-17,28.4,149662.449860231
2013-12-17,29,149709.488946237
2013-12-17,30.2,149756.528032243
2013-12-17,30,149803.567118249
2013-12-17,30.2,149850.606204255
2013-12-17,30,149897.645290261
2013-12-17,30.2,149944.684376267
2013-12-17,30,149991.723462273
2013-12-17,30.2,150038.762548279
2013-12-17,30,150085.801634285
2013-12-17,30.2,150132.840720291
2013-12-17,30,150179.879806297
2013-12-17,30.2,150226.918892303
2013-12-17,30,150273.957978309
2013-12-17,30.2,150277.892842072
2013-12-17,30,150281.827705835
2013-12-17,30.2,150285.762569598
2013-12-17,30,150289.697433362
2013-12-17,30.2,150293.632297125
2013-12-17,30,150297.567160888
2013-12-17,30.2,150301.502024651
2013-12-17,30,150305.436888415
2013-12-17,30.2,150309.371752178
2013-12-18,30,150313.306615941
2013-12-18,30.2,150317.241479704
2013-12-18,30.2,150321.176343468
2013-12-18,30.2,150325.111207231
2013-12-18,30,150329.046070994
2013-12-18,30.2,150332.980934757
2013-12-18,30,150278.539876394
2013-12-18,30.2,150224.098818031
2013-12-18,30,150169.657759668
2013-12-18,30.2,150115.216701304
2013-12-18,30,150060.775642941
2013-12-18,30.2,150006.334584578
2013-12-18,30,149951.893526214
2013-12-18,30.2,149897.452467851
2013-12-18,30,149843.011409488
2013-12-18,30.2,149788.570351125
2013-12-18,30,149734.129292761
2013-12-18,30.2,149679.688234398
2013-12-18,29,149625.247176035
2013-12-18,30.2,149570.806117671
2013-12-18,29,149516.365059308
2013-12-18,30.2,149477.275209804
2013-12-18,30.2,149438.185360299
2013-12-18,30.2,149399.095510795
2013-12-18,29,149360.00566129
2013-12-18,30.2,149320.915811786
2013-12-18,29,149281.825962281
2013-12-18,30.2,149242.736112777
2013-12-18,29,149203.646263273
2013-12-18,30.2,149164.556413768
2013-12-18,29,149125.466564264
2013-12-18,28.4,149086.376714759
2013-12-18,29,149047.286865255
2013-12-18,28.4,149008.19701575
2013-12-18,29,148969.107166246
2013-12-18,28.4,148930.017316741
2013-12-18,29,148892.069913683
2013-12-18,28.4,148854.122510624
2013-12-18,29,148816.175107565
2013-12-18,28.4,148778.227704506
2013-12-18,29,148740.280301448
2013-12-18,28.4,148702.332898389
2013-12-18,29,148664.38549533
2013-12-18,28.4,148626.438092271
2013-12-18,29,148588.490689213
2013-12-18,28.4,148550.543286154
2013-12-18,29,148512.595883095
2013-12-18,28.4,148474.648480036
2013-12-19,29,148436.701076977
2013-12-19,28.4,148398.753673919
2013-12-19,28,148360.80627086
2013-12-19,28.4,148262.116494471
2013-12-19,28,148163.426718082
2013-12-19,28.4,148064.736941692
2013-12-19,28,147966.047165303
2013-12-19,28.4,147867.357388914
2013-12-19,28,147768.667612525
2013-12-19,28.4,147669.977836136
2013-12-19,28.4,147571.288059747
2013-12-19,28.4,147472.598283358
2013-12-19,28,147373.908506969
2013-12-19,28.4,147275.218730579
2013-12-19,28,147176.52895419
2013-12-19,28.4,147077.839177801
2013-12-19,28,146979.149401412
2013-12-19,28.4,146880.459625023
2013-12-19,29,146751.061478529
2013-12-19,28.4,146621.663332036
2013-12-19,29,146492.265185542
2013-12-19,28.4,146362.867039048
2013-12-19,29,146233.468892555
2013-12-19,28.4,146104.070746061
2013-12-19,29,145974.672599568
2013-12-19,30.2,145845.274453074
2013-12-19,30,145715.876306581
2013-12-19,30.2,145586.478160087
2013-12-19,30,145457.080013593
2013-12-19,30.2,145327.6818671
2013-12-19,31,145198.283720606
2013-12-19,30.2,145068.885574113
2013-12-19,31,144939.487427619
2013-12-19,30.2,144772.717350052
2013-12-19,31,144605.947272486
2013-12-19,30.2,144439.177194919
2013-12-19,31,144272.407117352
2013-12-19,30.2,144105.637039786
2013-12-19,31,143938.866962219
2013-12-19,30.2,143772.096884653
2013-12-19,31,143605.326807086
2013-12-19,30.2,143438.556729519
2013-12-19,31,143271.786651953
2013-12-19,30.2,143105.016574386
2013-12-19,31,142938.246496819
2013-12-19,30.2,142771.476419253
2013-12-19,31,142604.706341686
2013-12-19,30.2,142437.93626412
2013-12-20,31,142079.47148519
2013-12-20,30.2,141721.00670626
2013-12-20,31,141362.541927331
2013-12-20,30.2,141004.077148401
2013-12-20,31,140645.612369472
2013-12-20,30.2,140287.147590542
2013-12-20,31,139928.682811612
2013-12-20,30.2,139570.218032683
2013-12-20,31,139211.753253753
2013-12-20,30.2,138853.288474824
2013-12-20,31,138494.823695894
2013-12-20,30.2,138136.358916965
2013-12-20,31,137777.894138035
2013-12-20,30.2,137419.429359105
2013-12-20,31,137060.964580176
2013-12-20,30.2,136498.163589748
2013-12-20,30,135935.36259932
2013-12-20,30.2,135372.561608892
2013-12-20,30,134809.760618465
2013-12-20,30.2,134246.959628037
2013-12-20,30,133684.158637609
2013-12-20,30.2,133121.357647181
2013-12-20,31,132558.556656753
2013-12-20,30.2,131995.755666326
2013-12-20,31,131432.954675898
2013-12-20,30.2,130870.15368547
2013-12-20,31,130307.352695042
2013-12-20,32,129744.551704614
2013-12-20,31,129181.750714187
2013-12-20,32,128618.949723759
2013-12-20,31,128052.099326785
2013-12-20,32,127485.248929812
2013-12-20,32,126918.398532839
2013-12-20,32,126351.548135865
2013-12-20,32,125784.697738892
2013-12-20,32,125217.847341919
2013-12-20,32,124650.996944946
2013-12-20,33.8,124084.146547972
2013-12-20,33,123517.296150999
2013-12-20,33.8,122950.445754026
2013-12-20,34,122383.595357052
2013-12-20,33.8,121816.744960079
2013-12-20,34,121249.894563106
2013-12-20,35.6,120683.044166132
2013-12-20,34,120116.193769159
2013-12-20,35.6,119577.59279816
2013-12-20,36,119038.991827161
2013-12-20,35.6,118500.390856162
2013-12-21,38,117961.789885164
2013-12-21,37.4,117423.188914165
2013-12-21,37,116884.587943166
2013-12-21,35.6,116345.986972167
2013-12-21,31,115807.386001168
