merged.DateUTC,merged.Temperature_F,decom.time.series....trend..
2014-04-22,55,110835.54597004
2014-04-22,55.4,111398.660236591
2014-04-22,55,111961.774503141
2014-04-22,53.6,112524.888769691
2014-04-22,54,113088.003036242
2014-04-22,53.6,113651.117302792
2014-04-22,54,113942.290796186
2014-04-22,53.6,114233.46428958
2014-04-23,53,114524.637782974
2014-04-23,50,114815.811276368
2014-04-23,51,115106.984769762
2014-04-23,51.8,115398.158263156
2014-04-23,51,115689.33175655
2014-04-23,48.2,115980.505249944
2014-04-23,49,116271.678743338
2014-04-23,50,116562.852236732
2014-04-23,50,116854.025730125
2014-04-23,50,117145.199223519
2014-04-23,52,117436.372716913
2014-04-23,55.4,117727.546210307
2014-04-23,57,118018.719703701
2014-04-23,60.8,118176.660882893
2014-04-23,62,118334.602062085
2014-04-23,62.6,118492.543241278
2014-04-23,66,118650.48442047
2014-04-23,66.2,118808.425599662
2014-04-23,68,118966.366778854
2014-04-23,66.2,119124.307958046
2014-04-23,67,119282.249137238
2014-04-23,62.6,119440.190316431
2014-04-23,68,119598.131495623
2014-04-23,68,119756.072674815
2014-04-23,70,119914.013854007
2014-04-23,71.6,120071.955033199
2014-04-23,71,120229.896212392
2014-04-23,71.6,120387.837391584
2014-04-23,72,120506.59097017
2014-04-23,71.6,120625.344548756
2014-04-23,71,120744.098127342
2014-04-23,71.6,120862.851705928
2014-04-23,70,120981.605284515
2014-04-23,69.8,121100.358863101
2014-04-23,68,121219.112441687
2014-04-23,66.2,121337.866020273
2014-04-23,64,121456.619598859
2014-04-23,60.8,121575.373177446
2014-04-23,61,121694.126756032
2014-04-23,60.8,121812.880334618
2014-04-23,60,121931.633913204
2014-04-23,57.2,122050.38749179
2014-04-23,58,122169.141070377
2014-04-23,55.4,122188.828291946
2014-04-23,57,122208.515513516
2014-04-23,57.2,122228.202735085
2014-04-23,56,122247.889956655
2014-04-23,55.4,122267.577178224
2014-04-24,55,122287.264399794
2014-04-24,53.6,122306.951621363
2014-04-24,53,122326.638842933
2014-04-24,53.6,122346.326064502
2014-04-24,54,122366.013286072
2014-04-24,53.6,122385.700507641
2014-04-24,53,122405.387729211
2014-04-24,51.8,122425.07495078
2014-04-24,52,122444.76217235
2014-04-24,53.6,122464.449393919
2014-04-24,54,122440.790248319
2014-04-24,55.4,122417.131102718
2014-04-24,57,122393.471957117
2014-04-24,59,122369.812811516
2014-04-24,60,122346.153665916
2014-04-24,60.8,122322.494520315
2014-04-24,63,122298.835374714
2014-04-24,68,122275.176229114
2014-04-24,66,122251.517083513
2014-04-24,69.8,122227.857937912
2014-04-24,70,122204.198792312
2014-04-24,71.6,122180.539646711
2014-04-24,73,122156.88050111
2014-04-24,73.4,122133.221355509
2014-04-24,72,122109.562209909
2014-04-24,75.2,122101.287687385
2014-04-24,73,122093.013164862
2014-04-24,75.2,122084.738642339
2014-04-24,74,122076.464119816
2014-04-24,73.4,122068.189597292
2014-04-24,74,122059.915074769
2014-04-24,75.2,122051.640552246
2014-04-24,68,122043.366029722
2014-04-24,64.4,122035.091507199
2014-04-24,65,122026.816984676
2014-04-24,64.4,122018.542462153
2014-04-24,63,122010.267939629
2014-04-24,62.6,122001.993417106
2014-04-24,62,121993.718894583
2014-04-24,59,121985.444372059
2014-04-24,59,121907.769275215
2014-04-24,59,121830.094178372
2014-04-24,60,121752.419081528
2014-04-24,59,121674.743984684
2014-04-24,58,121597.06888784
2014-04-24,59,121519.393790996
2014-04-24,59,121441.718694152
2014-04-24,57.2,121364.043597308
2014-04-25,56,121286.368500464
2014-04-25,57.2,121208.69340362
2014-04-25,56,121131.018306776
2014-04-25,57.2,121053.343209932
2014-04-25,56,120975.668113088
2014-04-25,55.4,120897.993016244
2014-04-25,56,120820.3179194
2014-04-25,55.4,120631.417158518
2014-04-25,56,120442.516397635
2014-04-25,55.4,120253.615636753
2014-04-25,56,120064.71487587
2014-04-25,57.2,119875.814114988
2014-04-25,58,119686.913354106
2014-04-25,57.2,119498.012593223
2014-04-25,58,119309.111832341
2014-04-25,59,119120.211071458
2014-04-25,60,118931.310310576
2014-04-25,60.8,118742.409549693
2014-04-25,62,118553.508788811
2014-04-25,62.6,118364.608027928
2014-04-25,64,118175.707267046
2014-04-25,62.6,117986.806506163
2014-04-25,64,117743.090883807
2014-04-25,64.4,117499.375261451
2014-04-25,64,117255.659639095
2014-04-25,62.6,117011.944016739
2014-04-25,63,116768.228394383
2014-04-25,62.6,116524.512772026
2014-04-25,60,116280.79714967
2014-04-25,59,116037.081527314
2014-04-25,60,115793.365904958
2014-04-25,60.8,115549.650282602
2014-04-25,61,115305.934660246
2014-04-25,60.8,115062.219037889
2014-04-25,59,114818.503415533
2014-04-25,59,114574.787793177
2014-04-25,58,114331.072170821
2014-04-25,59,114070.16295412
2014-04-25,58,113809.253737419
2014-04-25,57.2,113548.344520718
2014-04-25,58,113287.435304017
2014-04-25,57.2,113026.526087317
2014-04-25,58,112765.616870616
2014-04-25,57.2,112504.707653915
2014-04-25,57,112243.798437214
2014-04-25,57.2,111982.889220513
2014-04-25,57,111721.980003812
2014-04-25,57.2,111461.070787111
2014-04-26,57,111200.16157041
2014-04-26,57.2,110939.25235371
2014-04-26,56,110678.343137009
2014-04-26,57.2,110417.433920308
2014-04-26,56,110160.039663599
2014-04-26,55.4,109902.64540689
2014-04-26,56,109645.251150181
2014-04-26,55.4,109387.856893471
2014-04-26,56,109130.462636762
2014-04-26,55.4,108873.068380053
2014-04-26,56,108615.674123344
2014-04-26,55.4,108358.279866635
2014-04-26,56,108100.885609926
2014-04-26,57.2,107843.491353217
2014-04-26,57,107586.097096508
2014-04-26,57.2,107328.702839799
2014-04-26,58,107071.30858309
2014-04-26,59,106813.91432638
2014-04-26,59,106556.520069671
2014-04-26,60.8,106313.061148258
2014-04-26,62,106069.602226844
2014-04-26,60.8,105826.14330543
2014-04-26,61,105582.684384016
2014-04-26,60.8,105339.225462602
2014-04-26,60,105095.766541188
2014-04-26,60.8,104852.307619775
2014-04-26,63,104608.848698361
2014-04-26,62.6,104365.389776947
2014-04-26,63,104121.930855533
2014-04-26,62.6,103878.471934119
2014-04-26,63,103635.013012705
2014-04-26,62.6,103391.554091292
2014-04-26,63,103148.095169878
2014-04-26,62.6,102904.636248464
2014-04-26,61,102678.986242687
2014-04-26,60.8,102453.33623691
2014-04-26,60,102227.686231133
2014-04-26,59,102002.036225356
2014-04-26,57,101776.386219579
2014-04-26,55.4,101550.736213803
2014-04-26,56,101325.086208026
2014-04-26,53.6,101099.436202249
2014-04-26,54,100873.786196472
2014-04-26,55.4,100648.136190695
2014-04-26,54,100422.486184918
2014-04-26,53.6,100196.836179141
2014-04-26,53,99971.1861733643
2014-04-26,53.6,99745.5361675874
2014-04-27,52,99519.8861618105
2014-04-27,51.8,99371.3958012355
2014-04-27,50,99222.9054406604
2014-04-27,50,99074.4150800853
2014-04-27,50,98925.9247195103
2014-04-27,50,98777.4343589352
2014-04-27,48,98628.9439983601
2014-04-27,48.2,98480.4536377851
2014-04-27,47,98331.96327721
2014-04-27,48.2,98183.472916635
2014-04-27,51,98034.9825560599
2014-04-27,51.8,97886.4921954848
2014-04-27,54,97738.0018349098
2014-04-27,55.4,97589.5114743347
2014-04-27,58,97441.0211137596
2014-04-27,59,97292.5307531846
2014-04-27,61,97352.732128154
2014-04-27,62.6,97412.9335031234
2014-04-27,63,97473.1348780928
2014-04-27,64.4,97533.3362530622
2014-04-27,65,97593.5376280316
2014-04-27,66.2,97653.739003001
2014-04-27,67,97713.9403779704
2014-04-27,68,97774.1417529398
2014-04-27,68,97834.3431279092
2014-04-27,69.8,97894.5445028786
2014-04-27,70,97954.745877848
2014-04-27,69.8,98014.9472528174
2014-04-27,69,98075.1486277868
2014-04-27,69.8,98135.3500027562
2014-04-27,70,98195.5513777256
2014-04-27,69.8,98428.1829043501
2014-04-27,69,98660.8144309746
2014-04-27,68,98893.445957599
2014-04-27,66,99126.0774842236
2014-04-27,64.4,99358.709010848
2014-04-27,62,99591.3405374725
2014-04-27,60.8,99823.972064097
2014-04-27,60,100056.603590722
2014-04-27,60.8,100289.235117346
2014-04-27,60,100521.866643971
2014-04-27,59,100754.498170595
2014-04-27,59,100987.12969722
2014-04-27,57.2,101219.761223844
2014-04-27,58,101452.392750468
2014-04-27,57.2,101685.024277093
2014-04-27,57,101988.719040563
2014-04-27,57.2,102292.413804032
2014-04-28,57,102596.108567502
2014-04-28,57.2,102899.803330972
2014-04-28,56,103203.498094441
2014-04-28,55.4,103507.192857911
2014-04-28,54,103810.887621381
2014-04-28,53.6,104114.58238485
2014-04-28,54,104418.27714832
2014-04-28,53.6,104721.97191179
2014-04-28,53,105025.666675259
2014-04-28,53.6,105329.361438729
2014-04-28,53,105633.056202199
2014-04-28,55.4,105936.750965669
2014-04-28,56,106240.445729138
2014-04-28,57.2,106569.886273796
2014-04-28,61,106899.326818454
2014-04-28,62.6,107228.767363111
2014-04-28,64,107558.207907769
2014-04-28,64.4,107887.648452427
2014-04-28,66,108217.088997084
2014-04-28,68,108546.529541742
2014-04-28,68,108875.9700864
2014-04-28,68,109205.410631057
2014-04-28,70,109534.851175715
2014-04-28,68,109864.291720373
2014-04-28,60,110193.73226503
2014-04-28,59,110523.172809688
2014-04-28,60,110852.613354346
2014-04-28,60.8,111182.053899003
2014-04-28,63,111565.668141046
2014-04-28,66.2,111949.282383088
2014-04-28,68,112332.896625131
2014-04-28,68,112716.510867173
2014-04-28,68,113100.125109215
2014-04-28,68,113483.739351258
2014-04-28,64,113867.3535933
2014-04-28,60.8,114250.967835343
2014-04-28,59,114634.582077385
2014-04-28,57.2,115018.196319428
2014-04-28,58,115401.81056147
2014-04-28,59,115785.424803513
2014-04-28,58,116169.039045555
2014-04-28,55.4,116552.653287598
2014-04-28,56,116936.26752964
2014-04-28,57.2,117129.718038552
2014-04-28,57,117323.168547465
2014-04-28,57.2,117516.619056377
2014-04-28,56,117710.069565289
2014-04-28,55.4,117903.520074202
2014-04-29,54,118096.970583114
2014-04-29,55.4,118290.421092026
2014-04-29,55,118483.871600939
2014-04-29,53.6,118677.322109851
2014-04-29,54,118870.772618763
2014-04-29,53.6,119064.223127676
2014-04-29,54,119257.673636588
2014-04-29,55.4,119451.1241455
2014-04-29,54,119644.574654412
2014-04-29,55.4,119838.025163325
2014-04-29,57,119892.676249557
2014-04-29,59,119947.327335789
2014-04-29,61,120001.97842202
2014-04-29,62.6,120056.629508252
2014-04-29,62,120111.280594484
2014-04-29,62.6,120165.931680716
2014-04-29,63,120220.582766948
2014-04-29,64.4,120275.23385318
2014-04-29,67,120329.884939412
2014-04-29,66.2,120384.536025644
2014-04-29,69,120439.187111876
2014-04-29,68,120493.838198107
2014-04-29,67,120548.489284339
2014-04-29,68,120603.140370571
2014-04-29,64,120657.791456803
2014-04-29,57.2,120681.44061484
2014-04-29,60,120705.089772876
2014-04-29,64.4,120728.738930912
2014-04-29,60,120752.388088949
2014-04-29,57.2,120776.037246985
2014-04-29,58,120799.686405022
2014-04-29,60.8,120823.335563058
2014-04-29,62,120846.984721095
2014-04-29,64.4,120870.633879131
2014-04-29,62,120894.283037168
2014-04-29,60.8,120917.932195204
2014-04-29,60,120941.581353241
2014-04-29,59,120965.230511277
2014-04-29,59,120988.879669313
2014-04-29,59,121012.52882735
2014-04-29,59,120950.445901171
2014-04-29,59,120888.362974992
2014-04-29,58,120826.280048814
2014-04-29,57.2,120764.197122635
2014-04-29,57,120702.114196456
2014-04-29,57.2,120640.031270277
2014-04-29,58,120577.948344099
2014-04-29,57.2,120515.86541792
2014-04-30,55,120453.782491741
2014-04-30,55.4,120391.699565563
2014-04-30,55,120329.616639384
2014-04-30,55.4,120267.533713205
2014-04-30,54,120205.450787026
2014-04-30,55.4,120143.367860848
2014-04-30,54,120081.284934669
2014-04-30,53.6,119902.231040979
2014-04-30,54,119723.17714729
2014-04-30,53.6,119544.1232536
2014-04-30,56,119365.069359911
2014-04-30,57.2,119186.015466221
2014-04-30,60,119006.961572532
2014-04-30,60.8,118827.907678842
2014-04-30,64,118648.853785153
2014-04-30,66.2,118469.799891464
2014-04-30,67,118290.745997774
2014-04-30,69.8,118111.692104085
2014-04-30,70,117932.638210395
2014-04-30,71.6,117753.584316706
2014-04-30,71,117574.530423016
2014-04-30,71.6,117395.476529327
2014-04-30,72,117165.329837253
2014-04-30,71.6,116935.18314518
2014-04-30,73,116705.036453106
2014-04-30,69.8,116474.889761033
2014-04-30,68,116244.743068959
2014-04-30,68,116014.596376886
2014-04-30,72,115784.449684812
2014-04-30,69.8,115554.302992739
2014-04-30,72,115324.156300665
2014-04-30,71.6,115094.009608592
2014-04-30,69,114863.862916518
2014-04-30,68,114633.716224445
2014-04-30,67,114403.569532371
2014-04-30,64.4,114173.422840298
2014-04-30,64,113943.276148224
2014-04-30,62.6,113713.897245929
2014-04-30,62,113484.518343633
2014-04-30,60.8,113255.139441337
2014-04-30,58,113025.760539042
2014-04-30,55.4,112796.381636746
2014-04-30,54,112567.002734451
2014-04-30,55.4,112337.623832155
2014-04-30,55,112108.24492986
2014-04-30,51.8,111878.866027564
2014-04-30,52,111649.487125268
2014-04-30,51.8,111420.108222973
2014-05-01,50,111190.729320677
2014-05-01,50,110961.350418382
2014-05-01,51,110731.971516086
2014-05-01,50,110502.59261379
2014-05-01,49,110314.932733527
2014-05-01,48.2,110127.272853263
2014-05-01,47,109939.612973
2014-05-01,48.2,109751.953092736
2014-05-01,48,109564.293212473
2014-05-01,48.2,109376.633332209
2014-05-01,51,109188.973451946
2014-05-01,53.6,109001.313571682
2014-05-01,58,108813.653691419
2014-05-01,59,108625.993811155
2014-05-01,60,108438.333930892
2014-05-01,60.8,108250.674050628
2014-05-01,63,108063.014170365
2014-05-01,64.4,107875.354290101
2014-05-01,65,107687.694409838
2014-05-01,66.2,107569.589928402
2014-05-01,68,107451.485446967
2014-05-01,69.8,107333.380965531
2014-05-01,70,107215.276484095
2014-05-01,69.8,107097.17200266
2014-05-01,71,106979.067521224
2014-05-01,71.6,106860.963039789
2014-05-01,72,106742.858558353
2014-05-01,71.6,106624.754076917
2014-05-01,72,106506.649595482
2014-05-01,72,106388.545114046
2014-05-01,69.8,106270.44063261
2014-05-01,71,106152.336151175
2014-05-01,71.6,106034.231669739
2014-05-01,69,105916.127188303
2014-05-01,68,105819.927809043
2014-05-01,65,105723.728429784
2014-05-01,64.4,105627.529050524
2014-05-01,64,105531.329671264
2014-05-01,60.8,105435.130292004
2014-05-01,59,105338.930912744
2014-05-01,59,105242.731533484
2014-05-01,58,105146.532154224
2014-05-01,57.2,105050.332774964
2014-05-01,55,104954.133395704
2014-05-01,55.4,104857.934016444
2014-05-01,54,104761.734637184
2014-05-01,51.8,104665.535257924
2014-05-02,52,104569.335878664
2014-05-02,51.8,104473.136499405
2014-05-02,50,104404.106055839
2014-05-02,51.8,104335.075612274
2014-05-02,51,104266.045168709
2014-05-02,48.2,104197.014725143
2014-05-02,49,104127.984281578
2014-05-02,48.2,104058.953838013
2014-05-02,48,103989.923394447
2014-05-02,51.8,103920.892950882
2014-05-02,53,103851.862507317
2014-05-02,57.2,103782.832063752
2014-05-02,61,103713.801620186
2014-05-02,62.6,103644.771176621
2014-05-02,64,103575.740733056
2014-05-02,64.4,103506.71028949
2014-05-02,65,103437.679845925
2014-05-02,66.2,103403.469746753
2014-05-02,67,103369.259647581
2014-05-02,69.8,103335.049548409
2014-05-02,69,103300.839449237
2014-05-02,69.8,103266.629350065
2014-05-02,71,103232.419250893
2014-05-02,71.6,103198.209151721
2014-05-02,72,103163.999052549
2014-05-02,73.4,103129.788953376
2014-05-02,74,103095.578854204
2014-05-02,73.4,103061.368755032
2014-05-02,72,103027.15865586
2014-05-02,71.6,102992.948556688
2014-05-02,71,102958.738457516
2014-05-02,71.6,102924.528358344
2014-05-02,70,102865.649961555
2014-05-02,68,102806.771564765
2014-05-02,67,102747.893167976
2014-05-02,64.4,102689.014771186
2014-05-02,63,102630.136374397
2014-05-02,60.8,102571.257977607
2014-05-02,59,102512.379580818
2014-05-02,60.8,102453.501184029
2014-05-02,61,102394.622787239
2014-05-02,59,102335.74439045
2014-05-02,57,102276.86599366
2014-05-02,57.2,102217.987596871
2014-05-02,54,102159.109200081
2014-05-02,55.4,102100.230803292
2014-05-02,55,102041.352406502
2014-05-02,55.4,101877.723065787
2014-05-03,54,101714.093725072
2014-05-03,53.6,101550.464384357
2014-05-03,53,101386.835043642
2014-05-03,53.6,101223.205702927
2014-05-03,54,101059.576362212
2014-05-03,55.4,100895.947021497
2014-05-03,54,100732.317680782
2014-05-03,53.6,100568.688340067
2014-05-03,54,100405.058999352
2014-05-03,53.6,100241.429658636
2014-05-03,52,100077.800317921
2014-05-03,50,99914.1709772062
2014-05-03,51,99750.5416364911
2014-05-03,51.8,99586.912295776
2014-05-03,53,99352.5932492116
2014-05-03,51.8,99118.2742026472
2014-05-03,52,98883.9551560828
2014-05-03,51.8,98649.6361095184
2014-05-03,51,98415.317062954
2014-05-03,51.8,98180.9980163896
2014-05-03,52,97946.6789698251
2014-05-03,53.6,97712.3599232607
2014-05-03,53,97478.0408766963
2014-05-03,53.6,97243.7218301319
2014-05-03,54,97009.4027835675
2014-05-03,55.4,96775.0837370031
2014-05-03,54,96540.7646904387
2014-05-03,53.6,96306.4456438742
2014-05-03,55,96072.1265973098
2014-05-03,53.6,95827.2651221292
2014-05-03,53,95582.4036469486
2014-05-03,51.8,95337.542171768
2014-05-03,51,95092.6806965874
2014-05-03,50,94847.8192214068
2014-05-03,49,94602.9577462262
2014-05-03,48.2,94358.0962710455
2014-05-03,47,94113.2347958649
2014-05-03,46.4,93868.3733206843
2014-05-03,46,93623.5118455037
2014-05-03,46.4,93378.6503703231
2014-05-03,45,93133.7888951425
2014-05-03,44.6,92888.9274199619
2014-05-03,45,92644.0659447812
2014-05-03,44.6,92399.2044696006
2014-05-03,45,92193.236687405
2014-05-03,44.6,91987.2689052095
2014-05-03,45,91781.3011230139
2014-05-03,44.6,91575.3333408183
2014-05-04,45,91369.3655586227
2014-05-04,44.6,91163.3977764271
2014-05-04,45,90957.4299942315
2014-05-04,44.6,90751.462212036
2014-05-04,44,90545.4944298404
2014-05-04,44.6,90339.5266476448
2014-05-04,44,90133.5588654492
2014-05-04,42.8,89927.5910832536
2014-05-04,43,89721.623301058
2014-05-04,42.8,89515.6555188624
2014-05-04,44,89309.6877366669
2014-05-04,44.6,89217.5415617978
2014-05-04,45,89125.3953869288
2014-05-04,46.4,89033.2492120598
2014-05-04,49,88941.1030371908
2014-05-04,50,88848.9568623218
2014-05-04,51,88756.8106874528
2014-05-04,51.8,88664.6645125837
2014-05-04,53,88572.5183377147
2014-05-04,55.4,88480.3721628457
2014-05-04,55,88388.2259879767
2014-05-04,55.4,88296.0798131077
2014-05-04,57,88203.9336382387
2014-05-04,57.2,88111.7874633696
2014-05-04,59,88019.6412885006
2014-05-04,59,87927.4951136316
2014-05-04,60,88047.946148065
2014-05-04,60.8,88168.3971824984
2014-05-04,60,88288.8482169319
2014-05-04,60.8,88409.2992513653
2014-05-04,60,88529.7502857987
2014-05-04,59,88650.2013202321
2014-05-04,59,88770.6523546655
2014-05-04,59,88891.103389099
2014-05-04,58,89011.5544235324
2014-05-04,55.4,89132.0054579658
2014-05-04,55,89252.4564923992
2014-05-04,53.6,89372.9075268326
2014-05-04,52,89493.3585612661
2014-05-04,53.6,89613.8095956995
2014-05-04,53,89734.2606301329
2014-05-04,51.8,90041.9740945546
2014-05-04,51,90349.6875589762
2014-05-04,48.2,90657.4010233979
2014-05-04,47,90965.1144878196
2014-05-04,46.4,91272.8279522413
2014-05-04,45,91580.5414166629
2014-05-04,44.6,91888.2548810846
2014-05-05,44,92195.9683455063
2014-05-05,44.6,92503.681809928
2014-05-05,43,92811.3952743497
2014-05-05,42.8,93119.1087387713
2014-05-05,41,93426.822203193
2014-05-05,41,93734.5356676147
2014-05-05,40,94042.2491320364
2014-05-05,41,94349.962596458
2014-05-05,42,94660.9278993706
2014-05-05,42.8,94971.8932022832
2014-05-05,45,95282.8585051958
2014-05-05,46.4,95593.8238081084
2014-05-05,48,95904.789111021
2014-05-05,50,96215.7544139336
2014-05-05,51,96526.7197168462
2014-05-05,51.8,96837.6850197588
2014-05-05,52,97148.6503226714
2014-05-05,53.6,97459.615625584
2014-05-05,54,97770.5809284966
2014-05-05,55.4,98081.5462314092
2014-05-05,56,98392.5115343218
2014-05-05,57.2,98703.4768372344
2014-05-05,58,99014.442140147
2014-05-05,59,99373.9758888133
2014-05-05,59,99733.5096374797
2014-05-05,59,100093.043386146
2014-05-05,60,100452.577134812
2014-05-05,60.8,100812.110883479
2014-05-05,59,101171.644632145
2014-05-05,59,101531.178380811
2014-05-05,59,101890.712129478
2014-05-05,59,102250.245878144
2014-05-05,58,102609.77962681
2014-05-05,57.2,102969.313375477
2014-05-05,56,103328.847124143
2014-05-05,55.4,103688.38087281
2014-05-05,56,104047.914621476
2014-05-05,53.6,104407.448370142
2014-05-05,54,104693.811771202
2014-05-05,53.6,104980.175172262
2014-05-05,53,105266.538573321
2014-05-05,51.8,105552.901974381
2014-05-05,52,105839.26537544
2014-05-05,50,106125.6287765
2014-05-05,49,106411.99217756
2014-05-05,50,106698.355578619
2014-05-05,49,106984.718979679
2014-05-05,46.4,107271.082380739
2014-05-06,45,107557.445781798
2014-05-06,42.8,107843.809182858
2014-05-06,43,108130.172583918
2014-05-06,42.8,108416.535984977
2014-05-06,42,108702.899386037
2014-05-06,42.8,108785.893564924
2014-05-06,40,108868.887743812
2014-05-06,39.2,108951.881922699
2014-05-06,40,109034.876101587
2014-05-06,42.8,109117.870280474
2014-05-06,45,109200.864459362
2014-05-06,46.4,109283.85863825
2014-05-06,49,109366.852817137
2014-05-06,50,109449.846996025
2014-05-06,52,109532.841174912
2014-05-06,53.6,109615.8353538
2014-05-06,56,109698.829532687
2014-05-06,67,109781.823711575
2014-05-06,66.2,109864.817890462
2014-05-06,68,109947.81206935
2014-05-06,68,109936.113159076
2014-05-06,68,109924.414248802
2014-05-06,68,109912.715338529
2014-05-06,68,109901.016428255
2014-05-06,68,109889.317517982
2014-05-06,66,109877.618607708
2014-05-06,66.2,109865.919697435
2014-05-06,65,109854.220787161
2014-05-06,62.6,109842.521876888
2014-05-06,62,109830.822966614
2014-05-06,59,109819.124056341
2014-05-06,57,109807.425146067
2014-05-06,55.4,109795.726235793
2014-05-06,55,109784.02732552
2014-05-06,55.4,109772.328415246
2014-05-06,54,109692.746312684
2014-05-06,53.6,109613.164210122
2014-05-06,53,109533.58210756
2014-05-06,51.8,109454.000004997
2014-05-06,52,109374.417902435
2014-05-06,50,109294.835799873
2014-05-07,49,109215.25369731
2014-05-07,50,109135.671594748
2014-05-07,49,109056.089492186
2014-05-07,48.2,108976.507389623
2014-05-07,47,108896.925287061
2014-05-07,48.2,108817.343184499
2014-05-07,48,108737.761081937
2014-05-07,48.2,108658.178979374
2014-05-07,48,108578.596876812
2014-05-07,50,108518.186489679
2014-05-07,50,108457.776102546
2014-05-07,53.6,108397.365715414
2014-05-07,54,108336.955328281
2014-05-07,57.2,108276.544941148
2014-05-07,59,108216.134554015
2014-05-07,60.8,108155.724166882
2014-05-07,60,108095.313779749
2014-05-07,60.8,108034.903392617
2014-05-07,64,107974.493005484
2014-05-07,64.4,107914.082618351
2014-05-07,64,107853.672231218
2014-05-07,64.4,107793.261844085
2014-05-07,64,107732.851456952
2014-05-07,66.2,107672.44106982
2014-05-07,66,107567.710673929
2014-05-07,66.2,107462.980278039
2014-05-07,69,107358.249882149
2014-05-07,68,107253.519486259
2014-05-07,67,107148.789090369
2014-05-07,66.2,107044.058694478
2014-05-07,66,106939.328298588
2014-05-07,66.2,106834.597902698
2014-05-07,65,106729.867506808
2014-05-07,60.8,106625.137110917
2014-05-07,58,106520.406715027
2014-05-07,57.2,106415.676319137
2014-05-07,56,106310.945923247
2014-05-07,55.4,106206.215527357
2014-05-07,55,106101.485131466
2014-05-07,55.4,105960.401636143
2014-05-07,55,105819.31814082
2014-05-07,55.4,105678.234645496
2014-05-07,56,105537.151150173
2014-05-07,55.4,105396.067654849
2014-05-07,55,105254.984159526
2014-05-07,55.4,105113.900664203
2014-05-07,55,104972.817168879
2014-05-07,55.4,104831.733673556
2014-05-08,55,104690.650178232
2014-05-08,55.4,104549.566682909
2014-05-08,54,104408.483187586
2014-05-08,53.6,104267.399692262
2014-05-08,53,104126.316196939
2014-05-08,51.8,103985.232701615
2014-05-08,52,103846.727776245
2014-05-08,51.8,103708.222850874
2014-05-08,52,103569.717925503
2014-05-08,53.6,103431.213000132
2014-05-08,54,103292.708074761
2014-05-08,55.4,103154.20314939
2014-05-08,56,103015.69822402
2014-05-08,57.2,102877.193298649
2014-05-08,58,102738.688373278
2014-05-08,59,102600.183447907
2014-05-08,62,102461.678522536
2014-05-08,62.6,102323.173597166
2014-05-08,63,102184.668671795
2014-05-08,64.4,102046.163746424
2014-05-08,65,101907.658821053
2014-05-08,66.2,101824.230261311
2014-05-08,67,101740.801701568
2014-05-08,68,101657.373141826
2014-05-08,65,101573.944582083
2014-05-08,66.2,101490.516022341
2014-05-08,67,101407.087462598
2014-05-08,66.2,101323.658902856
2014-05-08,69,101240.230343114
2014-05-08,68,101156.801783371
2014-05-08,69,101073.373223629
2014-05-08,69.8,100989.944663886
2014-05-08,69,100906.516104144
2014-05-08,68,100823.087544401
2014-05-08,67,100739.658984659
2014-05-08,68,100656.230424917
2014-05-08,65,100517.007933932
2014-05-08,62.6,100377.785442947
2014-05-08,59,100238.562951961
2014-05-08,59,100099.340460976
2014-05-08,56,99960.1179699913
2014-05-08,55.4,99820.8954790063
2014-05-08,54,99681.6729880213
2014-05-08,53.6,99542.4504970362
2014-05-08,51,99403.2280060511
2014-05-08,50,99264.0055150661
2014-05-08,49,99124.783024081
2014-05-08,50,98985.560533096
2014-05-09,49,98846.3380421109
2014-05-09,48.2,98707.1155511259
2014-05-09,49,98567.8930601408
2014-05-09,46.4,98468.6964575116
2014-05-09,46,98369.4998548824
2014-05-09,46.4,98270.3032522532
2014-05-09,45,98171.1066496239
2014-05-09,46.4,98071.9100469947
2014-05-09,47,97972.7134443655
2014-05-09,50,97873.5168417362
2014-05-09,49,97774.320239107
2014-05-09,51.8,97675.1236364778
2014-05-09,53,97575.9270338486
2014-05-09,55.4,97476.7304312193
2014-05-09,58,97377.5338285901
2014-05-09,59,97278.3372259609
2014-05-09,61,97179.1406233316
2014-05-09,62.6,97079.9440207024
2014-05-09,62,97028.4741874666
2014-05-09,62.6,96977.0043542307
2014-05-09,63,96925.5345209949
2014-05-09,64.4,96874.064687759
2014-05-09,67,96822.5948545232
2014-05-09,68,96771.1250212873
2014-05-09,70,96719.6551880515
2014-05-09,69.8,96668.1853548156
2014-05-09,71,96616.7155215798
2014-05-09,71.6,96565.2456883439
2014-05-09,71,96513.7758551081
2014-05-09,71.6,96462.3060218722
2014-05-09,72,96410.8361886364
2014-05-09,73.4,96359.3663554005
2014-05-09,72,96307.8965221647
2014-05-09,69.8,96301.4484503908
2014-05-09,71,96295.000378617
2014-05-09,69.8,96288.5523068432
2014-05-09,67,96282.1042350693
2014-05-09,62.6,96275.6561632954
2014-05-09,61,96269.2080915216
2014-05-09,60.8,96262.7600197477
2014-05-09,60,96256.3119479739
2014-05-09,60.8,96249.8638762
2014-05-09,59,96243.4158044262
2014-05-09,59,96236.9677326524
2014-05-09,61,96230.5196608785
2014-05-09,62.6,96224.0715891046
2014-05-09,62,96217.6235173308
2014-05-09,60.8,96211.1754455569
2014-05-10,60,96119.5907176689
2014-05-10,60.8,96028.0059897809
2014-05-10,62,95936.4212618928
2014-05-10,60.8,95844.8365340048
