DATUM,CAS,SUM_of_MNOZSTVO
20/02/2014,1050,145519.51786
20/02/2014,1065,144517.77726
20/02/2014,1080,143282.82384
20/02/2014,1095,141007.23272
20/02/2014,1110,137941.52719
20/02/2014,1125,136377.75973
20/02/2014,1140,135980.83973
20/02/2014,1155,134946.14071
20/02/2014,1170,133030.78005
20/02/2014,1185,130307.08421
20/02/2014,1200,129525.78178
20/02/2014,1215,125791.44768
20/02/2014,1230,123293.82158
20/02/2014,1245,121610.22465
20/02/2014,1260,118172.56621
20/02/2014,1275,116895.95297
20/02/2014,1290,116749.48384
20/02/2014,1305,116026.21487
20/02/2014,1320,115454.72583
20/02/2014,1335,113686.31639
20/02/2014,1350,112265.97573
20/02/2014,1365,110787.9515
20/02/2014,1380,109349.85565
21/02/2014,-45,106127.87479
21/02/2014,-30,105650.16475
21/02/2014,-15,104731.95417
21/02/2014,0,103141.62981
21/02/2014,15,103499.45732
21/02/2014,30,104282.27076
21/02/2014,45,104413.22887
21/02/2014,60,103996.23647
21/02/2014,75,102775.6512
21/02/2014,90,102700.19665
21/02/2014,105,103511.91511
21/02/2014,120,103733.26617
21/02/2014,135,104360.82427
21/02/2014,150,103687.70879
21/02/2014,165,103218.05186
21/02/2014,180,104082.49396
21/02/2014,195,107073.58078
21/02/2014,210,108509.47853
21/02/2014,225,109952.9363
21/02/2014,240,111167.07447
21/02/2014,255,114626.50156
21/02/2014,270,117241.10656
21/02/2014,285,120376.74569
21/02/2014,300,123111.84769
21/02/2014,315,130730.54865
21/02/2014,330,137099.85203
21/02/2014,345,141646.44134
21/02/2014,360,145884.3285
21/02/2014,375,150623.11775
21/02/2014,390,153495.20332
21/02/2014,405,156554.91129
21/02/2014,420,159918.92669
21/02/2014,435,163798.86297
21/02/2014,450,166198.14037
21/02/2014,465,166468.93841
21/02/2014,480,167733.31382
21/02/2014,495,169711.56941
21/02/2014,510,170020.9909
21/02/2014,525,171127.95359
21/02/2014,540,170982.78066
21/02/2014,555,170380.70785
21/02/2014,570,169873.21893
21/02/2014,585,169312.52595
21/02/2014,600,169184.7212
21/02/2014,615,168589.76741
21/02/2014,630,167499.03813
21/02/2014,645,165994.81948
21/02/2014,660,165670.57541
21/02/2014,675,167115.4702
21/02/2014,690,168023.07842
21/02/2014,705,167658.50134
21/02/2014,720,166314.13643
21/02/2014,735,165720.9199
21/02/2014,750,165060.93548
21/02/2014,765,162650.34988
21/02/2014,780,160534.16058
21/02/2014,795,159798.99966
21/02/2014,810,159530.75395
21/02/2014,825,158613.82156
21/02/2014,840,158589.52675
21/02/2014,855,157669.34161
21/02/2014,870,155660.3193
21/02/2014,885,154114.67734
21/02/2014,900,152117.75566
21/02/2014,915,150934.3436
21/02/2014,930,150894.30435
21/02/2014,945,149037.93304
21/02/2014,960,147911.1829
21/02/2014,975,147940.84131
21/02/2014,990,148076.20289
21/02/2014,1005,148571.49488
21/02/2014,1020,147409.07898
21/02/2014,1035,144638.64672
21/02/2014,1050,143698.85916
21/02/2014,1065,142463.16422
21/02/2014,1080,141466.09315
21/02/2014,1095,138737.00295
21/02/2014,1110,136353.09594
21/02/2014,1125,134179.66031
21/02/2014,1140,132826.57197
21/02/2014,1155,131502.59216
21/02/2014,1170,129572.96092
21/02/2014,1185,128884.96791
21/02/2014,1200,127272.99082
21/02/2014,1215,125100.02886
21/02/2014,1230,122350.68194
21/02/2014,1245,120645.17982
21/02/2014,1260,117769.36641
21/02/2014,1275,116841.76956
21/02/2014,1290,116189.22167
21/02/2014,1305,114963.14666
21/02/2014,1320,114135.85562
21/02/2014,1335,112509.74493
21/02/2014,1350,110900.58231
21/02/2014,1365,109966.53142
21/02/2014,1380,108153.31582
22/02/2014,-45,104350.11653
22/02/2014,-30,103904.6755
22/02/2014,-15,103488.60923
22/02/2014,0,103103.97777
22/02/2014,15,102388.49679
22/02/2014,30,102389.94754
22/02/2014,45,101984.22355
22/02/2014,60,102015.20323
22/02/2014,75,101102.4945
22/02/2014,90,101272.00427
22/02/2014,105,101093.61998
22/02/2014,120,101710.8899
22/02/2014,135,102014.60371
22/02/2014,150,100668.90809
22/02/2014,165,100438.7737
22/02/2014,180,100782.49026
22/02/2014,195,102432.81258
22/02/2014,210,104156.53569
22/02/2014,225,105272.77898
22/02/2014,240,106030.39251
22/02/2014,255,106003.53826
22/02/2014,270,106174.87599
22/02/2014,285,106295.68117
22/02/2014,300,106006.64083
22/02/2014,315,109267.07209
22/02/2014,330,112212.26336
22/02/2014,345,113003.4114
22/02/2014,360,113281.63912
22/02/2014,375,113580.38941
22/02/2014,390,113733.30897
22/02/2014,405,114496.4987
22/02/2014,420,115249.77951
22/02/2014,435,116895.11253
22/02/2014,450,117737.26536
22/02/2014,465,116312.84255
22/02/2014,480,118225.22521
22/02/2014,495,120551.31149
22/02/2014,510,121330.73435
22/02/2014,525,121757.0269
22/02/2014,540,122107.90339
22/02/2014,555,122468.51357
22/02/2014,570,123127.04393
22/02/2014,585,122408.32978
22/02/2014,600,122300.89482
22/02/2014,615,120878.01937
22/02/2014,630,121243.16831
22/02/2014,645,121657.31926
22/02/2014,660,122493.64347
22/02/2014,675,122843.69559
22/02/2014,690,123120.44822
22/02/2014,705,123282.08975
22/02/2014,720,123359.41523
22/02/2014,735,122690.8599
22/02/2014,750,120523.88626
22/02/2014,765,118800.08711
22/02/2014,780,117034.00928
22/02/2014,795,116513.68618
22/02/2014,810,116834.21828
22/02/2014,825,116572.76899
22/02/2014,840,115579.73213
22/02/2014,855,114776.46669
22/02/2014,870,114852.34082
22/02/2014,885,113955.61675
22/02/2014,900,113842.2013
22/02/2014,915,113261.59912
22/02/2014,930,112613.53285
22/02/2014,945,111265.40142
22/02/2014,960,112106.59197
22/02/2014,975,113398.21075
22/02/2014,990,113975.31221
22/02/2014,1005,115406.46204
22/02/2014,1020,115985.21955
22/02/2014,1035,115562.7795
22/02/2014,1050,115211.57274
22/02/2014,1065,115475.5846
22/02/2014,1080,115087.73446
22/02/2014,1095,113891.69882
22/02/2014,1110,112710.05067
22/02/2014,1125,112099.22098
22/02/2014,1140,111670.23187
22/02/2014,1155,111929.62876
22/02/2014,1170,111284.71451
22/02/2014,1185,110242.62017
22/02/2014,1200,109503.72346
22/02/2014,1215,106579.26043
22/02/2014,1230,104867.46413
22/02/2014,1245,102971.47422
22/02/2014,1260,101689.64218
22/02/2014,1275,101533.20558
22/02/2014,1290,101304.25614
22/02/2014,1305,99482.666925
22/02/2014,1320,99211.63185
22/02/2014,1335,98379.595911
22/02/2014,1350,97429.456453
22/02/2014,1365,96117.096151
22/02/2014,1380,94712.952618
23/02/2014,-45,91875.78774
23/02/2014,-30,92026.017272
23/02/2014,-15,90871.432333
23/02/2014,0,90586.085126
23/02/2014,15,91067.446388
23/02/2014,30,90789.563305
23/02/2014,45,91068.491861
23/02/2014,60,90808.622169
23/02/2014,75,90981.401393
23/02/2014,90,90422.88091
23/02/2014,105,90365.710401
23/02/2014,120,90445.118404
23/02/2014,135,90348.159427
23/02/2014,150,90319.452804
23/02/2014,165,89096.076808
23/02/2014,180,90247.412627
23/02/2014,195,91384.207588
23/02/2014,210,92226.92524
23/02/2014,225,92943.466625
23/02/2014,240,93407.813296
23/02/2014,255,94961.953253
23/02/2014,270,95297.904225
23/02/2014,285,95139.242354
23/02/2014,300,95198.976657
23/02/2014,315,96859.544623
23/02/2014,330,98343.053195
23/02/2014,345,98633.203658
23/02/2014,360,97988.970807
23/02/2014,375,98981.197651
23/02/2014,390,99491.052255
23/02/2014,405,99953.341567
23/02/2014,420,99946.583718
23/02/2014,435,100987.79883
23/02/2014,450,100704.40853
23/02/2014,465,100433.29036
23/02/2014,480,101880.75571
23/02/2014,495,103508.468
23/02/2014,510,104023.11846
23/02/2014,525,105078.39436
23/02/2014,540,105724.53908
23/02/2014,555,106517.79176
23/02/2014,570,106669.46911
23/02/2014,585,106470.65873
23/02/2014,600,106649.96831
23/02/2014,615,106106.53985
23/02/2014,630,105048.83276
23/02/2014,645,104545.05784
23/02/2014,660,104235.00673
23/02/2014,675,105161.96683
23/02/2014,690,105430.79383
23/02/2014,705,105687.81171
23/02/2014,720,105967.37479
23/02/2014,735,105412.24017
23/02/2014,750,104839.03467
23/02/2014,765,104254.62896
23/02/2014,780,103028.07414
23/02/2014,795,104931.03464
23/02/2014,810,105334.15185
23/02/2014,825,104714.30381
23/02/2014,840,105147.06023
23/02/2014,855,104695.61494
23/02/2014,870,104621.65206
23/02/2014,885,104389.84922
23/02/2014,900,103822.17189
23/02/2014,915,104460.76172
23/02/2014,930,104993.88335
23/02/2014,945,103608.77055
23/02/2014,960,104740.2931
23/02/2014,975,105852.44076
23/02/2014,990,106795.03428
23/02/2014,1005,108446.25005
23/02/2014,1020,110230.90657
23/02/2014,1035,110806.30405
23/02/2014,1050,111181.46
23/02/2014,1065,111330.35537
23/02/2014,1080,110682.73218
23/02/2014,1095,110477.84626
23/02/2014,1110,109705.29684
23/02/2014,1125,108844.14372
23/02/2014,1140,108346.03369
23/02/2014,1155,108601.33977
23/02/2014,1170,108439.17661
23/02/2014,1185,107887.7249
23/02/2014,1200,106651.6011
23/02/2014,1215,103989.53676
23/02/2014,1230,101262.49391
23/02/2014,1245,99051.331963
23/02/2014,1260,97222.789895
23/02/2014,1275,94247.430433
23/02/2014,1290,92294.882682
23/02/2014,1305,90698.136337
23/02/2014,1320,89805.86084
23/02/2014,1335,87961.54989
23/02/2014,1350,86709.616255
23/02/2014,1365,85144.37585
23/02/2014,1380,83885.061947
24/02/2014,-45,83171.37127
24/02/2014,-30,82918.047284
24/02/2014,-15,81801.140208
24/02/2014,0,81015.745418
24/02/2014,15,80523.828058
24/02/2014,30,80373.709249
24/02/2014,45,81678.949179
24/02/2014,60,82132.212788
24/02/2014,75,82821.9166
24/02/2014,90,83144.014247
24/02/2014,105,83235.152378
24/02/2014,120,83439.360557
24/02/2014,135,85318.997691
24/02/2014,150,86541.842186
24/02/2014,165,87290.077166
24/02/2014,180,88302.693903
24/02/2014,195,91000.018328
24/02/2014,210,92888.077963
24/02/2014,225,95443.379085
24/02/2014,240,98136.768637
24/02/2014,255,102469.24688
24/02/2014,270,106507.17301
24/02/2014,285,112080.4234
24/02/2014,300,116669.36622
24/02/2014,315,126795.00869
24/02/2014,330,133669.44268
24/02/2014,345,136755.63175
24/02/2014,360,139871.47238
24/02/2014,375,143087.93164
24/02/2014,390,145961.11326
24/02/2014,405,148894.25976
24/02/2014,420,151715.70215
24/02/2014,435,154006.43225
24/02/2014,450,155212.66656
24/02/2014,465,153856.70712
24/02/2014,480,154093.68275
24/02/2014,495,156020.60652
24/02/2014,510,157153.86099
24/02/2014,525,156626.6978
24/02/2014,540,156559.23133
24/02/2014,555,156965.40601
24/02/2014,570,156635.91958
24/02/2014,585,155759.36595
24/02/2014,600,155636.5212
24/02/2014,615,154757.94784
24/02/2014,630,152916.70071
24/02/2014,645,152717.9095
24/02/2014,660,153496.72852
24/02/2014,675,155385.17727
24/02/2014,690,155255.79586
24/02/2014,705,155146.89882
24/02/2014,720,154786.50966
24/02/2014,735,154485.03262
24/02/2014,750,153276.8442
24/02/2014,765,152411.10256
24/02/2014,780,150332.51825
24/02/2014,795,148774.74819
24/02/2014,810,148956.2317
24/02/2014,825,148521.42649
24/02/2014,840,147481.24668
24/02/2014,855,145930.64854
24/02/2014,870,145599.58204
24/02/2014,885,144179.05904
24/02/2014,900,143802.04414
24/02/2014,915,142771.64891
24/02/2014,930,142347.26113
24/02/2014,945,139474.03059
24/02/2014,960,139602.53318
24/02/2014,975,140832.08967
24/02/2014,990,141574.01068
24/02/2014,1005,143179.70639
24/02/2014,1020,142995.06144
24/02/2014,1035,141199.77168
24/02/2014,1050,140646.35304
24/02/2014,1065,139590.94353
24/02/2014,1080,138303.41606
24/02/2014,1095,136311.22871
24/02/2014,1110,135691.76741
24/02/2014,1125,134579.43517
24/02/2014,1140,132849.89673
24/02/2014,1155,131612.29132
24/02/2014,1170,130207.36857
24/02/2014,1185,128864.44603
24/02/2014,1200,127858.44705
24/02/2014,1215,124954.89863
24/02/2014,1230,122091.58863
24/02/2014,1245,119777.62828
24/02/2014,1260,117134.04891
24/02/2014,1275,115915.65745
24/02/2014,1290,114742.28297
24/02/2014,1305,114145.69357
24/02/2014,1320,113657.35275
24/02/2014,1335,112705.59091
24/02/2014,1350,111342.16133
24/02/2014,1365,109650.90413
24/02/2014,1380,108640.29484
25/02/2014,-45,107022.51562
25/02/2014,-30,105910.37989
25/02/2014,-15,104817.28765
25/02/2014,0,103727.75345
25/02/2014,15,104385.95828
25/02/2014,30,104826.71408
25/02/2014,45,104884.95379
25/02/2014,60,104892.75326
25/02/2014,75,102935.4205
25/02/2014,90,102521.06119
25/02/2014,105,102284.11078
25/02/2014,120,102672.18241
25/02/2014,135,102609.63439
25/02/2014,150,102027.68974
25/02/2014,165,102282.59138
25/02/2014,180,101622.62583
25/02/2014,195,104357.28364
25/02/2014,210,106850.58617
25/02/2014,225,108198.3957
25/02/2014,240,109742.2806
25/02/2014,255,112744.20753
25/02/2014,270,116378.35852
25/02/2014,285,119988.15642
25/02/2014,300,122802.81816
25/02/2014,315,130277.24631
25/02/2014,330,136050.69591
25/02/2014,345,138895.87011
25/02/2014,360,141954.7229
25/02/2014,375,145402.08563
25/02/2014,390,147289.45024
25/02/2014,405,150289.66889
25/02/2014,420,152691.9808
25/02/2014,435,154668.76648
25/02/2014,450,155405.76823
25/02/2014,465,156139.02221
25/02/2014,480,157185.07848
25/02/2014,495,158261.43562
25/02/2014,510,158527.61337
25/02/2014,525,158665.74225
25/02/2014,540,158920.64441
25/02/2014,555,158762.44634
25/02/2014,570,158076.07455
25/02/2014,585,157905.70181
25/02/2014,600,157198.97455
25/02/2014,615,154962.58502
25/02/2014,630,154435.245
25/02/2014,645,155174.97209
25/02/2014,660,156219.16462
25/02/2014,675,158123.36752
25/02/2014,690,157855.08139
25/02/2014,705,157083.14889
25/02/2014,720,157527.03238
25/02/2014,735,158717.11095
25/02/2014,750,158154.49008
25/02/2014,765,156470.66054
25/02/2014,780,154795.91905
25/02/2014,795,154856.31745
25/02/2014,810,154625.51538
25/02/2014,825,154074.51784
25/02/2014,840,154087.56877
25/02/2014,855,153463.92428
25/02/2014,870,151810.43908
25/02/2014,885,151754.78213
25/02/2014,900,151335.65199
25/02/2014,915,150188.88719
25/02/2014,930,148472.55519
25/02/2014,945,146642.26207
25/02/2014,960,146202.51083
25/02/2014,975,146834.13535
25/02/2014,990,147237.16873
25/02/2014,1005,147728.78143
25/02/2014,1020,147199.00064
25/02/2014,1035,144725.48433
25/02/2014,1050,143913.87789
25/02/2014,1065,143768.51516
25/02/2014,1080,143519.49419
25/02/2014,1095,140874.99197
25/02/2014,1110,139733.0083
25/02/2014,1125,137468.86148
25/02/2014,1140,135788.99545
25/02/2014,1155,135290.55865
25/02/2014,1170,134216.31995
25/02/2014,1185,132752.10813
25/02/2014,1200,130489.20267
25/02/2014,1215,127693.32215
25/02/2014,1230,126099.03191
25/02/2014,1245,124025.33802
25/02/2014,1260,121568.24423
25/02/2014,1275,118572.81274
25/02/2014,1290,117120.49488
25/02/2014,1305,116894.72527
25/02/2014,1320,115680.67883
25/02/2014,1335,113537.0375
25/02/2014,1350,112768.25552
25/02/2014,1365,111144.07048
25/02/2014,1380,109542.08026
26/02/2014,-45,106028.66798
26/02/2014,-30,106122.95999
26/02/2014,-15,104296.91573
26/02/2014,0,102502.94656
26/02/2014,15,103930.20389
26/02/2014,30,104130.61248
26/02/2014,45,104238.84184
26/02/2014,60,104049.75353
26/02/2014,75,102653.96617
26/02/2014,90,102468.68445
26/02/2014,105,102461.49642
26/02/2014,120,102195.95603
26/02/2014,135,102357.58
26/02/2014,150,101920.26221
26/02/2014,165,101414.13785
26/02/2014,180,102065.21411
26/02/2014,195,104455.60874
26/02/2014,210,106170.67868
26/02/2014,225,109122.56834
26/02/2014,240,111036.03108
26/02/2014,255,113001.33348
26/02/2014,270,116097.78057
26/02/2014,285,119175.04501
26/02/2014,300,122040.28968
26/02/2014,315,128460.29094
26/02/2014,330,134442.09129
26/02/2014,345,138268.70409
26/02/2014,360,141001.21679
26/02/2014,375,145832.56079
26/02/2014,390,149377.51301
26/02/2014,405,153157.19746
26/02/2014,420,155378.9011
26/02/2014,435,158629.7109
26/02/2014,450,161018.24613
26/02/2014,465,160501.61376
26/02/2014,480,162056.86631
26/02/2014,495,165108.75773
26/02/2014,510,166263.09252
26/02/2014,525,166470.16419
26/02/2014,540,166252.74693
26/02/2014,555,167011.19306
26/02/2014,570,166029.3772
26/02/2014,585,164793.60203
26/02/2014,600,163903.51112
26/02/2014,615,162654.51157
26/02/2014,630,161602.54025
26/02/2014,645,161299.15726
26/02/2014,660,161288.37316
26/02/2014,675,161244.61586
26/02/2014,690,160706.70808
26/02/2014,705,159468.1129
26/02/2014,720,158316.65808
26/02/2014,735,158169.01932
26/02/2014,750,157877.04809
26/02/2014,765,157031.24377
26/02/2014,780,153809.14774
26/02/2014,795,152203.96951
26/02/2014,810,153302.22343
26/02/2014,825,152308.93436
26/02/2014,840,151589.72914
26/02/2014,855,150550.71811
26/02/2014,870,148954.3126
26/02/2014,885,146996.70628
26/02/2014,900,145639.49165
26/02/2014,915,143726.63716
26/02/2014,930,142477.98236
26/02/2014,945,140523.73117
26/02/2014,960,140531.40277
26/02/2014,975,141627.89842
26/02/2014,990,144119.25395
26/02/2014,1005,145255.05827
26/02/2014,1020,144680.13456
26/02/2014,1035,143518.54752
26/02/2014,1050,141954.95822
26/02/2014,1065,141446.824
26/02/2014,1080,139664.50091
26/02/2014,1095,137060.61972
26/02/2014,1110,136160.38681
26/02/2014,1125,135143.69994
26/02/2014,1140,132914.00294
26/02/2014,1155,131354.40531
26/02/2014,1170,130473.63646
26/02/2014,1185,128910.75969
26/02/2014,1200,128148.60112
26/02/2014,1215,125873.76635
26/02/2014,1230,123582.81644
26/02/2014,1245,121385.7467
26/02/2014,1260,119578.4834
26/02/2014,1275,116979.29738
26/02/2014,1290,116396.8719
26/02/2014,1305,115307.05676
26/02/2014,1320,114381.85728
26/02/2014,1335,112625.04091
26/02/2014,1350,110925.99332
26/02/2014,1365,108903.40322
26/02/2014,1380,107697.1115
27/02/2014,-45,104828.48577
27/02/2014,-30,104352.34653
27/02/2014,-15,103087.49443
27/02/2014,0,102280.95526
27/02/2014,15,102828.93799
27/02/2014,30,103169.00133
27/02/2014,45,102952.40885
27/02/2014,60,102665.19713
27/02/2014,75,101038.88192
27/02/2014,90,99704.968337
27/02/2014,105,99974.158899
27/02/2014,120,100796.21668
27/02/2014,135,100426.863
27/02/2014,150,99863.578738
27/02/2014,165,99883.820327
27/02/2014,180,101036.69844
27/02/2014,195,103466.47814
27/02/2014,210,105416.73303
27/02/2014,225,106924.63648
27/02/2014,240,107844.93022
27/02/2014,255,111651.96107
27/02/2014,270,114586.05616
27/02/2014,285,117930.3131
27/02/2014,300,120484.13829
27/02/2014,315,127369.36122
27/02/2014,330,133089.92672
27/02/2014,345,136668.09338
27/02/2014,360,139914.02256
27/02/2014,375,142888.52029
27/02/2014,390,144271.76999
27/02/2014,405,146067.8451
27/02/2014,420,150395.60688
27/02/2014,435,153962.01238
27/02/2014,450,155296.9576
27/02/2014,465,156015.25356
27/02/2014,480,156473.1924
27/02/2014,495,158820.1525
27/02/2014,510,158949.39265
27/02/2014,525,158690.90295
27/02/2014,540,158033.27857
27/02/2014,555,157392.3026
27/02/2014,570,156815.95423
27/02/2014,585,155394.91923
27/02/2014,600,154864.35488
27/02/2014,615,154009.00424
27/02/2014,630,153067.80017
27/02/2014,645,152801.47559
27/02/2014,660,153306.81826
27/02/2014,675,153895.41108
27/02/2014,690,154224.26661
27/02/2014,705,153977.98479
27/02/2014,720,153503.6308
27/02/2014,735,153806.23201
27/02/2014,750,152813.91308
27/02/2014,765,151989.75592
27/02/2014,780,149298.20662
27/02/2014,795,148392.86777
27/02/2014,810,148180.05901
27/02/2014,825,146424.99872
27/02/2014,840,145783.96309
27/02/2014,855,146210.78141
27/02/2014,870,145417.44961
27/02/2014,885,143911.35694
27/02/2014,900,143208.07069
27/02/2014,915,141497.34536
27/02/2014,930,140660.37011
27/02/2014,945,139323.69531
27/02/2014,960,139080.5778
27/02/2014,975,139007.76446
27/02/2014,990,139719.90544
27/02/2014,1005,140756.55554
27/02/2014,1020,142286.12385
27/02/2014,1035,140875.5876
27/02/2014,1050,140222.5881
27/02/2014,1065,138907.59186
27/02/2014,1080,137832.71951
27/02/2014,1095,136510.8085
27/02/2014,1110,135870.3736
27/02/2014,1125,134138.52366
27/02/2014,1140,133040.48854
27/02/2014,1155,132162.46993
27/02/2014,1170,130445.61942
27/02/2014,1185,129267.77229
27/02/2014,1200,128519.99737
27/02/2014,1215,125164.41248
27/02/2014,1230,122786.35471
27/02/2014,1245,120734.72909
27/02/2014,1260,117425.52221
27/02/2014,1275,115871.05507
27/02/2014,1290,115118.83914
27/02/2014,1305,114420.33193
27/02/2014,1320,114118.31139
27/02/2014,1335,111293.73834
27/02/2014,1350,109547.62642
27/02/2014,1365,107403.41428
27/02/2014,1380,105487.05052
28/02/2014,-45,104010.60551
28/02/2014,-30,104012.2792
28/02/2014,-15,103538.2359
28/02/2014,0,102782.18768
28/02/2014,15,103413.18251
28/02/2014,30,103905.74464
28/02/2014,45,103759.08802
28/02/2014,60,103676.99835
28/02/2014,75,103717.89193
28/02/2014,90,103511.07008
28/02/2014,105,103273.32304
28/02/2014,120,103679.90291
28/02/2014,135,103171.23888
28/02/2014,150,103945.18136
28/02/2014,165,103640.38022
28/02/2014,180,104702.88069
28/02/2014,195,107577.14413
28/02/2014,210,108581.37399
28/02/2014,225,109664.55165
28/02/2014,240,111292.29194
28/02/2014,255,114153.72576
28/02/2014,270,116779.35954
28/02/2014,285,119636.35572
28/02/2014,300,121866.34161
28/02/2014,315,128773.37111
28/02/2014,330,133210.60338
28/02/2014,345,135610.29613
28/02/2014,360,137871.93459
28/02/2014,375,142247.59705
28/02/2014,390,145035.13605
28/02/2014,405,147948.43446
28/02/2014,420,150100.53516
28/02/2014,435,153548.16095
28/02/2014,450,156098.9821
28/02/2014,465,156731.88909
28/02/2014,480,159328.50631
28/02/2014,495,162023.73338
28/02/2014,510,162507.82831
28/02/2014,525,162228.68467
28/02/2014,540,161545.99742
28/02/2014,555,160495.16914
28/02/2014,570,159310.61854
28/02/2014,585,156722.81835
28/02/2014,600,155631.20648
28/02/2014,615,155144.43812
28/02/2014,630,154952.05725
28/02/2014,645,154713.19361
28/02/2014,660,154870.7089
28/02/2014,675,155602.74398
28/02/2014,690,155543.88972
28/02/2014,705,155224.368
28/02/2014,720,153406.51507
28/02/2014,735,152095.3384
28/02/2014,750,151017.30057
28/02/2014,765,149755.28149
28/02/2014,780,147411.23749
28/02/2014,795,145871.41793
28/02/2014,810,145217.55031
28/02/2014,825,144109.65645
28/02/2014,840,142958.04738
28/02/2014,855,140474.60036
28/02/2014,870,139263.27544
28/02/2014,885,139226.94705
28/02/2014,900,138889.29879
28/02/2014,915,137210.48449
28/02/2014,930,136567.49371
28/02/2014,945,134156.39566
28/02/2014,960,133796.79284
28/02/2014,975,134558.1264
28/02/2014,990,135077.44954
28/02/2014,1005,136443.44559
28/02/2014,1020,138643.48358
28/02/2014,1035,138563.70601
28/02/2014,1050,137287.73431
28/02/2014,1065,136242.99304
28/02/2014,1080,136077.97331
28/02/2014,1095,134245.2537
28/02/2014,1110,132990.62201
28/02/2014,1125,131695.82839
28/02/2014,1140,129612.53438
28/02/2014,1155,128764.44864
28/02/2014,1170,128675.08959
28/02/2014,1185,127008.57803
28/02/2014,1200,126826.68404
28/02/2014,1215,124083.37031
28/02/2014,1230,121059.30988
28/02/2014,1245,118931.69354
28/02/2014,1260,115641.87616
28/02/2014,1275,114551.20276
28/02/2014,1290,113566.32419
28/02/2014,1305,112762.21793
28/02/2014,1320,112133.11141
28/02/2014,1335,110936.76265
28/02/2014,1350,109640.93913
28/02/2014,1365,108233.97336
28/02/2014,1380,107513.59174
01/03/2014,-45,103858.98002
01/03/2014,-30,102875.3497
01/03/2014,-15,102472.20671
01/03/2014,0,101610.43592
01/03/2014,15,101681.34094
01/03/2014,30,101943.07327
01/03/2014,45,101892.83336
01/03/2014,60,102035.60755
01/03/2014,75,101594.30304
01/03/2014,90,101438.56582
01/03/2014,105,101546.73745
01/03/2014,120,100926.55241
01/03/2014,135,101025.42473
01/03/2014,150,100593.40272
01/03/2014,165,100231.7732
01/03/2014,180,100992.37656
01/03/2014,195,103338.35054
01/03/2014,210,104369.84387
01/03/2014,225,105734.59356
01/03/2014,240,106242.73834
01/03/2014,255,107785.71043
01/03/2014,270,108862.79254
01/03/2014,285,109416.86023
01/03/2014,300,108305.66803
01/03/2014,315,111634.49161
01/03/2014,330,113525.30916
01/03/2014,345,111755.3906
01/03/2014,360,111240.50177
01/03/2014,375,112182.13312
01/03/2014,390,113173.5969
01/03/2014,405,114849.95402
01/03/2014,420,115614.50357
01/03/2014,435,116296.02609
01/03/2014,450,117291.43981
01/03/2014,465,117502.80838
01/03/2014,480,119038.38375
01/03/2014,495,120496.79815
01/03/2014,510,121416.65816
01/03/2014,525,121669.48925
01/03/2014,540,121119.11374
01/03/2014,555,121061.81444
01/03/2014,570,121299.74333
01/03/2014,585,121287.45829
01/03/2014,600,121439.6785
01/03/2014,615,120990.75567
01/03/2014,630,120007.76344
01/03/2014,645,119465.30369
01/03/2014,660,119335.11508
01/03/2014,675,120664.99012
01/03/2014,690,121082.95611
01/03/2014,705,121380.80352
01/03/2014,720,121092.28786
01/03/2014,735,120904.64261
01/03/2014,750,119404.49001
01/03/2014,765,117996.65435
01/03/2014,780,115956.94387
01/03/2014,795,115080.90102
01/03/2014,810,114496.01632
01/03/2014,825,113412.60748
01/03/2014,840,112977.35589
01/03/2014,855,111101.71343
01/03/2014,870,110873.5868
01/03/2014,885,110741.24232
01/03/2014,900,109716.28599
01/03/2014,915,109248.55351
01/03/2014,930,108890.55485
01/03/2014,945,106916.03375
01/03/2014,960,107061.26647
01/03/2014,975,108504.52189
01/03/2014,990,109330.39128
01/03/2014,1005,110419.98786
01/03/2014,1020,111513.74498
01/03/2014,1035,111677.14184
01/03/2014,1050,111906.50499
01/03/2014,1065,111663.37429
01/03/2014,1080,111432.65968
01/03/2014,1095,110670.63847
01/03/2014,1110,109446.0242
01/03/2014,1125,108382.20688
01/03/2014,1140,108105.15496
01/03/2014,1155,108292.25507
01/03/2014,1170,107326.6664
01/03/2014,1185,106374.06267
01/03/2014,1200,105742.72685
01/03/2014,1215,103578.7678
01/03/2014,1230,101782.79505
01/03/2014,1245,100301.91783
01/03/2014,1260,98955.912904
01/03/2014,1275,98907.627002
01/03/2014,1290,98601.764485
01/03/2014,1305,98164.096578
01/03/2014,1320,97283.339945
01/03/2014,1335,96090.497452
01/03/2014,1350,95611.471107
01/03/2014,1365,94357.374539
01/03/2014,1380,93075.556882
02/03/2014,-45,91121.888591
02/03/2014,-30,90342.088168
02/03/2014,-15,89753.165813
02/03/2014,0,88951.919026
02/03/2014,15,89104.816848
02/03/2014,30,89503.790446
02/03/2014,45,89459.556658
02/03/2014,60,89584.221458
02/03/2014,75,89415.579519
02/03/2014,90,89525.571645
02/03/2014,105,89099.80518
02/03/2014,120,88807.588091
02/03/2014,135,88160.23455
02/03/2014,150,87860.857374
02/03/2014,165,88084.85833
02/03/2014,180,88911.548436
02/03/2014,195,91163.931777
02/03/2014,210,91802.258953
02/03/2014,225,92666.754698
02/03/2014,240,93753.852785
02/03/2014,255,94526.774665
02/03/2014,270,94638.902316
02/03/2014,285,93984.817896
02/03/2014,300,93849.041872
02/03/2014,315,95724.839972
02/03/2014,330,96422.272865
