DATUM,CAS,SUM_of_MNOZSTVO
19/10/2013,255,98623.461361
19/10/2013,270,101039.03923
19/10/2013,285,101827.39292
19/10/2013,300,102358.76544
19/10/2013,315,102877.34529
19/10/2013,330,102789.66287
19/10/2013,345,103009.46138
19/10/2013,360,103717.52292
19/10/2013,375,105096.31456
19/10/2013,390,105689.23033
19/10/2013,405,104304.12488
19/10/2013,420,106192.05203
19/10/2013,435,108370.4909
19/10/2013,450,108851.48228
19/10/2013,465,109292.26537
19/10/2013,480,109648.38661
19/10/2013,495,110296.2232
19/10/2013,510,110596.74048
19/10/2013,525,110728.86711
19/10/2013,540,110761.98658
19/10/2013,555,111090.86394
19/10/2013,570,110426.30313
19/10/2013,585,109969.26893
19/10/2013,600,109619.78809
19/10/2013,615,111427.59983
19/10/2013,630,111099.14006
19/10/2013,645,110661.85084
19/10/2013,660,110975.88749
19/10/2013,675,110927.53737
19/10/2013,690,110249.33526
19/10/2013,705,109530.37421
19/10/2013,720,107943.26724
19/10/2013,735,108136.68808
19/10/2013,750,109213.36604
19/10/2013,765,108714.16458
19/10/2013,780,107820.31462
19/10/2013,795,107230.12628
19/10/2013,810,107869.328
19/10/2013,825,107496.98321
19/10/2013,840,108066.16038
19/10/2013,855,107708.31417
19/10/2013,870,107405.51772
19/10/2013,885,106764.26837
19/10/2013,900,107130.35012
19/10/2013,915,107683.83825
19/10/2013,930,107846.52733
19/10/2013,945,108431.46354
19/10/2013,960,108622.64469
19/10/2013,975,110442.3414
19/10/2013,990,111952.60665
19/10/2013,1005,112139.52693
19/10/2013,1020,112407.89729
19/10/2013,1035,110671.39242
19/10/2013,1050,110238.78469
19/10/2013,1065,109847.5906
19/10/2013,1080,109397.0543
19/10/2013,1095,108649.4449
19/10/2013,1110,107209.3042
19/10/2013,1125,106222.03486
19/10/2013,1140,105487.55341
19/10/2013,1155,102802.27664
19/10/2013,1170,101918.55205
19/10/2013,1185,100672.1936
19/10/2013,1200,99203.102382
19/10/2013,1215,97689.443987
19/10/2013,1230,97982.723449
19/10/2013,1245,97043.957728
19/10/2013,1260,96368.810776
19/10/2013,1275,95653.380166
19/10/2013,1290,94722.434603
19/10/2013,1305,93007.022683
19/10/2013,1320,91815.82797
20/10/2013,-105,89591.007047
20/10/2013,-90,88515.595375
20/10/2013,-75,87664.29254
20/10/2013,-60,87210.91089
20/10/2013,-45,88196.802877
20/10/2013,-30,88136.2262
20/10/2013,-15,87399.879984
20/10/2013,0,87579.409959
20/10/2013,15,86900.811067
20/10/2013,30,86858.940993
20/10/2013,45,86958.835722
20/10/2013,60,87245.398622
20/10/2013,75,87128.826051
20/10/2013,90,86573.407822
20/10/2013,105,85335.601548
20/10/2013,120,86281.171475
20/10/2013,135,87725.252966
20/10/2013,150,89631.538808
20/10/2013,165,90235.980474
20/10/2013,180,91209.635293
20/10/2013,195,92022.357947
20/10/2013,210,92605.53905
20/10/2013,225,92998.873524
20/10/2013,240,93351.569413
20/10/2013,255,94279.988573
20/10/2013,270,95769.833162
20/10/2013,285,95983.01219
20/10/2013,300,96677.281049
20/10/2013,315,97596.377525
20/10/2013,330,97523.301574
20/10/2013,345,97447.292376
20/10/2013,360,97707.637913
20/10/2013,375,98225.154069
20/10/2013,390,97770.720315
20/10/2013,405,97693.689479
20/10/2013,420,99417.624014
20/10/2013,435,100377.71389
20/10/2013,450,101345.29144
20/10/2013,465,101225.90667
20/10/2013,480,102135.83703
20/10/2013,495,102837.4412
20/10/2013,510,102957.29351
20/10/2013,525,102561.3675
20/10/2013,540,102660.55785
20/10/2013,555,102200.01228
20/10/2013,570,101913.39387
20/10/2013,585,102503.1569
20/10/2013,600,101894.27359
20/10/2013,615,103786.09011
20/10/2013,630,104137.76379
20/10/2013,645,104750.29435
20/10/2013,660,104370.75541
20/10/2013,675,104694.58106
20/10/2013,690,104449.519
20/10/2013,705,103776.25509
20/10/2013,720,102104.56006
20/10/2013,735,102377.11445
20/10/2013,750,103521.95728
20/10/2013,765,103334.98
20/10/2013,780,103426.70139
20/10/2013,795,103116.42465
20/10/2013,810,103355.15621
20/10/2013,825,103059.86922
20/10/2013,840,102747.16166
20/10/2013,855,102374.81356
20/10/2013,870,103011.51022
20/10/2013,885,102887.64575
20/10/2013,900,103686.91289
20/10/2013,915,104105.56113
20/10/2013,930,103565.74094
20/10/2013,945,103936.39892
20/10/2013,960,105544.66635
20/10/2013,975,107776.92711
20/10/2013,990,108472.54345
20/10/2013,1005,109081.27779
20/10/2013,1020,109470.15417
20/10/2013,1035,108852.61788
20/10/2013,1050,108976.36619
20/10/2013,1065,108073.70534
20/10/2013,1080,106996.38254
20/10/2013,1095,106714.13144
20/10/2013,1110,106460.91288
20/10/2013,1125,105953.11354
20/10/2013,1140,104820.80383
20/10/2013,1155,102075.9441
20/10/2013,1170,100885.36691
20/10/2013,1185,99575.067934
20/10/2013,1200,97851.486444
20/10/2013,1215,91894.804565
20/10/2013,1230,90645.453475
20/10/2013,1245,89778.975857
20/10/2013,1260,89706.594497
20/10/2013,1275,88206.886899
20/10/2013,1290,87424.232406
20/10/2013,1305,86193.02081
20/10/2013,1320,84721.43241
21/10/2013,-105,82583.146557
21/10/2013,-90,81713.559546
21/10/2013,-75,80367.108429
21/10/2013,-60,80337.284314
21/10/2013,-45,79929.093386
21/10/2013,-30,79838.43498
21/10/2013,-15,79100.460928
21/10/2013,0,79039.422798
21/10/2013,15,78464.066381
21/10/2013,30,78239.849169
21/10/2013,45,78144.919515
21/10/2013,60,78439.035898
21/10/2013,75,78937.761756
21/10/2013,90,80685.456956
21/10/2013,105,81882.295469
21/10/2013,120,82041.435175
21/10/2013,135,83919.978689
21/10/2013,150,85421.114792
21/10/2013,165,86693.723291
21/10/2013,180,88813.111094
21/10/2013,195,93339.872027
21/10/2013,210,98249.178267
21/10/2013,225,102846.61164
21/10/2013,240,108168.56444
21/10/2013,255,118697.2696
21/10/2013,270,126278.18853
21/10/2013,285,130411.47854
21/10/2013,300,135987.80827
21/10/2013,315,142134.43753
21/10/2013,330,144447.26815
21/10/2013,345,147067.45511
21/10/2013,360,149841.3756
21/10/2013,375,153430.43609
21/10/2013,390,156075.20692
21/10/2013,405,155443.89723
21/10/2013,420,156137.05023
21/10/2013,435,158226.15839
21/10/2013,450,157810.85131
21/10/2013,465,157395.17106
21/10/2013,480,157564.90162
21/10/2013,495,156982.24139
21/10/2013,510,157096.1139
21/10/2013,525,156600.93152
21/10/2013,540,156162.77456
21/10/2013,555,155920.75993
21/10/2013,570,153997.10461
21/10/2013,585,153834.08499
21/10/2013,600,152992.49345
21/10/2013,615,155021.51014
21/10/2013,630,155829.12919
21/10/2013,645,157054.42534
21/10/2013,660,156948.08141
21/10/2013,675,156856.27181
21/10/2013,690,155960.44488
21/10/2013,705,155202.10186
21/10/2013,720,153240.92397
21/10/2013,735,152595.33967
21/10/2013,750,152263.51233
21/10/2013,765,151689.62908
21/10/2013,780,151787.54548
21/10/2013,795,150488.52771
21/10/2013,810,150005.37006
21/10/2013,825,149265.82485
21/10/2013,840,148264.22537
21/10/2013,855,146743.21954
21/10/2013,870,145763.16498
21/10/2013,885,142415.51189
21/10/2013,900,140991.62603
21/10/2013,915,140358.32009
21/10/2013,930,140367.68202
21/10/2013,945,139448.97648
21/10/2013,960,139503.12075
21/10/2013,975,139906.49258
21/10/2013,990,140693.22294
21/10/2013,1005,139205.55938
21/10/2013,1020,138827.57045
21/10/2013,1035,136234.90167
21/10/2013,1050,134249.93978
21/10/2013,1065,132746.525
21/10/2013,1080,130396.21941
21/10/2013,1095,129183.02607
21/10/2013,1110,127120.56489
21/10/2013,1125,126359.71302
21/10/2013,1140,125131.21762
21/10/2013,1155,122246.16715
21/10/2013,1170,119434.97177
21/10/2013,1185,117505.90042
21/10/2013,1200,114845.99714
21/10/2013,1215,113963.92411
21/10/2013,1230,114302.57323
21/10/2013,1245,112375.42606
21/10/2013,1260,111112.69037
21/10/2013,1275,109850.82416
21/10/2013,1290,107906.52623
21/10/2013,1305,106489.47949
21/10/2013,1320,105148.36719
22/10/2013,-105,101776.05514
22/10/2013,-90,100619.43063
22/10/2013,-75,99769.039056
22/10/2013,-60,99349.383975
22/10/2013,-45,99440.717349
22/10/2013,-30,98986.389057
22/10/2013,-15,99214.869065
22/10/2013,0,98965.446842
22/10/2013,15,98722.060932
22/10/2013,30,98708.922563
22/10/2013,45,98375.785847
22/10/2013,60,98122.472238
22/10/2013,75,97810.932201
22/10/2013,90,97739.116916
22/10/2013,105,97354.341563
22/10/2013,120,97339.061947
22/10/2013,135,99860.257611
22/10/2013,150,101230.63201
22/10/2013,165,102705.28987
22/10/2013,180,104636.52588
22/10/2013,195,107401.45414
22/10/2013,210,111099.56616
22/10/2013,225,112736.78298
22/10/2013,240,116018.75768
22/10/2013,255,123812.60348
22/10/2013,270,129634.10426
22/10/2013,285,133611.27017
22/10/2013,300,138941.54362
22/10/2013,315,144520.18525
22/10/2013,330,147685.87651
22/10/2013,345,149386.96309
22/10/2013,360,152684.28152
22/10/2013,375,156684.27418
22/10/2013,390,158884.53226
22/10/2013,405,158401.27206
22/10/2013,420,159415.529
22/10/2013,435,160124.45902
22/10/2013,450,161230.13436
22/10/2013,465,163012.60698
22/10/2013,480,163020.66253
22/10/2013,495,163319.76837
22/10/2013,510,163027.3927
22/10/2013,525,161319.9352
22/10/2013,540,159795.84417
22/10/2013,555,158107.58046
22/10/2013,570,158607.37973
22/10/2013,585,158637.57756
22/10/2013,600,157939.70546
22/10/2013,615,159390.55666
22/10/2013,630,158999.22348
22/10/2013,645,158913.34555
22/10/2013,660,158491.86916
22/10/2013,675,158321.60676
22/10/2013,690,157426.29186
22/10/2013,705,156705.82769
22/10/2013,720,155851.57834
22/10/2013,735,155822.58637
22/10/2013,750,156469.68482
22/10/2013,765,156176.43641
22/10/2013,780,155340.21992
22/10/2013,795,153317.5166
22/10/2013,810,151648.12428
22/10/2013,825,150013.81076
22/10/2013,840,148271.5969
22/10/2013,855,145870.11651
22/10/2013,870,144579.5156
22/10/2013,885,142165.26033
22/10/2013,900,141574.86177
22/10/2013,915,140786.04021
22/10/2013,930,141213.04713
22/10/2013,945,141316.27619
22/10/2013,960,140579.96779
22/10/2013,975,140403.99588
22/10/2013,990,140503.69135
22/10/2013,1005,139477.43871
22/10/2013,1020,138412.96217
22/10/2013,1035,135567.55516
22/10/2013,1050,133831.4347
22/10/2013,1065,131792.16668
22/10/2013,1080,129961.95952
22/10/2013,1095,128964.12811
22/10/2013,1110,127660.74871
22/10/2013,1125,126998.32654
22/10/2013,1140,125898.08588
22/10/2013,1155,123123.43485
22/10/2013,1170,119836.80508
22/10/2013,1185,117799.32318
22/10/2013,1200,113593.11369
22/10/2013,1215,112381.17753
22/10/2013,1230,112132.85325
22/10/2013,1245,111043.2695
22/10/2013,1260,109938.89716
22/10/2013,1275,108504.4078
22/10/2013,1290,106820.47685
22/10/2013,1305,105239.81999
22/10/2013,1320,103943.39557
23/10/2013,-105,103988.93183
23/10/2013,-90,103466.55646
23/10/2013,-75,102194.58396
23/10/2013,-60,101212.33689
23/10/2013,-45,101996.55794
23/10/2013,-30,102207.77865
23/10/2013,-15,101696.88852
23/10/2013,0,101084.60091
23/10/2013,15,100618.36196
23/10/2013,30,100248.52141
23/10/2013,45,98864.09051
23/10/2013,60,99019.122116
23/10/2013,75,99171.734554
23/10/2013,90,98719.559666
23/10/2013,105,98839.333483
23/10/2013,120,99300.031133
23/10/2013,135,102009.51944
23/10/2013,150,104350.98146
23/10/2013,165,105101.29718
23/10/2013,180,106904.90845
23/10/2013,195,109508.02229
23/10/2013,210,111678.79302
23/10/2013,225,114642.17471
23/10/2013,240,117977.00986
23/10/2013,255,125619.15644
23/10/2013,270,130580.15427
23/10/2013,285,135315.59924
23/10/2013,300,140060.26633
23/10/2013,315,146310.98304
23/10/2013,330,149186.29262
23/10/2013,345,151543.11034
23/10/2013,360,154154.39889
23/10/2013,375,157249.5073
23/10/2013,390,159304.73076
23/10/2013,405,159319.65088
23/10/2013,420,159837.56959
23/10/2013,435,161320.67583
23/10/2013,450,161330.50512
23/10/2013,465,160974.69752
23/10/2013,480,159993.64988
23/10/2013,495,160393.41875
23/10/2013,510,160558.95216
23/10/2013,525,160116.77151
23/10/2013,540,160559.48225
23/10/2013,555,159725.64821
23/10/2013,570,158368.1013
23/10/2013,585,157004.07585
23/10/2013,600,157553.03863
23/10/2013,615,160181.40232
23/10/2013,630,160031.8128
23/10/2013,645,160592.69328
23/10/2013,660,160724.64142
23/10/2013,675,161321.01515
23/10/2013,690,160137.61065
23/10/2013,705,158505.61692
23/10/2013,720,156677.30926
23/10/2013,735,156165.63514
23/10/2013,750,158377.97297
23/10/2013,765,157603.8161
23/10/2013,780,156882.38928
23/10/2013,795,154624.42898
23/10/2013,810,153658.58147
23/10/2013,825,152638.84062
23/10/2013,840,152510.65303
23/10/2013,855,149266.89059
23/10/2013,870,149021.43186
23/10/2013,885,148782.76537
23/10/2013,900,147541.26861
23/10/2013,915,145753.29452
23/10/2013,930,144911.95156
23/10/2013,945,144784.35682
23/10/2013,960,145761.09146
23/10/2013,975,145169.41605
23/10/2013,990,144881.01918
23/10/2013,1005,143985.49313
23/10/2013,1020,142029.24351
23/10/2013,1035,139899.03488
23/10/2013,1050,138541.08497
23/10/2013,1065,136526.35806
23/10/2013,1080,133701.72361
23/10/2013,1095,132004.7125
23/10/2013,1110,131236.37074
23/10/2013,1125,129485.79702
23/10/2013,1140,128290.82484
23/10/2013,1155,124692.17604
23/10/2013,1170,122376.00431
23/10/2013,1185,119114.43498
23/10/2013,1200,116191.5222
23/10/2013,1215,116213.97995
23/10/2013,1230,115026.30915
23/10/2013,1245,113491.17377
23/10/2013,1260,113259.07401
23/10/2013,1275,111605.20196
23/10/2013,1290,110945.1896
23/10/2013,1305,109050.78945
23/10/2013,1320,107051.40639
24/10/2013,-105,102316.73452
24/10/2013,-90,101892.28161
24/10/2013,-75,100520.41074
24/10/2013,-60,99612.441972
24/10/2013,-45,100049.70368
24/10/2013,-30,100280.16439
24/10/2013,-15,100237.78001
24/10/2013,0,99482.575729
24/10/2013,15,98733.806344
24/10/2013,30,98531.629309
24/10/2013,45,98506.462307
24/10/2013,60,98437.89522
24/10/2013,75,98069.761031
24/10/2013,90,98307.464312
24/10/2013,105,97287.111736
24/10/2013,120,97628.749154
24/10/2013,135,99171.347251
24/10/2013,150,100721.12308
24/10/2013,165,102298.7837
24/10/2013,180,103742.64976
24/10/2013,195,106863.01161
24/10/2013,210,109602.12577
24/10/2013,225,112557.62732
24/10/2013,240,115910.59068
24/10/2013,255,123060.1137
24/10/2013,270,128570.09552
24/10/2013,285,133092.53315
24/10/2013,300,138467.71035
24/10/2013,315,144026.13662
24/10/2013,330,147168.02163
24/10/2013,345,149674.32898
24/10/2013,360,152369.378
24/10/2013,375,156226.9151
24/10/2013,390,157321.04572
24/10/2013,405,158725.20081
24/10/2013,420,160359.04157
24/10/2013,435,163313.48949
24/10/2013,450,164283.18739
24/10/2013,465,165191.29304
24/10/2013,480,165694.59446
24/10/2013,495,165456.46406
24/10/2013,510,166079.74782
24/10/2013,525,165973.4892
24/10/2013,540,165347.4683
24/10/2013,555,163461.97713
24/10/2013,570,161744.26638
24/10/2013,585,160594.28209
24/10/2013,600,160643.08229
24/10/2013,615,159905.27227
24/10/2013,630,160912.78215
24/10/2013,645,161317.79613
24/10/2013,660,161141.21528
24/10/2013,675,161285.01973
24/10/2013,690,161042.49469
24/10/2013,705,158226.12059
24/10/2013,720,156445.76823
24/10/2013,735,156681.05864
24/10/2013,750,156270.32259
24/10/2013,765,155386.34757
24/10/2013,780,154548.73491
24/10/2013,795,153088.38784
24/10/2013,810,152090.10126
24/10/2013,825,150467.57065
24/10/2013,840,149070.93007
24/10/2013,855,146577.94637
24/10/2013,870,145049.88752
24/10/2013,885,144314.48082
24/10/2013,900,144161.26987
24/10/2013,915,142204.8227
24/10/2013,930,141455.04707
24/10/2013,945,140029.44881
24/10/2013,960,140353.9242
24/10/2013,975,140339.09979
24/10/2013,990,140413.76467
24/10/2013,1005,139412.21363
24/10/2013,1020,138651.28875
24/10/2013,1035,136391.30178
24/10/2013,1050,134797.14169
24/10/2013,1065,133052.03452
24/10/2013,1080,130634.72398
24/10/2013,1095,129983.55207
24/10/2013,1110,128731.57881
24/10/2013,1125,126803.75671
24/10/2013,1140,125514.05936
24/10/2013,1155,121904.08448
24/10/2013,1170,119029.48488
24/10/2013,1185,116225.6979
24/10/2013,1200,113054.21043
24/10/2013,1215,112921.51666
24/10/2013,1230,112859.79901
24/10/2013,1245,111239.23622
24/10/2013,1260,110111.43893
24/10/2013,1275,108666.84738
24/10/2013,1290,107235.27723
24/10/2013,1305,105392.28729
24/10/2013,1320,104616.5561
25/10/2013,-105,101806.73009
25/10/2013,-90,101405.27964
25/10/2013,-75,100870.07271
25/10/2013,-60,99959.460575
25/10/2013,-45,99622.876754
25/10/2013,-30,99709.469863
25/10/2013,-15,99652.304161
25/10/2013,0,98821.06283
25/10/2013,15,98457.274365
25/10/2013,30,98883.380691
25/10/2013,45,98932.897207
25/10/2013,60,98718.774583
25/10/2013,75,98564.677522
25/10/2013,90,98669.32078
25/10/2013,105,97459.032265
25/10/2013,120,97437.717668
25/10/2013,135,99800.10313
25/10/2013,150,100963.58341
25/10/2013,165,102464.08713
25/10/2013,180,104444.53251
25/10/2013,195,107385.17265
25/10/2013,210,109877.87194
25/10/2013,225,112247.00144
25/10/2013,240,114120.21373
25/10/2013,255,122950.83869
25/10/2013,270,128298.96637
25/10/2013,285,132236.74209
25/10/2013,300,136868.06492
25/10/2013,315,142403.04736
25/10/2013,330,145611.72671
25/10/2013,345,147822.57327
25/10/2013,360,149434.61272
25/10/2013,375,153190.67677
25/10/2013,390,156108.75395
25/10/2013,405,156603.89199
25/10/2013,420,158090.83312
25/10/2013,435,159943.34074
25/10/2013,450,159314.41408
25/10/2013,465,159586.56782
25/10/2013,480,160112.61377
25/10/2013,495,161120.40518
25/10/2013,510,160959.87533
25/10/2013,525,160843.88919
25/10/2013,540,159516.39743
25/10/2013,555,158975.18726
25/10/2013,570,158533.91688
25/10/2013,585,157634.44215
25/10/2013,600,156543.98114
25/10/2013,615,157444.17948
25/10/2013,630,157412.08372
25/10/2013,645,156116.31192
25/10/2013,660,154610.93153
25/10/2013,675,153338.94423
25/10/2013,690,152837.61183
25/10/2013,705,151016.00869
25/10/2013,720,148267.38827
25/10/2013,735,147538.41836
25/10/2013,750,148338.98704
25/10/2013,765,148136.76156
25/10/2013,780,147135.10514
25/10/2013,795,145704.50245
25/10/2013,810,144233.76593
25/10/2013,825,142911.70372
25/10/2013,840,141632.08349
25/10/2013,855,139311.92024
25/10/2013,870,137447.95938
25/10/2013,885,135322.78819
25/10/2013,900,135185.46822
25/10/2013,915,135713.57807
25/10/2013,930,135918.08374
25/10/2013,945,135590.10784
25/10/2013,960,135998.10585
25/10/2013,975,135615.72248
25/10/2013,990,135570.81551
25/10/2013,1005,134450.62198
25/10/2013,1020,133408.76028
25/10/2013,1035,131569.04265
25/10/2013,1050,130045.43195
25/10/2013,1065,128406.8448
25/10/2013,1080,126176.45967
25/10/2013,1095,125432.65802
25/10/2013,1110,123751.26326
25/10/2013,1125,122658.00898
25/10/2013,1140,121097.11476
25/10/2013,1155,119002.69678
25/10/2013,1170,116656.37596
25/10/2013,1185,114224.33705
25/10/2013,1200,111345.02831
25/10/2013,1215,110649.64078
25/10/2013,1230,110362.06135
25/10/2013,1245,108677.05839
25/10/2013,1260,108534.74059
25/10/2013,1275,107373.64467
25/10/2013,1290,106057.56462
25/10/2013,1305,104868.92629
25/10/2013,1320,103451.77841
26/10/2013,-105,100941.12869
26/10/2013,-90,100059.77292
26/10/2013,-75,99534.768386
26/10/2013,-60,98956.560489
26/10/2013,-45,99188.734863
26/10/2013,-30,99411.312342
26/10/2013,-15,99465.065844
26/10/2013,0,99198.983079
26/10/2013,15,98537.06258
26/10/2013,30,98145.357449
26/10/2013,45,97963.403715
26/10/2013,60,97719.908972
26/10/2013,75,97647.120588
26/10/2013,90,97137.144261
26/10/2013,105,96306.423896
26/10/2013,120,97205.7287
26/10/2013,135,98396.620586
26/10/2013,150,99505.722742
26/10/2013,165,100330.88621
26/10/2013,180,100846.65678
26/10/2013,195,101300.73978
26/10/2013,210,101158.42856
26/10/2013,225,100134.40698
26/10/2013,240,99172.793297
26/10/2013,255,98116.452245
26/10/2013,270,99260.51138
26/10/2013,285,98513.283686
26/10/2013,300,97914.353301
26/10/2013,315,97880.780307
26/10/2013,330,97032.125667
26/10/2013,345,96833.360053
26/10/2013,360,96764.343119
26/10/2013,375,97646.740846
26/10/2013,390,98138.298764
26/10/2013,405,95803.932223
26/10/2013,420,96175.669917
26/10/2013,435,97671.602576
26/10/2013,450,98648.960339
26/10/2013,465,98919.729302
26/10/2013,480,99871.518331
26/10/2013,495,100557.70064
26/10/2013,510,100574.85967
26/10/2013,525,99351.593876
26/10/2013,540,99378.985782
26/10/2013,555,99282.886931
26/10/2013,570,99959.55039
26/10/2013,585,99242.03328
26/10/2013,600,99939.211722
26/10/2013,615,100177.33056
26/10/2013,630,100030.81428
26/10/2013,645,99693.007884
26/10/2013,660,99020.879803
26/10/2013,675,98422.821945
26/10/2013,690,97402.198788
26/10/2013,705,96694.496815
26/10/2013,720,95905.62478
26/10/2013,735,95587.820533
26/10/2013,750,95655.274876
26/10/2013,765,95098.801428
26/10/2013,780,95309.129199
26/10/2013,795,94245.290661
26/10/2013,810,94079.749352
26/10/2013,825,93490.097301
26/10/2013,840,93344.506604
26/10/2013,855,92924.082006
26/10/2013,870,93271.517598
26/10/2013,885,92723.280036
26/10/2013,900,92784.964148
26/10/2013,915,92782.502363
26/10/2013,930,92917.985633
26/10/2013,945,94017.263786
26/10/2013,960,94861.111439
26/10/2013,975,96437.075778
26/10/2013,990,96767.275086
26/10/2013,1005,97473.97038
26/10/2013,1020,96647.470248
26/10/2013,1035,95810.943698
26/10/2013,1050,95686.194646
26/10/2013,1065,94913.923648
26/10/2013,1080,94642.669944
26/10/2013,1095,93764.875487
26/10/2013,1110,93042.263388
26/10/2013,1125,92173.39303
26/10/2013,1140,91622.138541
26/10/2013,1155,89401.699033
26/10/2013,1170,87568.08945
26/10/2013,1185,85992.146137
26/10/2013,1200,84991.547386
26/10/2013,1215,84233.994219
26/10/2013,1230,83478.669817
26/10/2013,1245,82663.249466
26/10/2013,1260,82415.821664
26/10/2013,1275,81253.619827
26/10/2013,1290,80245.802249
26/10/2013,1305,78779.958073
26/10/2013,1320,76946.988027
27/10/2013,-105,75660.721736
27/10/2013,-90,75139.554616
27/10/2013,-75,74604.750184
27/10/2013,-60,74685.962045
27/10/2013,-45,74316.123418
27/10/2013,-30,74250.94991
27/10/2013,-15,74013.556697
27/10/2013,0,74398.464493
27/10/2013,15,74519.537011
27/10/2013,30,75052.353181
27/10/2013,45,75469.110279
27/10/2013,60,75731.995116
27/10/2013,75,75654.993811
27/10/2013,90,75598.326901
27/10/2013,105,75957.201871
27/10/2013,120,76353.633622
27/10/2013,135,76074.893697
27/10/2013,150,75891.035596
27/10/2013,165,76149.693651
27/10/2013,180,76358.089478
27/10/2013,195,77483.288957
27/10/2013,210,78729.950857
27/10/2013,225,79466.136302
27/10/2013,240,82383.510164
27/10/2013,255,84523.963521
27/10/2013,270,85516.476546
27/10/2013,285,86335.494432
27/10/2013,300,87454.029126
27/10/2013,315,90846.044732
27/10/2013,330,91952.936015
27/10/2013,345,91500.298032
27/10/2013,360,92238.405254
27/10/2013,375,93701.336183
27/10/2013,390,93940.210005
27/10/2013,405,94436.662523
27/10/2013,420,96066.831723
27/10/2013,435,97079.777426
27/10/2013,450,98044.680441
27/10/2013,465,97873.910997
27/10/2013,480,98644.834092
27/10/2013,495,100500.78558
27/10/2013,510,100563.42931
27/10/2013,525,101076.16132
27/10/2013,540,102379.40174
27/10/2013,555,103393.61832
27/10/2013,570,103344.6372
27/10/2013,585,103270.39505
27/10/2013,600,103287.06724
27/10/2013,615,103111.95086
27/10/2013,630,103429.14171
27/10/2013,645,102948.17147
27/10/2013,660,103229.24986
27/10/2013,675,103443.34104
27/10/2013,690,103961.14203
27/10/2013,705,103558.72575
27/10/2013,720,103707.04795
27/10/2013,735,103723.55176
27/10/2013,750,104168.15477
27/10/2013,765,103271.21845
27/10/2013,780,102316.23045
27/10/2013,795,102562.29371
27/10/2013,810,103391.57737
27/10/2013,825,104162.64295
27/10/2013,840,103893.27075
27/10/2013,855,103534.69531
27/10/2013,870,103173.64841
27/10/2013,885,103313.03712
27/10/2013,900,103623.19542
27/10/2013,915,102862.15541
27/10/2013,930,103487.00325
27/10/2013,945,102894.90626
27/10/2013,960,105529.36061
27/10/2013,975,106761.59102
27/10/2013,990,107278.01404
27/10/2013,1005,108100.65249
27/10/2013,1020,107831.22892
27/10/2013,1035,108168.05473
27/10/2013,1050,107636.55781
27/10/2013,1065,108161.53061
27/10/2013,1080,107552.23092
27/10/2013,1095,106762.23766
27/10/2013,1110,106869.16836
27/10/2013,1125,106600.34999
27/10/2013,1140,106522.13299
27/10/2013,1155,106079.48854
27/10/2013,1170,106286.0253
27/10/2013,1185,105274.51284
27/10/2013,1200,104515.24524
27/10/2013,1215,102507.45782
27/10/2013,1230,100436.14335
27/10/2013,1245,98128.680431
27/10/2013,1260,95584.575356
27/10/2013,1275,90686.217981
27/10/2013,1290,88415.50559
27/10/2013,1305,86705.060812
27/10/2013,1320,86492.827709
27/10/2013,1335,84840.63721
27/10/2013,1350,83421.10662
27/10/2013,1365,81058.044958
27/10/2013,1380,79107.532368
28/10/2013,-45,78936.220814
28/10/2013,-30,79253.010109
28/10/2013,-15,79118.351744
28/10/2013,0,78829.782275
28/10/2013,15,78439.034396
28/10/2013,30,78352.790368
28/10/2013,45,77998.285531
28/10/2013,60,77398.881431
28/10/2013,75,77677.353061
28/10/2013,90,78042.459164
28/10/2013,105,79855.914617
28/10/2013,120,80545.992942
28/10/2013,135,81069.172212
28/10/2013,150,81352.100207
28/10/2013,165,82169.930801
28/10/2013,180,82929.168925
28/10/2013,195,85191.751514
28/10/2013,210,86706.139425
28/10/2013,225,88110.896177
28/10/2013,240,90747.959537
28/10/2013,255,94957.746606
28/10/2013,270,99063.771499
28/10/2013,285,103099.04021
28/10/2013,300,109228.96502
28/10/2013,315,119938.37371
28/10/2013,330,126341.39527
28/10/2013,345,129789.50367
28/10/2013,360,133160.94506
28/10/2013,375,137011.58005
28/10/2013,390,139395.30349
28/10/2013,405,140703.95707
28/10/2013,420,144175.33676
28/10/2013,435,148473.12248
28/10/2013,450,152438.7985
28/10/2013,465,152687.4299
28/10/2013,480,154741.14339
28/10/2013,495,157173.19255
28/10/2013,510,156654.44207
28/10/2013,525,157196.3574
28/10/2013,540,158025.96723
28/10/2013,555,158796.8723
28/10/2013,570,158556.10096
28/10/2013,585,157488.40586
28/10/2013,600,157648.0625
28/10/2013,615,156577.18071
28/10/2013,630,156593.49367
28/10/2013,645,155217.3867
28/10/2013,660,154232.36721
28/10/2013,675,156008.479
28/10/2013,690,157320.94003
28/10/2013,705,156578.84499
28/10/2013,720,155867.55273
28/10/2013,735,157234.87673
28/10/2013,750,156385.47417
28/10/2013,765,155404.03752
28/10/2013,780,153469.95767
28/10/2013,795,152662.09293
28/10/2013,810,153262.13827
28/10/2013,825,151983.05695
28/10/2013,840,152524.093
28/10/2013,855,152160.99483
28/10/2013,870,150474.15155
28/10/2013,885,149430.95032
28/10/2013,900,148740.35863
28/10/2013,915,148128.57071
28/10/2013,930,149569.11972
28/10/2013,945,148659.40215
28/10/2013,960,149053.11049
28/10/2013,975,149897.14459
28/10/2013,990,148788.40883
