datetime,time,load,load_h1,day,holiday,season,sun,temperature,pressure,wind,humidity,rainfall
2014-07-01 00:00:00,0,101118.47694,101715.01138,2,0,2,0,139,9998,46,82,0
2014-07-01 00:15:00,15,99817.507896,101118.47694,2,0,2,0,139,9998,46,82,0
2014-07-01 00:30:00,30,98710.437377,99817.507896,2,0,2,0,139,9998,46,82,0
2014-07-01 00:45:00,45,98282.929046,98710.437377,2,0,2,0,139,9998,46,82,0
2014-07-01 01:00:00,60,98894.937065,98282.929046,2,0,2,0,135,9999,56,82,0
2014-07-01 01:15:00,75,98624.946465,98894.937065,2,0,2,0,135,9999,56,82,0
2014-07-01 01:30:00,90,98604.52989,98624.946465,2,0,2,0,135,9999,56,82,0
2014-07-01 01:45:00,105,97500.733154,98604.52989,2,0,2,0,135,9999,56,82,0
2014-07-01 02:00:00,120,96478.359265,97500.733154,2,0,2,0,131,10002,61,82,0
2014-07-01 02:15:00,135,97083.632822,96478.359265,2,0,2,0,131,10002,61,82,0
2014-07-01 02:30:00,150,96962.609366,97083.632822,2,0,2,0,131,10002,61,82,0
2014-07-01 02:45:00,165,96831.498843,96962.609366,2,0,2,0,131,10002,61,82,0
2014-07-01 03:00:00,180,96845.905582,96831.498843,2,0,2,0,126,10006,51,82,0
2014-07-01 03:15:00,195,97394.636819,96845.905582,2,0,2,0,126,10006,51,82,0
2014-07-01 03:30:00,210,97538.987995,97394.636819,2,0,2,0,126,10006,51,82,0
2014-07-01 03:45:00,225,96351.265564,97538.987995,2,0,2,0,126,10006,51,82,0
2014-07-01 04:00:00,240,98790.286633,96351.265564,2,0,2,188,125,10011,47,81,0
2014-07-01 04:15:00,255,100316.37734,98790.286633,2,0,2,188,125,10011,47,81,0
2014-07-01 04:30:00,270,100689.66006,100316.37734,2,0,2,188,125,10011,47,81,0
2014-07-01 04:45:00,285,100925.98257,100689.66006,2,0,2,188,125,10011,47,81,0
2014-07-01 05:00:00,300,103033.65684,100925.98257,2,0,2,600,135,10015,49,75,0
2014-07-01 05:15:00,315,104154.33296,103033.65684,2,0,2,600,135,10015,49,75,0
2014-07-01 05:30:00,330,105718.74373,104154.33296,2,0,2,600,135,10015,49,75,0
2014-07-01 05:45:00,345,107869.42489,105718.74373,2,0,2,600,135,10015,49,75,0
2014-07-01 06:00:00,360,115452.47671,107869.42489,2,0,2,602,147,10020,69,70,0
2014-07-01 06:15:00,375,119348.15494,115452.47671,2,0,2,602,147,10020,69,70,0
2014-07-01 06:30:00,390,120838.18065,119348.15494,2,0,2,602,147,10020,69,70,0
2014-07-01 06:45:00,405,124565.55377,120838.18065,2,0,2,602,147,10020,69,70,0
2014-07-01 07:00:00,420,129520.91761,124565.55377,2,0,2,600,158,10023,69,67,0
2014-07-01 07:15:00,435,132323.38339,129520.91761,2,0,2,600,158,10023,69,67,0
2014-07-01 07:30:00,450,134358.16637,132323.38339,2,0,2,600,158,10023,69,67,0
2014-07-01 07:45:00,465,135799.56672,134358.16637,2,0,2,600,158,10023,69,67,0
2014-07-01 08:00:00,480,139359.22895,135799.56672,2,0,2,598,175,10026,55,62,0
2014-07-01 08:15:00,495,141620.31236,139359.22895,2,0,2,598,175,10026,55,62,0
2014-07-01 08:30:00,510,143190.49994,141620.31236,2,0,2,598,175,10026,55,62,0
2014-07-01 08:45:00,525,143961.13066,143190.49994,2,0,2,598,175,10026,55,62,0
2014-07-01 09:00:00,540,146415.8341,143961.13066,2,0,2,600,191,10031,47,55,0
2014-07-01 09:15:00,555,149077.13751,146415.8341,2,0,2,600,191,10031,47,55,0
2014-07-01 09:30:00,570,149055.10623,149077.13751,2,0,2,600,191,10031,47,55,0
2014-07-01 09:45:00,585,150752.1585,149055.10623,2,0,2,600,191,10031,47,55,0
2014-07-01 10:00:00,600,152193.1443,150752.1585,2,0,2,542,203,10032,35,49,0
2014-07-01 10:15:00,615,152378.8662,152193.1443,2,0,2,542,203,10032,35,49,0
2014-07-01 10:30:00,630,152947.62094,152378.8662,2,0,2,542,203,10032,35,49,0
2014-07-01 10:45:00,645,153453.84579,152947.62094,2,0,2,542,203,10032,35,49,0
2014-07-01 11:00:00,660,153188.72189,153453.84579,2,0,2,392,212,10032,32,43,0
2014-07-01 11:15:00,675,153071.57427,153188.72189,2,0,2,392,212,10032,32,43,0
2014-07-01 11:30:00,690,152879.10834,153071.57427,2,0,2,392,212,10032,32,43,0
2014-07-01 11:45:00,705,153365.6165,152879.10834,2,0,2,392,212,10032,32,43,0
2014-07-01 12:00:00,720,155451.43859,153365.6165,2,0,2,330,215,10030,27,43,0
2014-07-01 12:15:00,735,155031.85795,155451.43859,2,0,2,330,215,10030,27,43,0
2014-07-01 12:30:00,750,154922.00671,155031.85795,2,0,2,330,215,10030,27,43,0
2014-07-01 12:45:00,765,154283.85145,154922.00671,2,0,2,330,215,10030,27,43,0
2014-07-01 13:00:00,780,154420.68578,154283.85145,2,0,2,600,227,10026,19,37,0
2014-07-01 13:15:00,795,154128.41727,154420.68578,2,0,2,600,227,10026,19,37,0
2014-07-01 13:30:00,810,152253.31017,154128.41727,2,0,2,600,227,10026,19,37,0
2014-07-01 13:45:00,825,150527.70647,152253.31017,2,0,2,600,227,10026,19,37,0
2014-07-01 14:00:00,840,152280.93328,150527.70647,2,0,2,535,236,10023,19,34,0
2014-07-01 14:15:00,855,153382.76135,152280.93328,2,0,2,535,236,10023,19,34,0
2014-07-01 14:30:00,870,151977.6483,153382.76135,2,0,2,535,236,10023,19,34,0
2014-07-01 14:45:00,885,151418.61368,151977.6483,2,0,2,535,236,10023,19,34,0
2014-07-01 15:00:00,900,150839.84732,151418.61368,2,0,2,135,228,10023,16,36,0
2014-07-01 15:15:00,915,151379.1125,150839.84732,2,0,2,135,228,10023,16,36,0
2014-07-01 15:30:00,930,149931.88471,151379.1125,2,0,2,135,228,10023,16,36,0
2014-07-01 15:45:00,945,147697.65549,149931.88471,2,0,2,135,228,10023,16,36,0
2014-07-01 16:00:00,960,145715.70497,147697.65549,2,0,2,458,226,10024,47,39,0
2014-07-01 16:15:00,975,144242.21455,145715.70497,2,0,2,458,226,10024,47,39,0
2014-07-01 16:30:00,990,141573.02924,144242.21455,2,0,2,458,226,10024,47,39,0
2014-07-01 16:45:00,1005,139419.86224,141573.02924,2,0,2,458,226,10024,47,39,0
2014-07-01 17:00:00,1020,139752.2154,139419.86224,2,0,2,520,227,10023,30,36,0
2014-07-01 17:15:00,1035,139488.52727,139752.2154,2,0,2,520,227,10023,30,36,0
2014-07-01 17:30:00,1050,138528.51934,139488.52727,2,0,2,520,227,10023,30,36,0
2014-07-01 17:45:00,1065,136582.05244,138528.51934,2,0,2,520,227,10023,30,36,0
2014-07-01 18:00:00,1080,134679.6942,136582.05244,2,0,2,253,223,10024,20,37,0
2014-07-01 18:15:00,1095,134751.50905,134679.6942,2,0,2,253,223,10024,20,37,0
2014-07-01 18:30:00,1110,133618.78462,134751.50905,2,0,2,253,223,10024,20,37,0
2014-07-01 18:45:00,1125,133511.34349,133618.78462,2,0,2,253,223,10024,20,37,0
2014-07-01 19:00:00,1140,131067.32206,133511.34349,2,0,2,0,206,10024,15,48,0
2014-07-01 19:15:00,1155,129069.90044,131067.32206,2,0,2,0,206,10024,15,48,0
2014-07-01 19:30:00,1170,127601.03614,129069.90044,2,0,2,0,206,10024,15,48,0
2014-07-01 19:45:00,1185,125681.04578,127601.03614,2,0,2,0,206,10024,15,48,0
2014-07-01 20:00:00,1200,124504.9012,125681.04578,2,0,2,0,184,10029,8,60,0
2014-07-01 20:15:00,1215,124450.44181,124504.9012,2,0,2,0,184,10029,8,60,0
2014-07-01 20:30:00,1230,123112.40257,124450.44181,2,0,2,0,184,10029,8,60,0
2014-07-01 20:45:00,1245,122549.26566,123112.40257,2,0,2,0,184,10029,8,60,0
2014-07-01 21:00:00,1260,119726.23446,122549.26566,2,0,2,0,163,10033,19,72,0
2014-07-01 21:15:00,1275,119061.55116,119726.23446,2,0,2,0,163,10033,19,72,0
2014-07-01 21:30:00,1290,116879.63122,119061.55116,2,0,2,0,163,10033,19,72,0
2014-07-01 21:45:00,1305,112734.60173,116879.63122,2,0,2,0,163,10033,19,72,0
2014-07-01 22:00:00,1320,111356.10138,112734.60173,2,0,2,0,151,10034,17,77,0
2014-07-01 22:15:00,1335,111459.65535,111356.10138,2,0,2,0,151,10034,17,77,0
2014-07-01 22:30:00,1350,110199.516,111459.65535,2,0,2,0,151,10034,17,77,0
2014-07-01 22:45:00,1365,109791.51108,110199.516,2,0,2,0,151,10034,17,77,0
2014-07-01 23:00:00,1380,108526.1392,109791.51108,2,0,2,0,148,10037,22,78,0
2014-07-01 23:15:00,1395,107665.65331,108526.1392,2,0,2,0,148,10037,22,78,0
2014-07-01 23:30:00,1410,106316.52458,107665.65331,2,0,2,0,148,10037,22,78,0
2014-07-01 23:45:00,1425,104386.65058,106316.52458,2,0,2,0,148,10037,22,78,0
2014-07-02 00:00:00,0,99715.783803,104386.65058,3,0,2,0,150,10035,18,77,0
2014-07-02 00:15:00,15,98847.105892,99715.783803,3,0,2,0,150,10035,18,77,0
2014-07-02 00:30:00,30,98227.82357,98847.105892,3,0,2,0,150,10035,18,77,0
2014-07-02 00:45:00,45,97146.545454,98227.82357,3,0,2,0,150,10035,18,77,0
2014-07-02 01:00:00,60,97411.037196,97146.545454,3,0,2,0,144,10035,25,79,0
2014-07-02 01:15:00,75,97402.873384,97411.037196,3,0,2,0,144,10035,25,79,0
2014-07-02 01:30:00,90,97504.345012,97402.873384,3,0,2,0,144,10035,25,79,0
2014-07-02 01:45:00,105,97565.058815,97504.345012,3,0,2,0,144,10035,25,79,0
2014-07-02 02:00:00,120,96242.929087,97565.058815,3,0,2,0,140,10033,30,81,0
2014-07-02 02:15:00,135,96324.616317,96242.929087,3,0,2,0,140,10033,30,81,0
2014-07-02 02:30:00,150,96686.077723,96324.616317,3,0,2,0,140,10033,30,81,0
2014-07-02 02:45:00,165,96929.405976,96686.077723,3,0,2,0,140,10033,30,81,0
2014-07-02 03:00:00,180,96640.969459,96929.405976,3,0,2,0,137,10033,27,83,0
2014-07-02 03:15:00,195,96248.354329,96640.969459,3,0,2,0,137,10033,27,83,0
2014-07-02 03:30:00,210,95348.713703,96248.354329,3,0,2,0,137,10033,27,83,0
2014-07-02 03:45:00,225,95166.220687,95348.713703,3,0,2,0,137,10033,27,83,0
2014-07-02 04:00:00,240,97279.720368,95166.220687,3,0,2,0,137,10033,23,82,0
2014-07-02 04:15:00,255,98777.660553,97279.720368,3,0,2,0,137,10033,23,82,0
2014-07-02 04:30:00,270,99442.864837,98777.660553,3,0,2,0,137,10033,23,82,0
2014-07-02 04:45:00,285,100294.56655,99442.864837,3,0,2,0,137,10033,23,82,0
2014-07-02 05:00:00,300,101892.94983,100294.56655,3,0,2,0,143,10035,22,80,0
2014-07-02 05:15:00,315,103094.05823,101892.94983,3,0,2,0,143,10035,22,80,0
2014-07-02 05:30:00,330,105240.95337,103094.05823,3,0,2,0,143,10035,22,80,0
2014-07-02 05:45:00,345,107364.74435,105240.95337,3,0,2,0,143,10035,22,80,0
2014-07-02 06:00:00,360,113784.97152,107364.74435,3,0,2,553,161,10038,27,72,0
2014-07-02 06:15:00,375,118740.97503,113784.97152,3,0,2,553,161,10038,27,72,0
2014-07-02 06:30:00,390,121150.80526,118740.97503,3,0,2,553,161,10038,27,72,0
2014-07-02 06:45:00,405,123723.16179,121150.80526,3,0,2,553,161,10038,27,72,0
2014-07-02 07:00:00,420,128226.93919,123723.16179,3,0,2,600,184,10038,17,64,0
2014-07-02 07:15:00,435,131052.01118,128226.93919,3,0,2,600,184,10038,17,64,0
2014-07-02 07:30:00,450,133139.56723,131052.01118,3,0,2,600,184,10038,17,64,0
2014-07-02 07:45:00,465,136383.2939,133139.56723,3,0,2,600,184,10038,17,64,0
2014-07-02 08:00:00,480,139031.05841,136383.2939,3,0,2,600,201,10037,21,61,0
2014-07-02 08:15:00,495,142439.40536,139031.05841,3,0,2,600,201,10037,21,61,0
2014-07-02 08:30:00,510,143594.16604,142439.40536,3,0,2,600,201,10037,21,61,0
2014-07-02 08:45:00,525,146327.45156,143594.16604,3,0,2,600,201,10037,21,61,0
2014-07-02 09:00:00,540,149501.33202,146327.45156,3,0,2,572,226,10036,26,53,0
2014-07-02 09:15:00,555,150941.73004,149501.33202,3,0,2,572,226,10036,26,53,0
2014-07-02 09:30:00,570,151588.37318,150941.73004,3,0,2,572,226,10036,26,53,0
2014-07-02 09:45:00,585,152217.35709,151588.37318,3,0,2,572,226,10036,26,53,0
2014-07-02 10:00:00,600,153942.59439,152217.35709,3,0,2,528,239,10033,52,48,0
2014-07-02 10:15:00,615,155329.07406,153942.59439,3,0,2,528,239,10033,52,48,0
2014-07-02 10:30:00,630,155391.57596,155329.07406,3,0,2,528,239,10033,52,48,0
2014-07-02 10:45:00,645,155795.30502,155391.57596,3,0,2,528,239,10033,52,48,0
2014-07-02 11:00:00,660,156303.09119,155795.30502,3,0,2,470,251,10029,54,44,0
2014-07-02 11:15:00,675,155515.59907,156303.09119,3,0,2,470,251,10029,54,44,0
2014-07-02 11:30:00,690,156067.53317,155515.59907,3,0,2,470,251,10029,54,44,0
2014-07-02 11:45:00,705,157311.986,156067.53317,3,0,2,470,251,10029,54,44,0
2014-07-02 12:00:00,720,158855.67762,157311.986,3,0,2,402,259,10025,54,42,0
2014-07-02 12:15:00,735,159161.15538,158855.67762,3,0,2,402,259,10025,54,42,0
2014-07-02 12:30:00,750,159423.15944,159161.15538,3,0,2,402,259,10025,54,42,0
2014-07-02 12:45:00,765,159975.64708,159423.15944,3,0,2,402,259,10025,54,42,0
2014-07-02 13:00:00,780,159992.65981,159975.64708,3,0,2,93,255,10021,45,41,0
2014-07-02 13:15:00,795,160282.26098,159992.65981,3,0,2,93,255,10021,45,41,0
2014-07-02 13:30:00,810,158693.8723,160282.26098,3,0,2,93,255,10021,45,41,0
2014-07-02 13:45:00,825,155180.28481,158693.8723,3,0,2,93,255,10021,45,41,0
2014-07-02 14:00:00,840,155563.26373,155180.28481,3,0,2,0,230,10021,15,57,4
2014-07-02 14:15:00,855,155368.52621,155563.26373,3,0,2,0,230,10021,15,57,4
2014-07-02 14:30:00,870,154281.32461,155368.52621,3,0,2,0,230,10021,15,57,4
2014-07-02 14:45:00,885,153787.67277,154281.32461,3,0,2,0,230,10021,15,57,4
2014-07-02 15:00:00,900,153600.90198,153787.67277,3,0,2,0,219,10018,26,69,22
2014-07-02 15:15:00,915,152313.45044,153600.90198,3,0,2,0,219,10018,26,69,22
2014-07-02 15:30:00,930,149658.17365,152313.45044,3,0,2,0,219,10018,26,69,22
2014-07-02 15:45:00,945,149325.43048,149658.17365,3,0,2,0,219,10018,26,69,22
2014-07-02 16:00:00,960,147241.95342,149325.43048,3,0,2,222,194,10022,30,80,27
2014-07-02 16:15:00,975,145290.51232,147241.95342,3,0,2,222,194,10022,30,80,27
2014-07-02 16:30:00,990,141936.72354,145290.51232,3,0,2,222,194,10022,30,80,27
2014-07-02 16:45:00,1005,140571.95119,141936.72354,3,0,2,222,194,10022,30,80,27
2014-07-02 17:00:00,1020,138239.83799,140571.95119,3,0,2,3,195,10026,30,76,0
2014-07-02 17:15:00,1035,136554.05418,138239.83799,3,0,2,3,195,10026,30,76,0
2014-07-02 17:30:00,1050,134945.40782,136554.05418,3,0,2,3,195,10026,30,76,0
2014-07-02 17:45:00,1065,134126.30421,134945.40782,3,0,2,3,195,10026,30,76,0
2014-07-02 18:00:00,1080,131585.45019,134126.30421,3,0,2,0,182,10035,24,76,5
2014-07-02 18:15:00,1095,131858.11641,131585.45019,3,0,2,0,182,10035,24,76,5
2014-07-02 18:30:00,1110,131359.33749,131858.11641,3,0,2,0,182,10035,24,76,5
2014-07-02 18:45:00,1125,130089.56714,131359.33749,3,0,2,0,182,10035,24,76,5
2014-07-02 19:00:00,1140,127348.49651,130089.56714,3,0,2,0,169,10040,20,84,8
2014-07-02 19:15:00,1155,126202.35351,127348.49651,3,0,2,0,169,10040,20,84,8
2014-07-02 19:30:00,1170,125043.20621,126202.35351,3,0,2,0,169,10040,20,84,8
2014-07-02 19:45:00,1185,123309.89477,125043.20621,3,0,2,0,169,10040,20,84,8
2014-07-02 20:00:00,1200,121850.81377,123309.89477,3,0,2,0,168,10048,30,85,1
2014-07-02 20:15:00,1215,121179.3894,121850.81377,3,0,2,0,168,10048,30,85,1
2014-07-02 20:30:00,1230,120269.15391,121179.3894,3,0,2,0,168,10048,30,85,1
2014-07-02 20:45:00,1245,120571.40149,120269.15391,3,0,2,0,168,10048,30,85,1
2014-07-02 21:00:00,1260,117438.08602,120571.40149,3,0,2,0,164,10053,47,85,1
2014-07-02 21:15:00,1275,115165.49514,117438.08602,3,0,2,0,164,10053,47,85,1
2014-07-02 21:30:00,1290,113167.48527,115165.49514,3,0,2,0,164,10053,47,85,1
2014-07-02 21:45:00,1305,110107.91786,113167.48527,3,0,2,0,164,10053,47,85,1
2014-07-02 22:00:00,1320,109738.76035,110107.91786,3,0,2,0,160,10063,54,85,14
2014-07-02 22:15:00,1335,108993.15798,109738.76035,3,0,2,0,160,10063,54,85,14
2014-07-02 22:30:00,1350,108658.6314,108993.15798,3,0,2,0,160,10063,54,85,14
2014-07-02 22:45:00,1365,108452.24952,108658.6314,3,0,2,0,160,10063,54,85,14
2014-07-02 23:00:00,1380,106833.98734,108452.24952,3,0,2,0,156,10058,48,85,3
2014-07-02 23:15:00,1395,105773.03439,106833.98734,3,0,2,0,156,10058,48,85,3
2014-07-02 23:30:00,1410,103642.79328,105773.03439,3,0,2,0,156,10058,48,85,3
2014-07-02 23:45:00,1425,102342.35007,103642.79328,3,0,2,0,156,10058,48,85,3
2014-07-03 00:00:00,0,101576.19124,102342.35007,4,0,2,0,156,10061,66,85,0
2014-07-03 00:15:00,15,100891.70107,101576.19124,4,0,2,0,156,10061,66,85,0
2014-07-03 00:30:00,30,100598.37082,100891.70107,4,0,2,0,156,10061,66,85,0
2014-07-03 00:45:00,45,99875.301864,100598.37082,4,0,2,0,156,10061,66,85,0
2014-07-03 01:00:00,60,99320.383882,99875.301864,4,0,2,0,155,10061,70,84,0
2014-07-03 01:15:00,75,99781.745234,99320.383882,4,0,2,0,155,10061,70,84,0
2014-07-03 01:30:00,90,99883.402382,99781.745234,4,0,2,0,155,10061,70,84,0
2014-07-03 01:45:00,105,99482.841001,99883.402382,4,0,2,0,155,10061,70,84,0
2014-07-03 02:00:00,120,98316.975943,99482.841001,4,0,2,0,154,10063,68,83,0
2014-07-03 02:15:00,135,98080.688151,98316.975943,4,0,2,0,154,10063,68,83,0
2014-07-03 02:30:00,150,98341.830778,98080.688151,4,0,2,0,154,10063,68,83,0
2014-07-03 02:45:00,165,98016.952564,98341.830778,4,0,2,0,154,10063,68,83,0
2014-07-03 03:00:00,180,98115.264499,98016.952564,4,0,2,0,152,10065,52,81,0
2014-07-03 03:15:00,195,97505.499767,98115.264499,4,0,2,0,152,10065,52,81,0
2014-07-03 03:30:00,210,97337.846083,97505.499767,4,0,2,0,152,10065,52,81,0
2014-07-03 03:45:00,225,97098.889168,97337.846083,4,0,2,0,152,10065,52,81,0
2014-07-03 04:00:00,240,100442.2124,97098.889168,4,0,2,0,150,10070,42,80,0
2014-07-03 04:15:00,255,101165.60742,100442.2124,4,0,2,0,150,10070,42,80,0
2014-07-03 04:30:00,270,102099.14398,101165.60742,4,0,2,0,150,10070,42,80,0
2014-07-03 04:45:00,285,103217.90441,102099.14398,4,0,2,0,150,10070,42,80,0
2014-07-03 05:00:00,300,104166.98322,103217.90441,4,0,2,483,153,10076,48,78,0
2014-07-03 05:15:00,315,105389.73171,104166.98322,4,0,2,483,153,10076,48,78,0
2014-07-03 05:30:00,330,106793.06431,105389.73171,4,0,2,483,153,10076,48,78,0
2014-07-03 05:45:00,345,108829.02473,106793.06431,4,0,2,483,153,10076,48,78,0
2014-07-03 06:00:00,360,114869.6156,108829.02473,4,0,2,600,163,10081,72,72,0
2014-07-03 06:15:00,375,119732.24465,114869.6156,4,0,2,600,163,10081,72,72,0
2014-07-03 06:30:00,390,122757.08882,119732.24465,4,0,2,600,163,10081,72,72,0
2014-07-03 06:45:00,405,125540.95296,122757.08882,4,0,2,600,163,10081,72,72,0
2014-07-03 07:00:00,420,130550.09438,125540.95296,4,0,2,602,176,10086,58,67,0
2014-07-03 07:15:00,435,132762.49193,130550.09438,4,0,2,602,176,10086,58,67,0
2014-07-03 07:30:00,450,135465.00634,132762.49193,4,0,2,602,176,10086,58,67,0
2014-07-03 07:45:00,465,137617.64789,135465.00634,4,0,2,602,176,10086,58,67,0
2014-07-03 08:00:00,480,140805.14756,137617.64789,4,0,2,600,192,10091,56,62,0
2014-07-03 08:15:00,495,143413.41686,140805.14756,4,0,2,600,192,10091,56,62,0
2014-07-03 08:30:00,510,143629.03805,143413.41686,4,0,2,600,192,10091,56,62,0
2014-07-03 08:45:00,525,144919.35508,143629.03805,4,0,2,600,192,10091,56,62,0
2014-07-03 09:00:00,540,148013.23146,144919.35508,4,0,2,600,208,10093,45,52,0
2014-07-03 09:15:00,555,150540.64801,148013.23146,4,0,2,600,208,10093,45,52,0
2014-07-03 09:30:00,570,151349.55536,150540.64801,4,0,2,600,208,10093,45,52,0
2014-07-03 09:45:00,585,151591.40103,151349.55536,4,0,2,600,208,10093,45,52,0
2014-07-03 10:00:00,600,153070.54021,151591.40103,4,0,2,600,222,10092,50,43,0
2014-07-03 10:15:00,615,153379.27164,153070.54021,4,0,2,600,222,10092,50,43,0
2014-07-03 10:30:00,630,154424.81159,153379.27164,4,0,2,600,222,10092,50,43,0
2014-07-03 10:45:00,645,155268.76379,154424.81159,4,0,2,600,222,10092,50,43,0
2014-07-03 11:00:00,660,154641.52565,155268.76379,4,0,2,538,232,10091,38,39,0
2014-07-03 11:15:00,675,154596.34483,154641.52565,4,0,2,538,232,10091,38,39,0
2014-07-03 11:30:00,690,155116.26168,154596.34483,4,0,2,538,232,10091,38,39,0
2014-07-03 11:45:00,705,155450.12354,155116.26168,4,0,2,538,232,10091,38,39,0
2014-07-03 12:00:00,720,157720.58704,155450.12354,4,0,2,385,237,10088,42,37,0
2014-07-03 12:15:00,735,158150.01585,157720.58704,4,0,2,385,237,10088,42,37,0
2014-07-03 12:30:00,750,158799.37972,158150.01585,4,0,2,385,237,10088,42,37,0
2014-07-03 12:45:00,765,158547.47069,158799.37972,4,0,2,385,237,10088,42,37,0
2014-07-03 13:00:00,780,159279.07664,158547.47069,4,0,2,362,243,10086,37,35,0
2014-07-03 13:15:00,795,159498.02621,159279.07664,4,0,2,362,243,10086,37,35,0
2014-07-03 13:30:00,810,157888.66371,159498.02621,4,0,2,362,243,10086,37,35,0
2014-07-03 13:45:00,825,156388.32346,157888.66371,4,0,2,362,243,10086,37,35,0
2014-07-03 14:00:00,840,156514.72031,156388.32346,4,0,2,342,249,10085,36,34,0
2014-07-03 14:15:00,855,157005.41893,156514.72031,4,0,2,342,249,10085,36,34,0
2014-07-03 14:30:00,870,157288.05086,157005.41893,4,0,2,342,249,10085,36,34,0
2014-07-03 14:45:00,885,154468.53184,157288.05086,4,0,2,342,249,10085,36,34,0
2014-07-03 15:00:00,900,153234.55435,154468.53184,4,0,2,378,252,10082,36,33,0
2014-07-03 15:15:00,915,153321.13349,153234.55435,4,0,2,378,252,10082,36,33,0
2014-07-03 15:30:00,930,152434.0849,153321.13349,4,0,2,378,252,10082,36,33,0
2014-07-03 15:45:00,945,151729.45171,152434.0849,4,0,2,378,252,10082,36,33,0
2014-07-03 16:00:00,960,148863.82925,151729.45171,4,0,2,477,259,10078,35,30,0
2014-07-03 16:15:00,975,148989.41015,148863.82925,4,0,2,477,259,10078,35,30,0
2014-07-03 16:30:00,990,145029.08443,148989.41015,4,0,2,477,259,10078,35,30,0
2014-07-03 16:45:00,1005,143405.4547,145029.08443,4,0,2,477,259,10078,35,30,0
2014-07-03 17:00:00,1020,143359.06718,143405.4547,4,0,2,475,257,10076,21,30,0
2014-07-03 17:15:00,1035,142713.64611,143359.06718,4,0,2,475,257,10076,21,30,0
2014-07-03 17:30:00,1050,141760.97886,142713.64611,4,0,2,475,257,10076,21,30,0
2014-07-03 17:45:00,1065,140506.10158,141760.97886,4,0,2,475,257,10076,21,30,0
2014-07-03 18:00:00,1080,138302.27096,140506.10158,4,0,2,333,253,10074,17,33,0
2014-07-03 18:15:00,1095,136996.84187,138302.27096,4,0,2,333,253,10074,17,33,0
2014-07-03 18:30:00,1110,137004.00111,136996.84187,4,0,2,333,253,10074,17,33,0
2014-07-03 18:45:00,1125,134956.29524,137004.00111,4,0,2,333,253,10074,17,33,0
2014-07-03 19:00:00,1140,132605.69539,134956.29524,4,0,2,0,238,10074,5,39,0
2014-07-03 19:15:00,1155,131288.37588,132605.69539,4,0,2,0,238,10074,5,39,0
2014-07-03 19:30:00,1170,130214.3787,131288.37588,4,0,2,0,238,10074,5,39,0
2014-07-03 19:45:00,1185,129067.41895,130214.3787,4,0,2,0,238,10074,5,39,0
2014-07-03 20:00:00,1200,126507.29751,129067.41895,4,0,2,0,204,10078,9,55,0
2014-07-03 20:15:00,1215,126610.92413,126507.29751,4,0,2,0,204,10078,9,55,0
2014-07-03 20:30:00,1230,125277.52274,126610.92413,4,0,2,0,204,10078,9,55,0
2014-07-03 20:45:00,1245,124451.00839,125277.52274,4,0,2,0,204,10078,9,55,0
2014-07-03 21:00:00,1260,121159.20847,124451.00839,4,0,2,0,180,10082,16,67,0
2014-07-03 21:15:00,1275,120367.57551,121159.20847,4,0,2,0,180,10082,16,67,0
2014-07-03 21:30:00,1290,117579.51595,120367.57551,4,0,2,0,180,10082,16,67,0
2014-07-03 21:45:00,1305,115329.72643,117579.51595,4,0,2,0,180,10082,16,67,0
2014-07-03 22:00:00,1320,112842.7923,115329.72643,4,0,2,0,159,10082,22,75,0
2014-07-03 22:15:00,1335,112528.35985,112842.7923,4,0,2,0,159,10082,22,75,0
2014-07-03 22:30:00,1350,111480.41876,112528.35985,4,0,2,0,159,10082,22,75,0
2014-07-03 22:45:00,1365,111031.39661,111480.41876,4,0,2,0,159,10082,22,75,0
2014-07-03 23:00:00,1380,110408.74218,111031.39661,4,0,2,0,152,10083,10,76,0
2014-07-03 23:15:00,1395,109077.28905,110408.74218,4,0,2,0,152,10083,10,76,0
2014-07-03 23:30:00,1410,107541.90267,109077.28905,4,0,2,0,152,10083,10,76,0
2014-07-03 23:45:00,1425,105655.42495,107541.90267,4,0,2,0,152,10083,10,76,0
2014-07-04 00:00:00,0,102363.86757,105655.42495,5,0,2,0,147,10080,14,77,0
2014-07-04 00:15:00,15,102155.45085,102363.86757,5,0,2,0,147,10080,14,77,0
2014-07-04 00:30:00,30,100545.28206,102155.45085,5,0,2,0,147,10080,14,77,0
2014-07-04 00:45:00,45,99430.327219,100545.28206,5,0,2,0,147,10080,14,77,0
2014-07-04 01:00:00,60,100844.05188,99430.327219,5,0,2,0,139,10079,20,80,0
2014-07-04 01:15:00,75,100539.30517,100844.05188,5,0,2,0,139,10079,20,80,0
2014-07-04 01:30:00,90,99364.674911,100539.30517,5,0,2,0,139,10079,20,80,0
2014-07-04 01:45:00,105,99026.195671,99364.674911,5,0,2,0,139,10079,20,80,0
2014-07-04 02:00:00,120,97492.345513,99026.195671,5,0,2,0,130,10077,22,83,0
2014-07-04 02:15:00,135,97668.294766,97492.345513,5,0,2,0,130,10077,22,83,0
2014-07-04 02:30:00,150,98575.677928,97668.294766,5,0,2,0,130,10077,22,83,0
2014-07-04 02:45:00,165,98341.556764,98575.677928,5,0,2,0,130,10077,22,83,0
2014-07-04 03:00:00,180,98622.153379,98341.556764,5,0,2,0,128,10076,26,83,0
