,electrometer,postcode,location,rows,f
358,256,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/256.csv
359,257,,,69985,data/ceskedata/CZ_data_1/257.csv
360,258,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/258.csv
361,259,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/259.csv
362,26,664 42,Modøice - Brno,69985,data/ceskedata/CZ_data_1/26.csv
363,260,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/260.csv
364,261,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/261.csv
365,262,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/262.csv
366,263,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/263.csv
367,264,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/264.csv
368,265,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/265.csv
369,266,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/266.csv
370,267,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/267.csv
371,268,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/268.csv
372,269,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/269.csv
373,27,664 42,Modøice - Brno,69985,data/ceskedata/CZ_data_1/27.csv
374,270,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/270.csv
375,271,,,69985,data/ceskedata/CZ_data_1/271.csv
376,272,349 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/272.csv
377,273,350 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/273.csv
378,274,351 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/274.csv
379,275,,,69985,data/ceskedata/CZ_data_1/275.csv
380,276,353 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/276.csv
381,277,354 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/277.csv
382,278,355 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/278.csv
383,279,,,69985,data/ceskedata/CZ_data_1/279.csv
384,28,,,69985,data/ceskedata/CZ_data_1/28.csv
385,280,357 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/280.csv
386,281,348 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/281.csv
387,282,,,69985,data/ceskedata/CZ_data_1/282.csv
388,283,348 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/283.csv
389,284,361 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/284.csv
390,285,362 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/285.csv
391,286,363 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/286.csv
392,287,364 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/287.csv
393,288,,,69985,data/ceskedata/CZ_data_1/288.csv
394,289,368 02,Bor u Tachova,69985,data/ceskedata/CZ_data_1/289.csv
395,29,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/29.csv
396,290,369 02,,69985,data/ceskedata/CZ_data_1/290.csv
397,291,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/291.csv
398,292,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/292.csv
399,293,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/293.csv
400,294,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/294.csv
401,295,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/295.csv
402,296,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/296.csv
403,297,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/297.csv
404,298,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/298.csv
405,299,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/299.csv
406,3,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/3.csv
407,30,691 23,Pohoøelice, fáze I.,69985,data/ceskedata/CZ_data_1/30.csv
408,300,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/300.csv
409,301,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/301.csv
410,302,,,69985,data/ceskedata/CZ_data_1/302.csv
411,303,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/303.csv
412,304,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/304.csv
413,305,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/305.csv
414,306,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/306.csv
415,307,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/307.csv
416,308,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/308.csv
417,309,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/309.csv
418,31,692 23,Pohoøelice, fáze I.,69985,data/ceskedata/CZ_data_1/31.csv
419,310,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/310.csv
420,311,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/311.csv
421,312,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/312.csv
422,313,,,69985,data/ceskedata/CZ_data_1/313.csv
423,314,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/314.csv
424,315,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/315.csv
425,316,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/316.csv
426,317,,,69985,data/ceskedata/CZ_data_1/317.csv
427,318,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/318.csv
428,319,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/319.csv
429,32,693 23,Pohoøelice, fáze I.,69985,data/ceskedata/CZ_data_1/32.csv
430,320,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/320.csv
431,322,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/322.csv
432,323,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/323.csv
433,324,,,69985,data/ceskedata/CZ_data_1/324.csv
434,325,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/325.csv
435,326,,,69985,data/ceskedata/CZ_data_1/326.csv
436,327,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/327.csv
437,328,,,69985,data/ceskedata/CZ_data_1/328.csv
438,329,,,69985,data/ceskedata/CZ_data_1/329.csv
439,33,694 23,Pohoøelice, fáze I.,69985,data/ceskedata/CZ_data_1/33.csv
440,330,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/330.csv
441,331,,,69985,data/ceskedata/CZ_data_1/331.csv
442,332,,,69985,data/ceskedata/CZ_data_1/332.csv
443,333,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/333.csv
444,334,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/334.csv
445,335,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/335.csv
446,336,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/336.csv
447,337,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/337.csv
448,338,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/338.csv
449,339,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/339.csv
450,34,695 23,Pohoøelice, fáze I.,69985,data/ceskedata/CZ_data_1/34.csv
451,340,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/340.csv
452,341,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/341.csv
453,342,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/342.csv
454,343,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/343.csv
455,344,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/344.csv
456,345,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/345.csv
457,346,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/346.csv
458,347,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/347.csv
459,348,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/348.csv
460,349,720 00,Ostrava - Hrabová, fáze I.,69985,data/ceskedata/CZ_data_1/349.csv
461,35,696 23,Pohoøelice, fáze I.,69985,data/ceskedata/CZ_data_1/35.csv
462,350,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/350.csv
463,351,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/351.csv
464,352,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/352.csv
465,353,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/353.csv
466,354,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/354.csv
467,355,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/355.csv
468,356,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/356.csv
469,357,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/357.csv
470,358,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/358.csv
471,359,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/359.csv
472,36,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/36.csv
473,360,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/360.csv
474,361,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/361.csv
475,362,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/362.csv
476,363,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/363.csv
477,364,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/364.csv
478,365,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/365.csv
479,366,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/366.csv
480,367,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/367.csv
481,368,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/368.csv
482,369,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/369.csv
483,37,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/37.csv
484,370,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/370.csv
485,371,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/371.csv
486,372,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/372.csv
487,373,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/373.csv
488,374,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/374.csv
489,375,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/375.csv
490,376,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/376.csv
491,377,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/377.csv
492,378,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/378.csv
493,379,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/379.csv
494,38,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/38.csv
495,380,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/380.csv
496,381,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/381.csv
497,382,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/382.csv
498,383,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/383.csv
499,385,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/385.csv
500,386,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/386.csv
501,387,,,69985,data/ceskedata/CZ_data_1/387.csv
502,388,,,69985,data/ceskedata/CZ_data_1/388.csv
503,389,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/389.csv
504,39,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/39.csv
505,390,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/390.csv
506,391,,,69985,data/ceskedata/CZ_data_1/391.csv
507,392,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/392.csv
508,393,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/393.csv
509,394,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/394.csv
510,395,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/395.csv
511,396,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/396.csv
512,397,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/397.csv
513,399,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/399.csv
514,4,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/4.csv
515,40,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/40.csv
516,400,,,69985,data/ceskedata/CZ_data_1/400.csv
517,401,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/401.csv
518,402,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/402.csv
519,403,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/403.csv
520,404,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/404.csv
521,405,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/405.csv
522,406,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/406.csv
523,408,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/408.csv
524,409,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/409.csv
525,41,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/41.csv
526,410,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/410.csv
527,411,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/411.csv
528,412,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/412.csv
529,413,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/413.csv
530,414,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/414.csv
531,415,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/415.csv
532,416,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/416.csv
533,417,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/417.csv
534,418,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/418.csv
535,419,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/419.csv
536,42,301 00,Plzeò,69985,data/ceskedata/CZ_data_1/42.csv
537,423,,,69985,data/ceskedata/CZ_data_1/423.csv
538,424,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/424.csv
539,425,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/425.csv
540,426,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/426.csv
541,427,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/427.csv
542,428,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/428.csv
543,429,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/429.csv
544,43,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/43.csv
545,430,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/430.csv
546,431,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/431.csv
547,432,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/432.csv
548,433,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/433.csv
549,434,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/434.csv
550,435,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/435.csv
551,436,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/436.csv
552,437,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/437.csv
553,438,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/438.csv
554,439,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/439.csv
555,44,301 00,Plzeò - Skvròany,69985,data/ceskedata/CZ_data_1/44.csv
556,440,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/440.csv
557,441,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/441.csv
558,442,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/442.csv
559,443,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/443.csv
560,444,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/444.csv
561,445,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/445.csv
562,446,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/446.csv
563,447,639 00,Brno - krobárny,69985,data/ceskedata/CZ_data_1/447.csv
564,448,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/448.csv
565,449,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/449.csv
566,45,664 42,Modøice II. - Brno,69985,data/ceskedata/CZ_data_1/45.csv
567,450,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/450.csv
568,451,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/451.csv
569,452,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/452.csv
570,453,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/453.csv
571,454,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/454.csv
572,455,,,69985,data/ceskedata/CZ_data_1/455.csv
573,456,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/456.csv
574,457,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/457.csv
575,458,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/458.csv
576,459,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/459.csv
577,46,664 42,Modøice II. - Brno,69985,data/ceskedata/CZ_data_1/46.csv
578,460,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/460.csv
579,461,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/461.csv
580,462,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/462.csv
581,463,,,69985,data/ceskedata/CZ_data_1/463.csv
582,464,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/464.csv
583,46477159,èas,datum,35232,data/ceskedata/CZ_data_1/46477159.csv
584,465,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/465.csv
585,466,,,69985,data/ceskedata/CZ_data_1/466.csv
586,467,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/467.csv
587,468,,,69985,data/ceskedata/CZ_data_1/468.csv
588,469,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/469.csv
589,47,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/47.csv
590,470,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/470.csv
591,471,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/471.csv
592,472,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/472.csv
593,473,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/473.csv
594,474,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/474.csv
595,475,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/475.csv
596,476,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/476.csv
597,477,,,69985,data/ceskedata/CZ_data_1/477.csv
598,478,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/478.csv
599,479,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/479.csv
600,48,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/48.csv
601,480,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/480.csv
602,481,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/481.csv
603,482,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/482.csv
604,483,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/483.csv
605,484,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/484.csv
606,485,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/485.csv
607,486,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/486.csv
608,487,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/487.csv
609,488,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/488.csv
610,489,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/489.csv
611,49,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/49.csv
612,490,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/490.csv
613,491,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/491.csv
614,492,,,69985,data/ceskedata/CZ_data_1/492.csv
615,494,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/494.csv
616,495,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/495.csv
617,496,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/496.csv
618,497,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/497.csv
619,498,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/498.csv
620,499,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/499.csv
621,5,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/5.csv
622,50,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/50.csv
623,500,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/500.csv
624,501,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/501.csv
625,502,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/502.csv
626,503,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/503.csv
627,504,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/504.csv
628,50497727,èas,datum,31968,data/ceskedata/CZ_data_1/50497727.csv
629,505,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/505.csv
630,506,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/506.csv
631,507,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/507.csv
632,508,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/508.csv
633,509,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/509.csv
634,51,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/51.csv
635,510,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/510.csv
636,511,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/511.csv
637,512,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/512.csv
638,513,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/513.csv
639,514,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/514.csv
640,515,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/515.csv
641,516,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/516.csv
642,517,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/517.csv
643,518,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/518.csv
644,519,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/519.csv
645,52,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/52.csv
646,520,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/520.csv
647,521,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/521.csv
648,522,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/522.csv
649,523,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/523.csv
650,524,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/524.csv
651,525,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/525.csv
652,526,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/526.csv
653,527,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/527.csv
654,528,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/528.csv
655,529,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/529.csv
656,53,,,69985,data/ceskedata/CZ_data_1/53.csv
657,530,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/530.csv
658,531,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/531.csv
659,532,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/532.csv
660,533,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/533.csv
661,534,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/534.csv
662,535,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/535.csv
663,536,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/536.csv
664,537,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/537.csv
665,538,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/538.csv
666,539,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/539.csv
667,54,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/54.csv
668,540,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/540.csv
669,541,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/541.csv
670,542,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/542.csv
671,543,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/543.csv
672,544,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/544.csv
673,545,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/545.csv
674,546,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/546.csv
675,547,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/547.csv
676,548,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/548.csv
677,549,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/549.csv
678,55,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/55.csv
679,550,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/550.csv
680,551,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/551.csv
681,552,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/552.csv
682,553,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/553.csv
683,554,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/554.csv
684,555,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/555.csv
685,556,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/556.csv
